VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	IBERVILLE	FARNHAM	MARIEVILLE	SABREVOIS	STE MADELEINE	ST HYACINTHE 2	STE MARTINE	FLEURY	ST NAZAIRE	PHILIPSBURG	ST GUILLAUME	GRANBY	ST BERNARD DE LACOLLE	DRUMMONDVILLE	PIERREVILLE
Min Temp (deg C)	2013	8	28	4	1.16	17.1	16.5	18.0	16.0			16.5								
Min Temp (deg C)	2013	8	31	4	1.16	17.9	19.0	18.0	17.0			17.5								
Min Temp (deg C)	2013	9	2	4	1.16	16.8	18.0	16.0	17.0			16.0								
Min Temp (deg C)	2013	9	5	4	1.17	8.8	9.0	9.0	8.0				8.0							
Min Temp (deg C)	2013	9	7	4	1.31	15.0		15.0			14.4	15.0	14.0							
Min Temp (deg C)	2013	9	8	4	1.16	10.1	10.0	10.0	10.0	9.0										
Min Temp (deg C)	2013	9	10	4	1.18	13.7	13.0	14.0	13.0		13.5									
Min Temp (deg C)	2013	9	11	4	1.16	18.6	19.5	19.0	19.0	15.0										
Min Temp (deg C)	2013	9	13	4	1.16	12.8	13.2	13.0	12.0	12.5										
Min Temp (deg C)	2013	9	14	4	1.17	9.8		10.0	9.0		11.0	9.0								
Min Temp (deg C)	2013	9	15	4	1.2	6.7	7.5		6.0	7.0		5.5								
Min Temp (deg C)	2013	9	18	4	1.16	5.5	5.0	6.0	4.0	6.5										
Min Temp (deg C)	2013	9	21	4	1.18	16.4	14.0	17.0	16.0		15.0									
Min Temp (deg C)	2013	9	22	4	1.15	11.1		11.0	11.0	11.0		10.0								
Min Temp (deg C)	2013	10	4	4	1.16	10.4	8.0	11.0	9.0	12.0										
Min Temp (deg C)	2013	10	5	4	1.16	9.8	9.5	10.0	9.0	9.5										
Min Temp (deg C)	2013	10	6	4	1.15	6.4		6.0	6.0	6.0		7.0								
Min Temp (deg C)	2013	10	13	4	1.22	8.1			8.0	5.5	7.0	10.5								
Min Temp (deg C)	2013	10	16	4	1.16	12.0	11.0	12.0	12.0	11.0										
Min Temp (deg C)	2013	10	17	4	1.16	12.2	11.0	13.0	11.0	12.0										
Min Temp (deg C)	2013	10	18	4	1.16	10.7	11.0	11.0	10.0	10.0										
Min Temp (deg C)	2013	10	19	4	1.16	5.3	5.5	6.0	4.0	5.0										
Min Temp (deg C)	2013	10	20	4	1.16	7.9	8.5	8.0	7.0	8.0										
Min Temp (deg C)	2013	10	22	4	1.2	7.0	6.0		7.0	6.0		7.0								
Min Temp (deg C)	2013	10	29	4	1.16	-5.2	-7.0	-5.0	-6.0	-5.5										
Min Temp (deg C)	2013	11	1	4	1.3	12.4		13.0		12.0	12.0	11.0								
Min Temp (deg C)	2013	11	2	4	1.16	4.4	4.2	4.5	4.0	3.0										
Min Temp (deg C)	2013	11	3	4	1.16	-3.1	-4.0	-4.0	-3.0	-3.5										
Min Temp (deg C)	2013	11	5	4	1.16	-3.2	-4.0	-3.0	-4.0	-3.5										
Min Temp (deg C)	2013	11	16	4	1.27	2.9	2.0	4.0		1.5		1.5								
Min Temp (deg C)	2013	11	23	4	1.16	-2.6	-2.8	-3.0	-3.0	-3.0										
Min Temp (deg C)	2013	11	24	4	1.16	-8.5	-9.0	-9.0	-9.0	-8.5										
Min Temp (deg C)	2013	11	25	4	1.16	-12.9	-13.0	-13.0	-14.0	-13.0										
Min Temp (deg C)	2013	11	26	4	1.16	-3.7	-4.0	-4.0	-4.0	-4.5										
Min Temp (deg C)	2013	11	30	4	1.16	-15.5	-16.0	-16.0	-16.0	-16.0										
Min Temp (deg C)	2013	12	1	4	1.16	-5.7	-6.0	-6.0	-6.0	-6.5										
Min Temp (deg C)	2013	12	4	4	1.16	-3.1	-3.2	-4.0	-3.0	-4.0										
Min Temp (deg C)	2013	12	7	4	1.16	-4.2	-5.0	-4.0	-5.0	-5.0										
Min Temp (deg C)	2013	12	8	4	1.16	-8.1	-7.6	-8.0	-9.0	-9.0										
Min Temp (deg C)	2013	12	13	4	1.21	-17.0			-17.0				-19.0					-17.2	-17.5	
Min Temp (deg C)	2013	12	14	4	1.2	-25.1	-24.6		-26.0	-27.0		-23.0								
Min Temp (deg C)	2013	12	15	4	1.15	-17.4		-17.0	-18.0	-19.0		-18.0								
Min Temp (deg C)	2013	12	17	4	1.16	-29.3	-30.6	-30.5	-29.0	-30.5										
Min Temp (deg C)	2013	12	18	4	1.16	-15.8	-15.4	-16.0	-16.0			-17.0								
Min Temp (deg C)	2013	12	19	4	1.16	-10.1	-8.8	-10.0	-11.0	-11.0										
Min Temp (deg C)	2013	12	20	4	1.16	-8.5	-7.5	-9.0	-9.0	-9.0										
Min Temp (deg C)	2013	12	21	4	1.16	-8.6	-8.8	-9.0	-9.0	-9.0										
Min Temp (deg C)	2013	12	22	4	1.16	-8.6	-9.0	-9.0	-9.0	-9.0										
Min Temp (deg C)	2013	12	25	4	1.16	-21.2	-22.0	-22.0	-21.0	-23.0										
Min Temp (deg C)	2013	12	30	4	1.16	-16.5	-18.2	-17.0	-17.0	-16.5										
Min Temp (deg C)	2013	12	31	4	1.16	-20.1	-22.0	-21.0	-20.0	-21.0										
Mean Temp (deg C)	2000	8	9	4	0.78	22.2	22.0		22.3	21.8	21.5									
Mean Temp (deg C)	2000	8	10	4	0.78	21.4	21.3		21.0	21.5	21.5									
Mean Temp (deg C)	2000	8	11	4	0.78	18.7	19.3		18.5	18.3	18.3									
Mean Temp (deg C)	2000	10	5	4	0.74	8.3	8.3	8.3	8.5	6.8										
Mean Temp (deg C)	2001	3	31	4	0.74	0.2	1.0	0.5	-1.0	0.5										
Mean Temp (deg C)	2001	4	1	4	0.74	0.4	1.0	0.3	-0.3	0.8										
Mean Temp (deg C)	2001	6	29	4	0.74	18.1	17.0	18.3	17.8	18.0										
Mean Temp (deg C)	2001	7	21	4	0.74	21.5	21.5	21.8	21.0	21.5										
Mean Temp (deg C)	2001	7	22	4	0.74	24.2	24.3	24.0	23.8	25.3										
Mean Temp (deg C)	2002	1	30	4	0.83	-9.9	-10.0	-10.3		-10.5	-11.5									
Mean Temp (deg C)	2002	6	4	4	0.74	13.2	13.3	13.0	13.3	12.5										
Mean Temp (deg C)	2002	8	2	4	0.74	24.3	23.8	24.3	24.0	24.5										
Mean Temp (deg C)	2002	8	3	4	0.74	22.5	21.8	22.3	22.5	22.8										
Mean Temp (deg C)	2002	11	14	4	0.74	3.9	4.8	3.5	3.5	3.8										
Mean Temp (deg C)	2002	11	15	4	0.74	2.8	2.0	3.0	2.5	2.3										
Mean Temp (deg C)	2003	4	18	4	0.74	3.8	4.3	3.8	3.5	2.8										
Mean Temp (deg C)	2003	5	23	4	0.74	14.8	13.5	15.3	14.3	14.3										
Mean Temp (deg C)	2003	7	22	4	0.74	22.1	21.5	22.0	22.0	22.0										
Mean Temp (deg C)	2004	4	24	4	0.74	7.1		6.8	7.0	6.8	7.3									
Mean Temp (deg C)	2004	4	25	4	0.74	2.7		2.3	2.8	2.5	1.8									
Mean Temp (deg C)	2004	6	5	4	0.74	15.7	16.0	15.8	15.0	15.8										
Mean Temp (deg C)	2004	9	21	4	0.74	17.7	16.8	18.0	17.5	17.3										
Mean Temp (deg C)	2004	9	22	4	0.74	18.8	18.0	18.5	18.5	19.8										
Mean Temp (deg C)	2004	12	21	4	0.74	-18.0	-18.0	-18.5	-16.8	-21.3										
Mean Temp (deg C)	2004	12	25	4	0.74	-12.3	-9.5	-13.0	-12.0	-14.5										
Mean Temp (deg C)	2004	12	26	4	0.74	-13.2	-11.8	-13.3	-13.3	-15.3										
Mean Temp (deg C)	2005	3	10	4	0.74	-12.9	-15.3	-13.8	-11.0	-15.8										
Mean Temp (deg C)	2005	4	11	4	0.74	3.5	2.3	2.5	4.5	2.8										
Mean Temp (deg C)	2005	4	29	4	0.74	8.5	7.8	8.5	8.5	7.8										
Mean Temp (deg C)	2005	6	19	4	0.74	15.4	14.3	15.5	15.3	15.0										
Mean Temp (deg C)	2005	6	21	4	0.74	21.4	20.8	21.0	21.3	22.3										
Mean Temp (deg C)	2005	7	6	4	0.74	19.6	19.3	19.3	19.5	19.8										
Mean Temp (deg C)	2005	7	7	4	0.74	18.8	18.5	18.8	19.0	18.0										
Mean Temp (deg C)	2005	7	16	4	0.74	22.1	21.3	22.5	22.0	21.3										
Mean Temp (deg C)	2005	7	17	4	0.74	25.8	25.3	27.0	24.8	25.0										
Mean Temp (deg C)	2005	7	18	4	0.74	27.4	26.8	27.5	27.3	27.3										
Mean Temp (deg C)	2005	9	4	4	0.74	17.6	17.0	17.3	17.8	17.3										
Mean Temp (deg C)	2005	10	27	4	0.74	3.8	2.8	3.8	3.5	4.0										
Mean Temp (deg C)	2006	3	24	4	0.78	4.3	3.8		4.0	4.5	4.0									
Mean Temp (deg C)	2006	3	25	4	0.78	4.9	4.3		4.5	5.3	4.8									
Mean Temp (deg C)	2006	7	20	4	0.74	24.0	23.5	24.5	23.3	23.8										
Mean Temp (deg C)	2006	7	21	4	0.74	23.7	23.3	24.0	23.5	23.3										
Mean Temp (deg C)	2006	7	22	4	0.74	19.5	18.8	19.0	20.0	19.5										
Mean Temp (deg C)	2006	8	31	4	0.74	14.2	12.9	14.0	13.3	16.3										
Mean Temp (deg C)	2007	3	30	4	0.74	5.0	4.0	4.8	5.0	4.8										
Mean Temp (deg C)	2007	3	31	4	0.74	2.2	0.5	1.3	3.5	1.3										
Mean Temp (deg C)	2007	4	22	4	0.74	13.9	12.5	13.8	14.8	12.0										
Mean Temp (deg C)	2007	7	20	4	0.74	16.9	16.0	16.5	17.0	17.0										
Mean Temp (deg C)	2007	7	21	4	0.74	19.1	18.3	18.8	19.3	19.0										
Mean Temp (deg C)	2007	7	22	4	0.74	18.4	17.5	18.0	19.0	18.0										
Mean Temp (deg C)	2007	7	23	4	0.74	19.5	18.5	19.8	19.0	19.5										
Mean Temp (deg C)	2007	8	5	4	0.74	17.3	16.0	17.5	17.2	17.0										
Mean Temp (deg C)	2007	8	6	4	0.74	17.1	16.8	16.8	17.8	15.8										
Mean Temp (deg C)	2007	8	7	4	0.74	20.9	20.0	20.8	21.3	20.0										
Mean Temp (deg C)	2007	8	8	4	0.74	23.8	22.8	24.0	23.8	23.5										
Mean Temp (deg C)	2007	8	9	4	0.78	16.5	15.8		16.5	16.5	16.0									
Mean Temp (deg C)	2007	8	10	4	0.78	18.6	17.5		18.5	19.0	18.5									
Mean Temp (deg C)	2007	8	11	4	0.78	20.5	20.3		20.5	20.0	20.5									
Mean Temp (deg C)	2007	8	12	4	0.78	23.0	21.8		23.5	22.8	21.8									
Mean Temp (deg C)	2008	6	26	4	0.74	21.5	21.0	21.5	21.0	22.3										
Mean Temp (deg C)	2008	7	18	4	0.74	20.2	19.8	20.0	20.5	19.8										
Mean Temp (deg C)	2008	7	19	4	0.74	23.1	22.8	23.3	22.8	22.8										
Mean Temp (deg C)	2008	8	6	4	0.74	19.2	19.0	19.5	19.3	17.5										
Mean Temp (deg C)	2008	8	20	4	0.74	15.3	14.0	15.5	15.3	14.5										
Mean Temp (deg C)	2008	8	21	4	0.74	19.0		19.0	18.8	19.8	17.5									
Mean Temp (deg C)	2008	8	22	4	0.74	21.4	19.5	21.0	22.0	21.5										
Mean Temp (deg C)	2008	8	23	4	0.74	22.9	21.8	23.0	22.5	23.5										
Mean Temp (deg C)	2008	8	24	4	0.74	22.9	21.8	23.0	22.3	23.8										
Mean Temp (deg C)	2008	8	31	4	0.74	19.6	17.0	18.5	21.0	19.5										
Mean Temp (deg C)	2008	9	23	4	0.74	9.0	8.8	9.0	8.8	8.8										
Mean Temp (deg C)	2009	4	15	4	0.74	5.9	5.8	6.0	5.5	5.5										
Mean Temp (deg C)	2009	4	16	4	0.74	6.6	5.5	6.5	6.5	6.5										
Mean Temp (deg C)	2009	8	6	4	0.74	19.4	19.5	19.5	19.0	19.3										
Mean Temp (deg C)	2009	8	26	4	0.74	21.0	21.0	21.0	20.5	21.3										
Mean Temp (deg C)	2009	8	27	4	0.74	13.0	12.4	13.0	12.8	13.0										
Mean Temp (deg C)	2009	8	28	4	0.74	13.0	12.0	13.0	12.8	13.0										
Mean Temp (deg C)	2009	9	5	4	0.74	15.4	14.0	15.5	15.3	15.5										
Mean Temp (deg C)	2009	9	6	4	0.74	13.3	12.0	13.5	13.0	13.3										
Mean Temp (deg C)	2009	9	25	4	0.74	11.5	11.8	11.3	11.0	12.0										
Mean Temp (deg C)	2009	10	20	4	0.74	8.0	6.0	8.5	7.0	8.8										
Mean Temp (deg C)	2009	10	21	4	0.74	6.5	5.8	6.0	7.5	4.8										
Mean Temp (deg C)	2009	10	22	4	0.83	2.7	2.8	2.5		1.8	2.3									
Mean Temp (deg C)	2009	10	23	4	0.74	2.3	1.8	2.3	2.3	1.0										
Mean Temp (deg C)	2009	10	24	4	0.74	7.4	7.8	7.0	7.8	6.3										
Mean Temp (deg C)	2009	10	27	4	0.74	7.7	8.0	7.5	7.5	7.3										
Mean Temp (deg C)	2009	11	11	4	0.74	4.0	2.5	4.5	3.3	4.0										
Mean Temp (deg C)	2009	11	12	4	0.74	1.6	1.8	1.3	1.3	1.5										
Mean Temp (deg C)	2009	11	13	4	0.74	2.3	1.5	2.0	2.3	2.0										
Mean Temp (deg C)	2009	11	17	4	0.74	1.5	0.5	1.5	1.3	1.3										
Mean Temp (deg C)	2009	11	18	4	0.74	2.2	2.0	2.5	2.0	1.0										
Mean Temp (deg C)	2009	11	20	4	0.74	6.2	6.0	6.0	6.5	5.0										
Mean Temp (deg C)	2009	11	21	4	0.74	8.0	7.3	7.8	8.0	7.5										
Mean Temp (deg C)	2009	11	22	4	0.74	2.7	3.3	2.5	2.5	1.8										
Mean Temp (deg C)	2009	12	8	4	0.78	-3.7	-4.8		-4.3	-3.0	-4.0									
Mean Temp (deg C)	2009	12	26	4	0.74	-1.2	-1.8	-1.5	-1.3	-1.5										
Mean Temp (deg C)	2009	12	27	4	0.74	1.5	1.3	1.3	1.3	1.3										
Mean Temp (deg C)	2009	12	30	4	0.74	-12.5	-14.6	-13.0	-12.0	-13.3										
Mean Temp (deg C)	2009	12	31	4	0.74	-5.4	-6.3	-5.5	-5.3	-6.3										
Mean Temp (deg C)	2010	1	6	4	0.74	-5.9	-6.5	-6.5	-6.3	-4.8										
Mean Temp (deg C)	2010	1	7	4	0.74	-6.6	-7.0	-7.0	-7.0	-5.8										
Mean Temp (deg C)	2010	1	12	4	0.74	-11.0	-11.0	-12.0	-10.5	-11.3										
Mean Temp (deg C)	2010	1	13	4	0.74	-12.4	-14.8	-12.5	-11.8	-14.0										
Mean Temp (deg C)	2010	1	14	4	0.74	-3.8	-4.0	-4.0	-4.0	-4.0										
Mean Temp (deg C)	2010	1	24	4	0.74	-4.3	-4.5	-4.0	-4.8	-5.5										
Mean Temp (deg C)	2010	1	26	4	0.74	1.3	1.0	1.0	1.3	1.0										
Mean Temp (deg C)	2010	1	27	4	0.74	-0.7	-1.0	-1.5	0.0	-1.3										
Mean Temp (deg C)	2010	1	30	4	0.74	-16.9		-17.0	-17.5	-17.5	-17.0									
Mean Temp (deg C)	2010	2	27	4	0.74	3.3	3.8	3.0	3.3	2.5										
Mean Temp (deg C)	2010	4	1	4	0.74	7.1	7.5	6.8	6.8	7.0										
Mean Temp (deg C)	2010	4	7	4	0.74	12.6	13.3	12.5	12.8	11.0										
Mean Temp (deg C)	2010	4	8	4	0.74	9.4	10.2	9.5	9.8	6.8										
Mean Temp (deg C)	2010	4	9	4	0.74	7.5	7.5	7.3	7.3	7.5										
Mean Temp (deg C)	2010	4	10	4	0.74	6.7	6.3	6.5	6.3	7.0										
Mean Temp (deg C)	2010	4	11	4	0.74	8.8	8.5	8.5	8.8	8.8										
Mean Temp (deg C)	2010	4	12	4	0.74	6.3	5.3	6.0	6.0	7.3										
Mean Temp (deg C)	2010	4	14	4	0.74	9.2	8.8	9.5	8.8	8.8										
Mean Temp (deg C)	2010	4	23	4	0.74	9.9	9.5	10.0	9.3	10.0										
Mean Temp (deg C)	2010	5	4	4	0.74	16.4	15.5	16.0	16.8	16.0										
Mean Temp (deg C)	2010	5	5	4	0.83	15.1	14.5	15.3		14.8	14.8									
Mean Temp (deg C)	2010	5	9	4	0.74	3.5	2.5	3.5	3.0	3.8										
Mean Temp (deg C)	2010	5	10	4	0.74	5.4	4.8	5.3	5.3	5.0										
Mean Temp (deg C)	2010	5	11	4	0.74	7.7	6.8	7.5	7.5	8.0										
Mean Temp (deg C)	2010	5	12	4	0.74	8.7	8.0	9.0	7.8	9.5										
Mean Temp (deg C)	2010	5	13	4	0.83	9.3	8.3	9.3		9.3	9.3									
Mean Temp (deg C)	2010	5	14	4	0.83	12.9	12.5	13.0		12.5	13.0									
Mean Temp (deg C)	2010	5	15	4	0.74	13.3	12.5	13.0	14.0	12.0										
Mean Temp (deg C)	2010	5	16	4	0.74	14.8	14.0	14.8	14.8	14.3										
Mean Temp (deg C)	2010	5	17	4	0.83	14.5	13.5	14.5		15.0	14.5									
Mean Temp (deg C)	2010	5	18	4	0.74	17.2	17.0	17.5	16.6	17.0										
Mean Temp (deg C)	2010	6	22	4	0.74	19.4	19.5	19.5	18.8	19.8										
Mean Temp (deg C)	2010	7	6	4	0.83	28.6	28.5	28.5		29.0	28.5									
Mean Temp (deg C)	2010	7	15	4	0.83	23.9	24.0	24.0		23.3	23.3									
Mean Temp (deg C)	2010	8	3	4	0.74	21.9	22.4	21.5	22.0	22.0										
Mean Temp (deg C)	2010	8	4	4	0.74	25.1	24.8	25.0	25.3	24.8										
Mean Temp (deg C)	2010	8	5	4	0.74	25.2	25.3	25.0	25.0	25.5										
Mean Temp (deg C)	2010	8	6	4	0.74	18.5	18.4	18.0	18.7	18.5										
Mean Temp (deg C)	2010	8	21	4	0.83	15.7	15.0	16.0		15.0	15.0									
Mean Temp (deg C)	2010	8	22	4	0.83	18.1	17.8	18.3		17.5	17.8									
Mean Temp (deg C)	2010	8	27	4	0.74	16.4	16.1	16.0	16.8	16.0										
Mean Temp (deg C)	2010	8	29	4	0.83	23.4	23.1	23.0		24.5	23.5									
Mean Temp (deg C)	2010	9	8	4	0.74	19.5	18.8	19.3	19.5	19.5										
Mean Temp (deg C)	2010	9	9	4	0.78	15.5	15.5		15.5	15.0	15.3									
Mean Temp (deg C)	2010	9	11	4	0.83	15.1	15.0	15.0		14.8	14.8									
Mean Temp (deg C)	2010	9	12	4	0.74	15.0	16.0	15.5	14.0	14.8										
Mean Temp (deg C)	2010	9	24	4	0.83	17.7	18.6	18.0		15.8	16.0									
Mean Temp (deg C)	2010	9	25	4	0.91	16.6	16.5			16.5	17.0		15.0							
Mean Temp (deg C)	2010	9	26	4	0.74	11.6	12.2	11.8	11.3	10.8										
Mean Temp (deg C)	2010	10	1	4	0.74	15.4	15.0	15.3	15.5	15.0										
Mean Temp (deg C)	2010	10	6	4	0.83	11.7	11.5	12.0		10.5	10.8									
Mean Temp (deg C)	2010	10	7	4	0.83	12.4	11.1	12.5		12.5	13.0									
Mean Temp (deg C)	2010	10	8	4	0.74	10.9	10.5	11.0	10.8	10.3										
Mean Temp (deg C)	2010	10	9	4	0.74	7.3	7.0	7.0	7.3	7.0										
Mean Temp (deg C)	2010	10	15	4	0.74	6.6	5.8	6.0	7.0	6.5										
Mean Temp (deg C)	2010	10	20	4	0.74	9.4	10.3	9.0	9.5	8.3										
Mean Temp (deg C)	2010	10	21	4	0.74	6.9	6.9	7.0	6.3	6.8										
Mean Temp (deg C)	2010	10	23	4	0.78	3.8	2.8		3.8	3.5	3.3									
Mean Temp (deg C)	2010	10	25	4	0.74	8.0	7.7	8.0	8.0	7.0										
Mean Temp (deg C)	2010	11	4	4	0.83	3.4	3.5	3.0		3.0	3.0									
Mean Temp (deg C)	2010	11	5	4	0.74	4.1	4.0	4.0	3.8	4.0										
Mean Temp (deg C)	2010	11	7	4	0.74	2.2	0.9	2.0	2.5	1.3										
Mean Temp (deg C)	2010	11	14	4	0.83	6.9	7.5	6.5		6.5	7.0									
Mean Temp (deg C)	2010	11	15	4	0.95	7.5	7.7				6.5		6.5			7.3				
Mean Temp (deg C)	2010	11	16	4	0.91	6.2	6.1			5.5			5.8			6.3				
Mean Temp (deg C)	2010	11	17	4	0.82	9.1		9.0		8.0			7.8		10.5					
Mean Temp (deg C)	2010	11	18	4	0.78	4.6	3.9		4.5	4.3			4.0							
Mean Temp (deg C)	2010	11	19	4	0.74	0.6	0.2	0.5	0.3	0.5										
Mean Temp (deg C)	2010	11	26	4	0.87	-0.4	-0.2			-1.3			-1.8		0.5					
Mean Temp (deg C)	2010	11	27	4	0.78	-1.5			-2.0				-1.5		-1.5			-0.9		
Mean Temp (deg C)	2010	11	29	4	0.78	2.8	2.5		2.5	3.0			2.0							
Mean Temp (deg C)	2010	12	6	4	0.83	-4.2	-5.3	-4.5		-4.5			-4.0							
Mean Temp (deg C)	2010	12	7	4	0.83	-5.1	-6.0	-5.5		-5.3			-5.0							
Mean Temp (deg C)	2010	12	8	4	0.83	-8.4	-9.3	-9.0		-8.0			-8.0							
Mean Temp (deg C)	2010	12	9	4	0.83	-11.1	-11.6	-12.0		-10.5			-11.0							
Mean Temp (deg C)	2010	12	10	4	0.84	-10.7	-12.0	-10.5					-12.0			-12.0				
Mean Temp (deg C)	2010	12	14	4	0.83	-11.2	-12.0	-11.5		-11.9			-11.0							
Mean Temp (deg C)	2010	12	17	4	0.91	-9.8	-9.6			-10.8			-11.3			-11.8				
Mean Temp (deg C)	2010	12	18	4	0.83	-7.2	-9.8	-6.0		-8.0			-10.5							
Mean Temp (deg C)	2010	12	20	4	0.83	-7.7	-6.5	-8.5		-9.0			-7.5							
Mean Temp (deg C)	2010	12	21	4	0.83	-4.0	-5.2	-4.5		-3.5			-3.5							
Mean Temp (deg C)	2010	12	24	4	0.83	-10.6	-10.8	-11.3		-10.0			-11.5							
Mean Temp (deg C)	2010	12	25	4	0.83	-12.9	-14.5	-13.5		-12.0			-12.5							
Mean Temp (deg C)	2010	12	26	4	0.87	-13.9	-14.8			-14.0			-14.3		-13.8					
Mean Temp (deg C)	2010	12	28	4	0.86	-8.8		-9.5		-8.8			-9.3			-12.3				
Mean Temp (deg C)	2010	12	30	4	0.83	-1.9	-3.5	-1.3		-3.0	-3.3									
Mean Temp (deg C)	2011	1	5	4	0.83	-6.9	-7.5	-7.0		-8.0			-7.5							
Mean Temp (deg C)	2011	1	6	4	0.87	-8.5	-10.8			-8.5			-7.8		-7.8					
Mean Temp (deg C)	2011	1	11	4	0.78	-8.1	-10.8	-8.0					-8.8					-7.3		
Mean Temp (deg C)	2011	1	13	4	0.83	-7.0	-7.5	-7.5		-7.0			-7.0							
Mean Temp (deg C)	2011	1	16	4	0.84	-11.9	-11.5	-12.5					-13.0			-13.3				
Mean Temp (deg C)	2011	1	17	4	0.93	-15.7							-18.5			-16.8		-15.0	-14.5	
Mean Temp (deg C)	2011	1	18	4	0.87	-11.0	-11.5			-11.8			-13.0		-9.1					
Mean Temp (deg C)	2011	1	20	4	0.91	-10.7	-11.3			-10.8			-12.0			-13.0				
Mean Temp (deg C)	2011	1	22	4	0.91	-17.0	-18.0			-16.5			-19.5			-20.3				
Mean Temp (deg C)	2011	1	23	4	0.88	-20.8				-21.3			-22.0	-23.5				-20.1		
Mean Temp (deg C)	2011	1	26	4	0.86	-13.1		-13.5		-13.5			-14.3			-14.5				
Mean Temp (deg C)	2011	1	27	4	0.82	-6.9		-7.5		-6.3			-6.5		-7.5					
Mean Temp (deg C)	2011	1	28	4	0.83	-4.7	-5.3	-5.0		-4.5			-6.0							
Mean Temp (deg C)	2011	1	29	4	0.91	-7.9	-9.0			-8.0			-8.0			-7.5				
Mean Temp (deg C)	2011	1	30	4	0.84	-13.9	-14.8	-14.0					-15.0			-17.0				
Mean Temp (deg C)	2011	2	4	4	0.83	-7.5	-9.8	-7.5		-6.5			-8.3							
Mean Temp (deg C)	2011	2	5	4	0.86	-3.7		-4.0		-4.0			-5.0			-5.5				
Mean Temp (deg C)	2011	2	7	4	0.83	-0.6	-0.8	-0.3		-1.3			-3.5							
Mean Temp (deg C)	2011	2	8	4	0.83	-10.8	-10.8	-12.0		-10.0			-9.8							
Mean Temp (deg C)	2011	2	23	4	0.91	-12.0	-14.2			-10.5			-12.8			-13.5				
Mean Temp (deg C)	2011	2	24	4	0.83	-8.6	-9.0	-9.0		-8.5			-10.5							
Mean Temp (deg C)	2011	2	27	4	0.83	-6.7	-7.2	-7.0		-6.8			-8.0							
Mean Temp (deg C)	2011	2	28	4	0.83	-4.4	-5.2	-4.5		-4.8			-4.8							
Mean Temp (deg C)	2011	3	1	4	0.83	-5.4	-5.3	-6.0		-5.5			-5.8							
Mean Temp (deg C)	2011	3	2	4	0.78	-4.7	-6.0		-4.5	-5.3			-5.3							
Mean Temp (deg C)	2011	3	5	4	0.91	3.3	4.0						0.0		5.0	2.8				
Mean Temp (deg C)	2011	3	8	4	0.83	-12.7	-15.9	-13.0		-11.5			-11.8							
Mean Temp (deg C)	2011	3	14	4	0.83	-2.3	-3.8	-2.5		-1.8			-3.0							
Mean Temp (deg C)	2011	3	15	4	0.87	-1.9	-3.0			-1.8			-3.3		-1.0					
Mean Temp (deg C)	2011	3	18	4	0.74	7.1	6.5	7.0	7.0	7.0										
Mean Temp (deg C)	2011	3	19	4	0.74	-1.3	-2.8	-1.5	-1.3	-1.3										
Mean Temp (deg C)	2011	3	20	4	0.83	-0.9	-2.0	-1.0		-0.8			-2.0							
Mean Temp (deg C)	2011	3	21	4	0.74	1.3	0.5	1.0	1.5	0.8										
Mean Temp (deg C)	2011	3	28	4	0.74	-2.2	-3.0	-2.5	-2.5	-2.0										
Mean Temp (deg C)	2011	3	30	4	0.83	2.5	2.0	2.0		2.8			2.5							
Mean Temp (deg C)	2011	4	1	4	0.83	2.5	2.0	2.5		2.3			1.3							
Mean Temp (deg C)	2011	4	5	4	0.74	4.4	4.3	3.5	5.0	4.3										
Mean Temp (deg C)	2011	4	8	4	0.74	4.6	4.0	4.5	4.5	4.3										
Mean Temp (deg C)	2011	4	9	4	0.83	7.7	7.2	7.3		8.0			7.5							
Mean Temp (deg C)	2011	4	18	4	0.83	3.0	2.5	2.5		3.3			3.0							
Mean Temp (deg C)	2011	4	20	4	0.82	4.0	5.1	4.0					1.0		5.8					
Mean Temp (deg C)	2011	4	25	4	0.91	9.5	9.4						8.5		10.0	8.8				
Mean Temp (deg C)	2011	4	29	4	0.74	11.0	10.4	11.0	10.5	11.3										
Mean Temp (deg C)	2011	4	30	4	0.74	10.8	10.1	11.0	10.3	10.8										
Mean Temp (deg C)	2011	5	1	4	0.83	12.3	11.6	12.5		12.0			11.3							
Mean Temp (deg C)	2011	5	2	4	0.83	14.4	14.0	14.3		15.0			13.3							
Mean Temp (deg C)	2011	5	5	4	0.74	6.4		6.3	6.3	5.3			6.0							
Mean Temp (deg C)	2011	5	12	4	0.78	14.2	14.5		14.0	13.8			12.8							
Mean Temp (deg C)	2011	5	13	4	0.74	17.3	17.2	17.5	17.0	16.8										
Mean Temp (deg C)	2011	5	14	4	0.83	12.1	12.5	12.0		11.0			11.5							
Mean Temp (deg C)	2011	5	15	4	0.83	9.8	9.1	9.5		10.3			9.5							
Mean Temp (deg C)	2011	5	16	4	0.83	7.5	8.2	7.5		6.0			5.8							
Mean Temp (deg C)	2011	5	17	4	0.83	10.1	11.2	10.0		9.0			8.5							
Mean Temp (deg C)	2011	5	21	4	0.91	18.4	17.8			18.8			17.5			17.3				
Mean Temp (deg C)	2011	5	23	4	0.74	18.7	19.0	18.5	18.5	19.0										
Mean Temp (deg C)	2011	5	26	4	0.84	17.3	17.2	17.5					16.0			16.3				
Mean Temp (deg C)	2011	5	27	4	0.83	12.3	12.1	12.5		11.5			11.3							
