Station Name	IBERVILLE
Province	QUEBEC
Latitude	45.33
Longitude	-73.25
Elevation	30.5
Climate Identifier	7023270

Created by	Rainbird Beta 4.0.2
Created on	08/12/2014

*** FILL PROCEDURE INFO ***

MLR model	Least Absolute Deviations
Precip correction	Not Available
Wet days correction	Not Available
Max number of stations	4
Cutoff distance (km)	100
Cutoff altitude difference (m)	350
Date Start	2000/01/01
Date End	2013/12/31


*** SUMMARY TABLE ***

CLIMATE VARIABLE	TOTAL MISSING	TOTAL FILLED		AVG. NBR STA.	AVG. RMSE		FARNHAM	MARIEVILLE	SABREVOIS	STE MADELEINE	ST HYACINTHE 2	STE MARTINE	FLEURY	ST NAZAIRE	PHILIPSBURG	ST GUILLAUME	GRANBY	ST BERNARD DE LACOLLE	DRUMMONDVILLE	PIERREVILLE
Max Temp (deg C)	677 (13.2 % of total)	677 (100.0 % of missing)		4.0	0.88		568 (83.9 % of filled)	573 (84.6 % of filled)	530 (78.3 % of filled)	312 (46.1 % of filled)	573 (84.6 % of filled)	13 (1.9 % of filled)	26 (3.8 % of filled)	105 (15.5 % of filled)	4 (0.6 % of filled)	2 (0.3 % of filled)	0 (0.0 % of filled)	2 (0.3 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)
Min Temp (deg C)	658 (12.9 % of total)	658 (100.0 % of missing)		4.0	1.20		610 (92.7 % of filled)	575 (87.4 % of filled)	489 (74.3 % of filled)	584 (88.8 % of filled)	92 (14.0 % of filled)	193 (29.3 % of filled)	70 (10.6 % of filled)	0 (0.0 % of filled)	12 (1.8 % of filled)	4 (0.6 % of filled)	0 (0.0 % of filled)	2 (0.3 % of filled)	1 (0.2 % of filled)	0 (0.0 % of filled)
Mean Temp (deg C)	892 (17.4 % of total)	892 (100.0 % of missing)		4.0	0.78		709 (79.5 % of filled)	735 (82.4 % of filled)	591 (66.3 % of filled)	776 (87.0 % of filled)	402 (45.1 % of filled)	123 (13.8 % of filled)	158 (17.7 % of filled)	2 (0.2 % of filled)	30 (3.4 % of filled)	28 (3.1 % of filled)	1 (0.1 % of filled)	7 (0.8 % of filled)	5 (0.6 % of filled)	1 (0.1 % of filled)
Total Precip (mm)	376 (7.4 % of total)	376 (100.0 % of missing)		4.0	3.59		371 (98.7 % of filled)	325 (86.4 % of filled)	352 (93.6 % of filled)	98 (26.1 % of filled)	338 (89.9 % of filled)	0 (0.0 % of filled)	1 (0.3 % of filled)	0 (0.0 % of filled)	2 (0.5 % of filled)	0 (0.0 % of filled)	17 (4.5 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)

TOTAL	2603 (12.7 % of total)	2603 (100.0 % of missing)		---	---		2258 (86.7 % of filled)	2208 (84.8 % of filled)	1962 (75.4 % of filled)	1770 (68.0 % of filled)	1405 (54.0 % of filled)	329 (12.6 % of filled)	255 (9.8 % of filled)	107 (4.1 % of filled)	48 (1.8 % of filled)	34 (1.3 % of filled)	18 (0.7 % of filled)	11 (0.4 % of filled)	6 (0.2 % of filled)	1 (0.0 % of filled)


*** DETAILED REPORT ***

VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	IBERVILLE	FARNHAM	MARIEVILLE	SABREVOIS	STE MADELEINE	ST HYACINTHE 2	STE MARTINE	FLEURY	ST NAZAIRE	PHILIPSBURG	ST GUILLAUME	GRANBY	ST BERNARD DE LACOLLE	DRUMMONDVILLE	PIERREVILLE
Max Temp (deg C)	2000	8	9	4	0.91	26.2	26.0		26.5	26.0	26.0									
Max Temp (deg C)	2000	8	10	4	0.91	25.7	25.5		24.5	27.5	27.0									
Max Temp (deg C)	2001	3	31	4	0.86	1.7	3.0	2.0	1.0		1.0									
Max Temp (deg C)	2001	6	29	4	0.86	24.3	23.0	25.0	24.0		24.0									
Max Temp (deg C)	2001	7	21	4	0.86	29.0	29.5	29.0	29.0		29.0									
Max Temp (deg C)	2002	1	30	4	0.92	-8.1	-8.0	-8.0		-8.0	-10.0									
Max Temp (deg C)	2002	6	4	4	0.86	21.5	22.5	21.5	22.0		20.0									
Max Temp (deg C)	2002	8	2	4	0.86	28.5	28.5	28.5	28.5		29.0									
Max Temp (deg C)	2002	11	14	4	0.86	9.2	11.0	9.0	9.0		9.0									
Max Temp (deg C)	2003	4	18	4	0.86	11.3	12.5	11.0	11.5		11.0									
Max Temp (deg C)	2003	5	23	4	0.86	21.4	21.0	21.5	21.5		21.5									
Max Temp (deg C)	2003	7	22	4	0.86	25.4	25.0	25.5	25.5		25.5									
Max Temp (deg C)	2004	4	24	4	0.86	9.2		8.5	9.0	11.0	11.0									
Max Temp (deg C)	2004	6	5	4	0.86	24.2	25.0	24.5	24.0		24.0									
Max Temp (deg C)	2004	9	21	4	0.86	22.4	21.5	22.5	23.0		22.0									
Max Temp (deg C)	2004	12	21	4	0.86	-9.2	-8.0	-10.0	-7.0		-13.0									
Max Temp (deg C)	2004	12	25	4	0.86	-8.9	-4.0	-10.0	-9.0		-9.0									
Max Temp (deg C)	2005	3	10	4	0.86	-6.2	-7.5	-7.0	-4.0		-8.5									
Max Temp (deg C)	2005	4	11	4	0.86	7.6	6.0	6.5	10.0		6.5									
Max Temp (deg C)	2005	4	29	4	0.86	12.7	12.0	12.5	13.5		12.0									
Max Temp (deg C)	2005	6	19	4	0.86	22.0	22.0	22.0	22.0		22.0									
Max Temp (deg C)	2005	6	21	4	0.86	27.9	27.0	28.0	28.0		28.5									
Max Temp (deg C)	2005	7	6	4	0.86	22.6	22.5	22.5	23.0		22.5									
Max Temp (deg C)	2005	7	16	4	0.86	31.1	31.0	31.0	31.5		31.0									
Max Temp (deg C)	2005	7	17	4	0.86	29.2	28.5	31.0	28.0		27.5									
Max Temp (deg C)	2005	9	4	4	0.86	21.5	21.5	21.5	22.0		21.0									
Max Temp (deg C)	2005	10	27	4	0.86	4.7	4.0	4.5	4.5		5.5									
Max Temp (deg C)	2006	3	24	4	0.91	7.5	7.5		7.0	9.0	7.5									
Max Temp (deg C)	2006	3	25	4	0.91	9.5	8.5		9.0	11.0	10.0									
Max Temp (deg C)	2006	7	20	4	0.86	30.6	31.0	31.0	30.0		31.0									
Max Temp (deg C)	2006	7	21	4	0.86	27.6	27.5	28.0	27.0		28.0									
Max Temp (deg C)	2006	7	22	4	0.86	21.8	21.5	21.0	23.0		22.0									
Max Temp (deg C)	2007	3	30	4	0.86	10.3	11.0	10.5	10.0		10.0									
Max Temp (deg C)	2007	3	31	4	0.86	7.4	6.0	6.5	10.0		5.5									
Max Temp (deg C)	2007	4	22	4	0.86	22.7	22.5	22.5	24.0		21.0									
Max Temp (deg C)	2007	7	20	4	0.86	18.1	17.5	18.0	19.0		17.0									
Max Temp (deg C)	2007	7	21	4	0.86	25.3	25.0	25.0	26.0		25.5									
Max Temp (deg C)	2007	7	22	4	0.86	26.1	26.0	26.0	26.5		26.0									
Max Temp (deg C)	2007	8	5	4	0.86	24.5	24.0	25.0	24.5		24.0									
Max Temp (deg C)	2007	8	6	4	0.86	21.9	22.5	21.5	23.0		21.0									
Max Temp (deg C)	2007	8	7	4	0.86	26.2	26.0	26.5	26.0		26.5									
Max Temp (deg C)	2007	8	8	4	0.86	27.9	27.5	28.0	28.0		28.0									
Max Temp (deg C)	2007	8	9	4	0.91	22.8	22.0		23.0	23.0	23.0									
Max Temp (deg C)	2007	8	10	4	0.91	26.3	25.5		26.0	27.0	27.0									
Max Temp (deg C)	2007	8	11	4	0.91	27.5	27.5		28.0	25.0	28.0									
Max Temp (deg C)	2008	6	26	4	0.86	24.9	25.0	25.0	24.5		26.0									
Max Temp (deg C)	2008	7	18	4	0.86	23.0	23.5	23.0	24.0		21.0									
Max Temp (deg C)	2008	7	19	4	0.86	27.9	28.0	27.5	28.5		28.0									
Max Temp (deg C)	2008	8	6	4	0.86	21.9	23.0	22.0	22.0		21.0									
Max Temp (deg C)	2008	8	20	4	0.86	22.0	22.0	22.0	22.0		22.0									
Max Temp (deg C)	2008	8	21	4	0.86	25.1	25.2	25.0	25.5		25.0									
Max Temp (deg C)	2008	8	22	4	0.86	28.4	28.0	29.0	28.0		28.0									
Max Temp (deg C)	2008	8	23	4	0.86	28.1	28.5	28.5	28.0		27.5									
Max Temp (deg C)	2008	8	31	4	0.86	25.2	25.0	25.0	26.0		25.0									
Max Temp (deg C)	2008	9	23	4	0.86	17.3	18.5	17.0	17.5		17.0									
Max Temp (deg C)	2009	4	15	4	0.86	12.9	13.0	13.0	13.0		12.0									
Max Temp (deg C)	2009	8	26	4	0.86	24.3	25.0	24.0	24.5		24.5									
Max Temp (deg C)	2009	8	27	4	0.86	19.4	19.7	19.0	19.5		20.0									
Max Temp (deg C)	2009	8	28	4	0.86	19.1	19.0	19.0	19.5		19.0									
Max Temp (deg C)	2009	9	5	4	0.86	20.6	20.0	21.0	20.5		20.0									
Max Temp (deg C)	2009	9	25	4	0.86	15.3	15.5	15.5	15.0		15.0									
Max Temp (deg C)	2009	10	20	4	0.86	13.1	12.0	13.0	13.5		13.0									
Max Temp (deg C)	2009	10	21	4	0.86	9.1	8.5	9.0	10.0		8.0									
Max Temp (deg C)	2009	10	23	4	0.86	6.6	6.0	6.5	7.0		6.0									
Max Temp (deg C)	2009	10	27	4	0.86	12.0	12.5	12.0	12.0		11.5									
Max Temp (deg C)	2009	11	11	4	0.86	9.8	8.5	10.0	9.6		10.0									
Max Temp (deg C)	2009	11	12	4	0.86	8.3	9.0	7.5	9.0		8.5									
Max Temp (deg C)	2009	11	17	4	0.86	5.9	5.0	6.0	6.0		5.5									
Max Temp (deg C)	2009	11	18	4	0.86	9.5	9.0	10.0	9.5		8.0									
Max Temp (deg C)	2009	11	21	4	0.86	10.2	10.0	10.0	10.5		10.0									
Max Temp (deg C)	2009	12	8	4	0.91	-1.1	-2.5		-1.0	-1.0	-1.0									
Max Temp (deg C)	2009	12	26	4	0.86	2.5	3.0	2.0	3.0		2.0									
Max Temp (deg C)	2009	12	30	4	0.86	-5.8	-6.7	-6.0	-5.5		-6.0									
Max Temp (deg C)	2010	1	6	4	0.86	-4.6	-5.0	-5.0	-4.5		-4.0									
Max Temp (deg C)	2010	1	13	4	0.86	-7.0	-7.5	-7.0	-6.5		-8.6									
Max Temp (deg C)	2010	1	30	4	0.86	-13.5	-15.0	-13.0	-14.0		-14.0									
Max Temp (deg C)	2010	4	7	4	0.86	15.3	17.0	15.0	16.0		14.0									
Max Temp (deg C)	2010	4	8	4	0.86	16.1	17.0	16.0	16.5		15.0									
Max Temp (deg C)	2010	4	9	4	0.86	8.6	8.0	8.5	8.5		9.0									
Max Temp (deg C)	2010	4	10	4	0.86	11.1	10.5	11.0	11.0		12.0									
Max Temp (deg C)	2010	4	12	4	0.86	12.2	11.0	12.0	12.5		12.5									
Max Temp (deg C)	2010	5	4	4	0.86	20.4	20.0	20.0	20.5		22.0									
Max Temp (deg C)	2010	5	5	4	0.92	22.3	22.0	22.5		21.5	22.5									
Max Temp (deg C)	2010	5	9	4	0.86	5.1	4.0	5.0	5.0		6.0									
Max Temp (deg C)	2010	5	10	4	0.86	10.8	10.0	11.0	11.0		10.0									
Max Temp (deg C)	2010	5	11	4	0.86	16.2	15.5	16.0	16.5		16.5									
Max Temp (deg C)	2010	5	12	4	0.86	14.0	14.0	14.0	14.0		14.0									
Max Temp (deg C)	2010	5	13	4	0.92	18.7	18.0	18.5		19.5	19.5									
Max Temp (deg C)	2010	5	14	4	0.92	16.0	16.5	16.0		15.0	16.0									
Max Temp (deg C)	2010	5	15	4	0.86	16.1	15.0	16.0	17.0		15.5									
Max Temp (deg C)	2010	5	16	4	0.86	22.2	21.5	22.5	22.0		22.5									
Max Temp (deg C)	2010	5	17	4	0.92	24.3	24.0	24.0		25.5	25.0									
Max Temp (deg C)	2010	6	22	4	0.86	26.9	28.0	27.0	26.5		27.5									
Max Temp (deg C)	2010	8	3	4	0.86	24.4	25.8	24.0	24.5	25.0										
Max Temp (deg C)	2010	8	4	4	0.86	29.1	29.0	29.0	29.5		29.0									
Max Temp (deg C)	2010	8	5	4	0.86	29.3	29.8	29.0	30.0		29.0									
Max Temp (deg C)	2010	8	6	4	0.86	21.2	21.2	21.0	21.3		22.0									
Max Temp (deg C)	2010	8	21	4	0.86	20.6	20.0	21.0	20.5		20.0									
Max Temp (deg C)	2010	9	9	4	0.91	16.6	17.0		16.5	16.0	16.5									
Max Temp (deg C)	2010	9	11	4	0.86	22.8	22.5	23.0	22.5		23.0									
Max Temp (deg C)	2010	9	24	4	0.92	25.0	26.5	26.0		22.0	22.0									
Max Temp (deg C)	2010	9	25	4	1.01	19.7	19.0			20.0	20.0			20.0						
Max Temp (deg C)	2010	9	26	4	0.86	14.7	14.8	15.5	14.0		14.0									
Max Temp (deg C)	2010	10	1	4	0.86	16.6	16.0	16.5	17.0		16.5									
Max Temp (deg C)	2010	10	6	4	0.86	13.6	14.0	14.0	12.5		14.5									
Max Temp (deg C)	2010	10	7	4	0.92	16.3	15.0	16.0		17.0	18.0									
Max Temp (deg C)	2010	10	8	4	0.86	12.8	12.0	13.0	12.5		13.0									
Max Temp (deg C)	2010	10	9	4	0.86	11.9	11.0	12.0	11.5		13.0									
Max Temp (deg C)	2010	10	20	4	0.86	14.2	15.0	14.5	13.5		14.0									
Max Temp (deg C)	2010	10	25	4	0.86	13.5	13.2	14.0	13.5		12.0									
Max Temp (deg C)	2010	11	4	4	0.86	7.6	8.0	8.0	6.5		8.0									
Max Temp (deg C)	2010	11	16	4	0.93	12.8	12.6	13.0		12.0				12.0						
Max Temp (deg C)	2010	11	18	4	0.92	5.5	5.3		5.5	5.5			5.0							
Max Temp (deg C)	2010	11	26	4	1.03	4.1	4.6			3.5			2.5	4.0						
Max Temp (deg C)	2010	11	27	4	0.93	0.8	1.0		0.5	1.0				0.0						
Max Temp (deg C)	2010	12	6	4	0.93	-3.8	-4.5	-4.0		-3.0				-4.0						
Max Temp (deg C)	2010	12	8	4	0.93	-7.8	-8.6	-8.0		-7.0				-8.0						
Max Temp (deg C)	2010	12	9	4	0.93	-9.5	-10.0	-10.0		-8.0				-10.5						
Max Temp (deg C)	2010	12	17	4	1.03	-4.9	-4.0			-5.0			-8.0	-6.0						
Max Temp (deg C)	2010	12	24	4	0.93	-6.0	-6.0	-6.5		-5.0				-7.0						
Max Temp (deg C)	2010	12	25	4	0.93	-6.8	-7.5	-7.0		-6.0				-9.0						
Max Temp (deg C)	2011	1	5	4	0.93	-3.8	-4.0	-4.0		-3.5				-4.0						
Max Temp (deg C)	2011	1	13	4	0.93	-5.7	-6.0	-6.0		-5.0				-6.0						
Max Temp (deg C)	2011	1	16	4	0.92	-10.1	-9.9	-11.0		-9.0			-9.0							
Max Temp (deg C)	2011	1	17	4	1.08	-8.1							-13.0	-7.5	-4.5	-7.5				
Max Temp (deg C)	2011	1	18	4	1.03	0.6	1.5			-0.5			-1.0	-1.0						
Max Temp (deg C)	2011	1	20	4	1.03	-8.4	-9.0			-8.0			-9.0	-10.0						
Max Temp (deg C)	2011	1	27	4	0.93	-3.9	-4.4	-4.0		-3.5				-5.0						
Max Temp (deg C)	2011	1	28	4	0.93	-0.7	0.0	-1.0		-1.0				-2.0						
Max Temp (deg C)	2011	1	29	4	1.03	-6.1	-6.0			-7.0			-7.0	-6.0						
Max Temp (deg C)	2011	2	4	4	0.93	-3.6	-3.5	-4.0		-3.0				-4.0						
Max Temp (deg C)	2011	2	5	4	0.96	2.0		2.0		1.5			1.0	1.0						
Max Temp (deg C)	2011	2	7	4	0.92	1.5	1.5	1.5		1.5			0.0							
Max Temp (deg C)	2011	2	8	4	0.93	-8.5	-8.0	-9.0		-8.0				-10.0						
Max Temp (deg C)	2011	2	23	4	1.03	-2.6	-2.3			-1.5			-5.5	-5.0						
Max Temp (deg C)	2011	2	28	4	0.93	2.0	1.6	2.0		1.5				1.0						
Max Temp (deg C)	2011	3	1	4	0.93	0.2	0.5	0.0		0.0				0.0						
Max Temp (deg C)	2011	3	14	4	0.93	0.3	-1.0	0.0		2.0				1.0						
Max Temp (deg C)	2011	3	15	4	1.03	5.3	6.0			4.5			4.0	4.0						
Max Temp (deg C)	2011	3	18	4	0.86	10.8	10.5	11.0	10.5	11.0										
Max Temp (deg C)	2011	3	19	4	0.86	1.1	-0.5	1.0	1.5	1.5										
Max Temp (deg C)	2011	3	20	4	0.93	4.2	4.0	4.0		4.5				3.0						
Max Temp (deg C)	2011	3	21	4	0.86	3.0	3.0	3.0	3.0	2.5										
Max Temp (deg C)	2011	3	28	4	0.86	0.3	0.0	0.0	0.5	1.0										
Max Temp (deg C)	2011	3	30	4	0.86	8.2	7.5	8.0	8.5	8.5										
Max Temp (deg C)	2011	4	1	4	0.86	5.0	4.0	5.0	5.0	5.5										
Max Temp (deg C)	2011	4	8	4	0.86	11.8	11.5	12.0	11.5	12.5										
Max Temp (deg C)	2011	4	20	4	0.93	6.7	8.8	7.0					2.0	4.0						
Max Temp (deg C)	2011	4	25	4	0.93	16.4	16.7		16.0	16.5				16.5						
Max Temp (deg C)	2011	4	29	4	0.86	13.0	13.5	13.0	12.5	14.5										
Max Temp (deg C)	2011	4	30	4	0.86	16.9	16.0	17.0	17.0	17.5										
Max Temp (deg C)	2011	5	5	4	0.87	7.4		7.5	7.5	6.0				6.0						
Max Temp (deg C)	2011	5	12	4	0.86	21.8	23.0	22.0	21.0	22.0										
Max Temp (deg C)	2011	5	13	4	0.86	26.4	27.3	27.0	25.0	27.0										
Max Temp (deg C)	2011	5	14	4	0.86	12.9	14.0	13.0	12.5	12.0										
Max Temp (deg C)	2011	5	16	4	0.93	8.8	9.6	9.0		6.5				8.0						
Max Temp (deg C)	2011	5	17	4	0.93	14.1	15.6	14.0		12.5				12.5						
Max Temp (deg C)	2011	5	21	4	1.03	22.7	22.5			23.0			22.0	22.0						
Max Temp (deg C)	2011	5	23	4	0.86	22.2	23.0	22.0	22.0	23.0										
Max Temp (deg C)	2011	5	26	4	0.92	22.0	23.0	22.0		21.0			21.0							
Max Temp (deg C)	2011	5	27	4	0.93	14.7	14.0	15.0		13.5				17.5						
Max Temp (deg C)	2011	5	28	4	1.03	21.5	22.6			22.0			18.0	21.0						
Max Temp (deg C)	2011	5	30	4	0.86	25.9	25.0	26.0	26.0	26.5										
Max Temp (deg C)	2011	5	31	4	0.86	28.5	28.8	28.5	28.5	28.5										
Max Temp (deg C)	2011	6	5	4	0.86	22.4	21.5	23.0	21.5	24.0										
Max Temp (deg C)	2011	6	11	4	0.93	22.2	22.0	22.0		23.0				22.5						
Max Temp (deg C)	2011	6	12	4	0.93	18.5	19.4		19.0	17.5				15.5						
Max Temp (deg C)	2011	6	13	4	0.93	15.9	16.2	16.0		15.0				15.5						
Max Temp (deg C)	2011	6	14	4	0.86	23.1	22.2	23.0	23.5	23.5										
Max Temp (deg C)	2011	6	15	4	0.88	28.6	28.5	29.0	28.0					29.0						
Max Temp (deg C)	2011	6	17	4	0.86	26.8	26.5	27.0	26.0	29.0										
Max Temp (deg C)	2011	6	18	4	0.93	27.7	26.5	28.0		28.0				27.5						
Max Temp (deg C)	2011	6	25	4	0.86	22.5	23.0	23.0	21.5	23.0										
Max Temp (deg C)	2011	6	28	4	0.86	28.6	29.5	29.0	28.0		28.8									
Max Temp (deg C)	2011	6	30	4	0.86	19.9		20.0	20.0	19.5	19.5									
Max Temp (deg C)	2011	7	1	4	0.86	25.5	25.0	25.5	26.0		25.5									
Max Temp (deg C)	2011	7	8	4	0.86	27.3	27.2	27.5	27.5		27.0									
Max Temp (deg C)	2011	7	11	4	0.92	30.5	30.1	30.5		31.5	31.0									
Max Temp (deg C)	2011	7	12	4	0.86	29.4	29.5	29.5	29.5		29.5									
Max Temp (deg C)	2011	7	15	4	0.86	28.1	28.0	28.0	28.5		28.0									
Max Temp (deg C)	2011	7	26	4	0.86	26.2	25.6	26.0	27.0		26.2									
Max Temp (deg C)	2011	7	30	4	0.86	27.6	27.5	27.0	28.5	28.5										
Max Temp (deg C)	2011	7	31	4	0.86	28.7	28.0	28.5	29.5		28.5									
Max Temp (deg C)	2011	8	4	4	0.86	26.4	27.5	26.0	27.0		26.2									
Max Temp (deg C)	2011	8	5	4	0.86	29.0	28.5	29.0	29.5		28.8									
Max Temp (deg C)	2011	8	6	4	0.86	30.8	31.0	31.0	30.5		31.5									
Max Temp (deg C)	2011	8	7	4	0.86	29.3	30.0	29.0	29.5		30.0									
Max Temp (deg C)	2011	8	10	4	0.86	26.1	27.0	26.0	26.0		26.5									
Max Temp (deg C)	2011	8	11	4	0.86	22.4	24.8	22.0	22.5		22.5									
Max Temp (deg C)	2011	8	12	4	0.86	24.9	25.2	24.5	26.0		24.3									
Max Temp (deg C)	2011	8	14	4	0.92	27.9	29.0	28.0		26.5	27.5									
Max Temp (deg C)	2011	8	16	4	0.86	26.1	26.0	26.0	26.0		27.0									
Max Temp (deg C)	2011	8	24	4	1.04	27.1				27.5			26.0	26.0	27.5					
Max Temp (deg C)	2011	8	26	4	0.91	21.8	22.0		21.5	23.0	21.7									
Max Temp (deg C)	2011	8	27	4	1.01	25.8	25.0			27.0	26.0			25.0						
Max Temp (deg C)	2011	8	29	4	0.91	22.5	22.0		22.5	23.0	22.7									
Max Temp (deg C)	2011	8	30	4	0.91	23.9	24.0		24.5	23.5	23.3									
Max Temp (deg C)	2011	8	31	4	0.91	22.7	23.0		23.0	23.0	22.0									
Max Temp (deg C)	2011	9	1	4	0.91	25.9	27.0		26.0	25.5	25.2									
Max Temp (deg C)	2011	9	2	4	1.01	27.5	28.0			27.5	27.2			27.0						
Max Temp (deg C)	2011	9	13	4	0.86	26.4	27.2	26.5	26.5		26.2									
Max Temp (deg C)	2011	9	17	4	0.92	17.9	17.5	18.0		18.0	18.0									
Max Temp (deg C)	2011	9	20	4	0.92	20.0	19.0	20.0		21.0	20.0									
Max Temp (deg C)	2011	9	21	4	0.86	22.9	23.0	23.0	23.0	23.0										
Max Temp (deg C)	2011	9	24	4	0.86	23.7	25.0	24.0	23.5		23.1									
Max Temp (deg C)	2011	9	27	4	0.92	25.9	26.2	26.0		26.5	25.0									
Max Temp (deg C)	2011	9	29	4	0.86	20.4	21.0	20.5	20.0		21.0									
Max Temp (deg C)	2011	10	3	4	0.86	14.4	15.0	14.0	15.5		13.2									
Max Temp (deg C)	2011	10	9	4	0.86	26.3	26.5	26.5	27.0		25.0									
Max Temp (deg C)	2011	10	12	4	0.86	19.1	20.0	19.0	19.0		19.5									
Max Temp (deg C)	2011	10	14	4	0.86	21.8	23.0	22.0	21.0		22.7									
Max Temp (deg C)	2011	10	16	4	0.86	13.8	13.0	14.0	14.0		13.5									
Max Temp (deg C)	2011	10	18	4	0.86	13.0	13.0	13.0	13.0		13.0									
Max Temp (deg C)	2011	10	19	4	0.92	16.5	17.0	16.5		15.5	16.5									
Max Temp (deg C)	2011	10	22	4	0.86	10.2	9.5	10.0	10.5	10.5										
Max Temp (deg C)	2011	10	24	4	0.92	17.8	18.0	18.0		17.5	17.1									
Max Temp (deg C)	2011	10	26	4	0.92	10.1	10.0	10.0		10.5	10.0									
Max Temp (deg C)	2011	10	29	4	0.86	5.3	5.0	5.0	5.5		5.5									
Max Temp (deg C)	2011	11	7	4	0.93	13.4	14.0	13.0		14.0				13.5						
Max Temp (deg C)	2011	11	9	4	0.92	19.2	20.5	20.0		16.5	16.7									
Max Temp (deg C)	2011	11	10	4	0.92	14.5	15.0	14.5		14.0	14.2									
Max Temp (deg C)	2011	11	11	4	0.86	7.0	7.0	7.0	7.0		6.8									
Max Temp (deg C)	2011	11	12	4	0.92	7.8	7.0	8.0		7.0	7.7									
Max Temp (deg C)	2011	11	16	4	0.92	13.4	13.0	13.0		14.5	14.0									
Max Temp (deg C)	2011	11	17	4	0.86	5.9	5.5	6.0	5.5		6.0									
Max Temp (deg C)	2011	11	18	4	0.86	3.7	3.0	4.0	3.5		3.5									
Max Temp (deg C)	2011	11	19	4	0.92	9.1	10.0	8.5		10.0	9.1									
Max Temp (deg C)	2011	11	20	4	0.92	10.8	10.0	11.0		11.0	10.0									
Max Temp (deg C)	2011	11	21	4	0.86	-0.2		0.0	0.0	-1.0	-1.5									
Max Temp (deg C)	2011	11	22	4	0.86	1.3	1.0	1.0	2.0		0.7									
Max Temp (deg C)	2011	11	23	4	0.91	-0.3	0.0		-0.5	-1.0	-0.5									
Max Temp (deg C)	2011	11	24	4	0.92	4.2	3.5	4.0		5.0	4.5									
Max Temp (deg C)	2011	11	25	4	0.92	9.3	8.2	9.5		10.0	8.5									
Max Temp (deg C)	2011	11	26	4	0.9	8.9	9.0	9.0		7.5		9.0								
Max Temp (deg C)	2011	11	29	4	0.92	13.9	16.0	14.0		12.5	11.6									
Max Temp (deg C)	2011	12	1	4	0.86	1.9	1.0	2.0	2.0		1.7									
Max Temp (deg C)	2011	12	3	4	0.86	3.0	3.5	3.5	2.0		3.1									
Max Temp (deg C)	2011	12	4	4	0.86	9.3	9.5	9.5	9.0		9.1									
Max Temp (deg C)	2011	12	5	4	0.86	9.2	8.5	9.5	9.0		8.7									
Max Temp (deg C)	2011	12	6	4	0.86	2.3	3.0	2.0	2.5		1.8									
Max Temp (deg C)	2011	12	11	4	1.01	1.2	1.0			1.0	1.0			0.0						
Max Temp (deg C)	2011	12	12	4	0.86	5.2	5.0	5.0	5.5		4.8									
Max Temp (deg C)	2011	12	14	4	0.91	5.4	6.0		5.0	5.0	5.6									
Max Temp (deg C)	2011	12	15	4	0.92	10.1	10.0	10.0		10.0	10.5									
Max Temp (deg C)	2011	12	16	4	0.86	4.5	5.1	5.0	3.5		4.6									
Max Temp (deg C)	2011	12	17	4	0.86	-6.7	-7.0	-7.0	-6.5		-7.0									
Max Temp (deg C)	2011	12	18	4	0.86	-3.0	-3.2	-3.0	-3.0		-3.5									
Max Temp (deg C)	2011	12	24	4	0.92	-11.8	-10.0	-12.0			-13.5		-14.5							
Max Temp (deg C)	2011	12	25	4	0.86	-0.4	0.0	-0.5	-0.6		-0.5									
Max Temp (deg C)	2011	12	26	4	0.86	0.5	0.0	1.0	0.0		0.0									
Max Temp (deg C)	2011	12	27	4	0.86	3.8	5.5	4.0	3.0		3.5									
Max Temp (deg C)	2011	12	28	4	0.86	1.4	1.5	1.0	1.5		1.7									
Max Temp (deg C)	2011	12	29	4	0.92	-12.0	-12.5	-12.0		-13.0	-12.5									
Max Temp (deg C)	2011	12	31	4	0.86	-1.0	-0.8	-1.0	-1.0		-1.5									
Max Temp (deg C)	2012	1	4	4	0.92	-4.0	-5.0	-4.0		-4.0	-4.5									
Max Temp (deg C)	2012	1	5	4	0.92	-3.5	-4.5	-3.0		-6.0	-3.7									
Max Temp (deg C)	2012	1	6	4	0.86	-5.3	-3.5	-5.0	-6.0		-6.2									
Max Temp (deg C)	2012	1	7	4	0.91	1.1	1.5		1.0	0.5	0.7									
Max Temp (deg C)	2012	1	8	4	0.86	-4.9	-5.0	-5.0	-5.5		-4.2									
Max Temp (deg C)	2012	1	11	4	0.92	-1.7	0.3	-1.5		-6.5	-2.5									
Max Temp (deg C)	2012	1	13	4	0.92	0.3	2.0	0.0		-1.5	0.2									
Max Temp (deg C)	2012	1	14	4	0.93	-15.4	-14.5		-16.0		-15.5			-17.0						
Max Temp (deg C)	2012	1	15	4	0.86	-16.2	-17.0	-17.0	-15.0		-17.2									
Max Temp (deg C)	2012	1	16	4	0.92	-1.0	-1.2	-1.0		-2.0	-1.5									
Max Temp (deg C)	2012	1	17	4	1.01	5.6	6.5			5.0	4.5			5.0						
Max Temp (deg C)	2012	1	18	4	0.88	-9.9	-10.0	-10.0	-10.0					-10.0						
Max Temp (deg C)	2012	1	20	4	0.86	-9.3	-8.0	-10.0	-10.0		-7.5									
