VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	ST HYACINTHE 2	FLEURY	STE MADELEINE	MARIEVILLE	ST GUILLAUME	ST NAZAIRE	IBERVILLE	FARNHAM	DRUMMONDVILLE	SABREVOIS	ST AMABLE	GRANBY	PIERREVILLE	DANVILLE	STE MARTINE	PHILIPSBURG	ST BERNARD DE LACOLLE	VERCHERES
Min Temp (deg C)	2011	5	27	4	1.18	10.2	10.0	9.5	10.0	10.0													
Min Temp (deg C)	2011	5	28	4	1.18	10.2	9.5	10.0	10.0	10.0													
Min Temp (deg C)	2011	5	29	4	1.18	15.3	14.5	13.0	18.0	15.0													
Min Temp (deg C)	2011	5	30	4	1.17	16.2	15.5	16.0					16.5	15.5									
Min Temp (deg C)	2011	5	31	4	1.18	16.3	15.5	16.0	17.0	15.0													
Min Temp (deg C)	2011	6	1	4	1.16	21.8	20.5	22.0		20.0			22.2										
Min Temp (deg C)	2011	6	2	4	1.18	12.5	12.0	12.0	12.0	13.0													
Min Temp (deg C)	2011	6	3	4	1.18	9.5	9.5	9.0	9.0	9.5													
Min Temp (deg C)	2011	6	4	4	1.18	7.0	6.0	7.0	8.0	4.5													
Min Temp (deg C)	2011	6	5	4	1.18	11.0	10.0	11.0	11.0	10.0													
Min Temp (deg C)	2011	6	6	4	1.18	11.4	10.5	11.5	11.0	11.0													
Min Temp (deg C)	2011	6	7	4	1.18	15.8	15.0	15.0	16.0	16.0													
Min Temp (deg C)	2011	6	8	4	1.16	19.4	19.5	20.0		18.5			18.0										
Min Temp (deg C)	2011	6	9	4	1.21	19.0	18.0		20.0	18.0			18.5										
Min Temp (deg C)	2011	6	10	4	1.18	13.1	11.5	13.0	14.0	12.0													
Min Temp (deg C)	2011	6	11	4	1.18	13.7	12.5	13.5	14.0	13.0													
Min Temp (deg C)	2011	6	12	4	1.16	13.6	13.0	13.5		13.0			13.2										
Min Temp (deg C)	2011	6	13	4	1.18	12.5	11.5	12.0	13.0	12.0													
Min Temp (deg C)	2011	6	14	4	1.18	11.1	11.0	11.0	10.0	11.0													
Min Temp (deg C)	2011	6	15	4	1.18	13.3	12.0	13.5	13.5	12.0													
Min Temp (deg C)	2011	6	16	4	1.18	16.5	15.0	17.0	16.0	16.0													
Min Temp (deg C)	2011	6	17	4	1.18	16.8	14.0	16.5	18.0	17.0													
Min Temp (deg C)	2011	6	18	4	1.18	17.4	16.0	17.0	18.0	17.0													
Min Temp (deg C)	2011	6	19	4	1.18	9.8	7.0	10.5	10.0	9.0													
Min Temp (deg C)	2011	6	20	4	1.18	10.5	8.5	11.0	11.0	9.0													
Min Temp (deg C)	2011	6	21	4	1.18	12.0	10.0	12.0	13.0	11.0													
Min Temp (deg C)	2011	6	22	4	1.18	12.7	11.0	13.0	13.5	11.0													
Min Temp (deg C)	2011	6	23	4	1.18	17.7	18.0	17.0	17.5	17.5													
Min Temp (deg C)	2011	6	24	4	1.18	15.6	15.0	15.5	16.0	14.0													
Min Temp (deg C)	2011	6	25	4	1.18	14.8	14.5	14.5	15.0	13.5													
Min Temp (deg C)	2011	6	26	4	1.22	17.3	15.0		18.0	17.0	17.0												
Min Temp (deg C)	2011	6	27	4	1.18	13.9	12.0	14.0	16.0				13.2										
Min Temp (deg C)	2011	7	2	4	1.18	17.4	16.0	17.5	17.5	17.0													
Min Temp (deg C)	2011	7	5	4	1.18	17.0	17.0	17.0	17.0	15.0													
Min Temp (deg C)	2011	7	6	4	1.18	19.3	17.5	19.5	19.0	19.5													
Min Temp (deg C)	2011	7	10	4	1.18	14.3	12.5	14.5	15.0	13.0													
Min Temp (deg C)	2011	7	14	4	1.18	12.4	11.0	12.0	13.0	12.0													
Min Temp (deg C)	2011	7	18	4	1.18	20.1	19.5	20.0	20.0	19.5													
Min Temp (deg C)	2011	8	1	4	1.21	17.2	17.5		18.0	17.0			15.0										
Min Temp (deg C)	2011	8	24	4	1.16	16.1	14.0	17.5		13.5			16.0										
Min Temp (deg C)	2011	10	5	4	1.18	8.1	7.0	8.0	8.0	8.0													
Min Temp (deg C)	2011	11	26	4	1.18	3.2	4.0	2.5	1.2	4.5													
Min Temp (deg C)	2011	12	9	4	1.21	-2.1	-1.0	-3.0		-2.5	-3.0												
Min Temp (deg C)	2012	1	19	4	1.18	-24.0	-25.0	-25.0	-22.0	-26.0													
Min Temp (deg C)	2012	2	12	4	1.18	-21.8	-21.0	-22.5	-22.0	-23.0													
Min Temp (deg C)	2012	2	23	4	1.18	0.3	-0.5	0.0	0.0	0.0													
Min Temp (deg C)	2012	3	10	4	1.18	-8.0	-9.0	-8.0	-8.0	-9.0													
Min Temp (deg C)	2012	4	19	4	1.18	-0.4	-2.5	-1.0	1.0				0.6										
Min Temp (deg C)	2012	6	15	4	1.18	10.0	9.0	9.0	11.0	10.0													
Min Temp (deg C)	2012	6	20	4	1.18	21.2	21.5	21.0	21.0	20.0													
Min Temp (deg C)	2012	8	19	4	1.16	9.7	10.0	9.5		9.0			9.0										
Min Temp (deg C)	2012	12	5	4	1.18	-0.5	-0.5	-1.0	-1.0	-1.0													
Min Temp (deg C)	2012	12	23	4	1.16	-9.9	-10.0	-10.5		-12.5			-8.7										
Min Temp (deg C)	2012	12	25	4	1.18	-16.2	-17.5	-16.5	-14.0	-19.5													
Min Temp (deg C)	2013	1	1	4	1.18	-14.3	-14.5	-13.0	-15.0	-18.0													
Min Temp (deg C)	2013	1	5	4	1.34	-13.7	-14.6							-15.5	-11.0			-15.0					
Min Temp (deg C)	2013	1	26	4	1.18	-21.6	-23.0	-22.0	-20.0	-24.0													
Min Temp (deg C)	2013	2	2	4	1.18	-18.0	-19.0	-18.5	-17.0	-19.5													
Min Temp (deg C)	2013	2	6	4	1.18	-12.4	-12.0	-13.5	-13.0	-12.0													
Min Temp (deg C)	2013	2	23	4	1.18	-5.3	-6.0	-5.5	-6.0	-5.0													
Min Temp (deg C)	2013	2	24	4	1.18	0.1	0.0	-0.5	0.0	-0.5													
Min Temp (deg C)	2013	3	17	4	1.18	-10.3	-10.5	-11.0	-10.0	-11.0													
Min Temp (deg C)	2013	3	18	4	1.18	-13.0	-13.0	-13.5	-12.0	-15.5													
Min Temp (deg C)	2013	3	26	4	1.18	-1.4	-1.5	-1.5	-1.5	-3.0													
Min Temp (deg C)	2013	4	1	4	1.18	1.1	0.5	1.0	1.0				1.0										
Min Temp (deg C)	2013	4	8	4	1.18	2.6	2.0	2.0	3.0	2.0													
Min Temp (deg C)	2013	4	14	4	1.18	1.7	1.5	1.0	2.0	1.0													
Min Temp (deg C)	2013	4	18	4	1.16	1.1		0.5	2.0	0.0			1.0										
Min Temp (deg C)	2013	4	27	4	1.18	-0.9	-1.0	-2.0	0.0	-2.0													
Min Temp (deg C)	2013	4	30	4	1.18	11.1	11.5	10.5	11.0	10.0													
Min Temp (deg C)	2013	6	15	4	1.21	9.4	10.0		10.0	8.0			8.0										
Min Temp (deg C)	2013	6	16	4	1.18	11.7	11.0	11.5	11.0	12.0													
Min Temp (deg C)	2013	6	24	4	1.18	19.4	19.0	19.0	20.0	18.0													
Min Temp (deg C)	2013	7	5	4	1.18	20.0	20.0	19.0	20.0	20.0													
Min Temp (deg C)	2013	7	15	4	1.22	19.8	19.0		20.0	19.0	19.0												
Min Temp (deg C)	2013	7	16	4	1.24	19.7	20.0			19.0	19.0		19.0										
Min Temp (deg C)	2013	7	17	4	1.21	22.2	22.5		22.0	22.0			21.0										
Min Temp (deg C)	2013	7	18	4	1.22	19.9	19.0		20.0	19.5	19.0												
Min Temp (deg C)	2013	7	23	4	1.18	17.4	17.0	16.5	18.0	17.0													
Min Temp (deg C)	2013	8	1	4	1.18	15.7	15.5	15.0	16.0	15.0													
Min Temp (deg C)	2013	8	4	4	1.18	12.9	13.0	12.0	13.5	12.0													
Min Temp (deg C)	2013	8	8	4	1.18	19.1	18.0	19.0	19.0	19.0													
Min Temp (deg C)	2013	8	13	4	1.21	14.0	13.0		14.0	13.5			14.0										
Min Temp (deg C)	2013	8	19	4	1.22	15.2			15.0	14.5	15.0		14.8										
Min Temp (deg C)	2013	8	21	4	1.22	18.5			18.0	18.0	18.0		18.2										
Min Temp (deg C)	2013	9	5	4	1.21	8.8	8.0		9.0	7.5			9.0										
Min Temp (deg C)	2013	9	6	4	1.21	4.4	4.0		4.0	4.0			4.0										
Min Temp (deg C)	2013	9	9	4	1.18	4.9	5.0	4.5	5.0	3.5													
Min Temp (deg C)	2013	9	11	4	1.18	16.9	16.0	15.0	19.0	17.0													
Min Temp (deg C)	2013	9	16	4	1.18	7.5	7.0	7.0	7.5	7.0													
Min Temp (deg C)	2013	9	23	4	1.18	5.2	5.5	4.5	5.0	4.5													
Min Temp (deg C)	2013	9	26	4	1.18	3.4	3.0	3.0	4.0				2.8										
Min Temp (deg C)	2013	9	27	4	1.18	8.5	7.0	7.0	10.0	9.0													
Min Temp (deg C)	2013	9	30	4	1.18	7.2	5.5	7.0	8.0	6.5													
Min Temp (deg C)	2013	10	7	4	1.18	11.6	11.0	11.5	11.0	11.5													
Min Temp (deg C)	2013	10	9	4	1.18	2.2	2.0	1.0	3.0	2.0													
Min Temp (deg C)	2013	10	19	4	1.18	5.8	6.0	5.0	6.0				5.5										
Min Temp (deg C)	2013	10	26	4	1.18	-0.5	-1.5	-0.5	0.0	-2.0													
Min Temp (deg C)	2013	10	28	4	1.18	1.5	1.0	1.5	1.0	1.0													
Min Temp (deg C)	2013	11	9	4	1.16	-0.3		-0.5		-2.0	-2.0		0.5										
Min Temp (deg C)	2013	12	3	4	1.18	-1.6	-2.0	-2.0	-2.0	-2.0													
Min Temp (deg C)	2013	12	6	4	1.18	1.2	0.0	1.0	1.0	1.0													
Min Temp (deg C)	2013	12	13	4	1.29	-18.5	-19.0				-21.0			-17.5	-17.0								
Min Temp (deg C)	2013	12	20	4	1.18	-8.5	-9.5	-9.0	-9.0				-7.5										
Min Temp (deg C)	2013	12	26	4	1.18	-19.6	-20.0	-19.5	-20.0	-21.0													
Min Temp (deg C)	2013	12	28	4	1.16	-12.3		-13.0	-9.0	-17.0			-10.0										
Mean Temp (deg C)	2001	8	22	4	0.8	23.1	22.3	22.8	23.0	23.0													
Mean Temp (deg C)	2001	8	29	4	0.8	15.3	14.5	15.5	15.8	14.0													
Mean Temp (deg C)	2001	8	30	4	0.8	15.3	14.3	14.8	15.3	15.5													
Mean Temp (deg C)	2001	8	31	4	0.8	21.9	21.3	22.3	22.5	19.8													
Mean Temp (deg C)	2005	11	14	4	0.8	7.1	7.0	7.3	6.8	6.3													
Mean Temp (deg C)	2006	7	30	4	0.8	18.0	17.5	17.0	18.8	17.3													
Mean Temp (deg C)	2006	7	31	4	0.8	20.6	19.5	20.8	21.0	19.3													
Mean Temp (deg C)	2006	8	1	4	0.8	27.2	26.5	27.3	27.3	26.3													
Mean Temp (deg C)	2006	8	2	4	0.8	25.4	24.0	24.8	26.3	24.8													
Mean Temp (deg C)	2006	8	3	4	0.8	22.3	21.8	21.8	22.3	22.0													
Mean Temp (deg C)	2006	8	4	4	0.8	23.9	23.5	23.8	23.8	23.5													
Mean Temp (deg C)	2009	7	31	4	0.8	19.8	19.3	19.8	19.5	19.5													
Mean Temp (deg C)	2009	8	1	4	0.8	22.6	21.5	22.3	23.0	22.0													
Mean Temp (deg C)	2009	8	2	4	0.8	21.3	20.8	20.5	21.0	21.8													
Mean Temp (deg C)	2009	8	3	4	0.8	19.9	20.0	19.3	19.5	19.8													
Mean Temp (deg C)	2009	8	4	4	0.8	22.8	22.8	23.0	22.0	22.5													
Mean Temp (deg C)	2009	8	5	4	0.8	21.3	21.0	21.5	20.5	21.5													
Mean Temp (deg C)	2009	8	6	4	0.8	19.7	19.5	19.3	19.5	19.3													
Mean Temp (deg C)	2009	11	22	4	0.8	2.1	1.0	1.8	2.5	2.0													
Mean Temp (deg C)	2009	12	31	4	0.8	-6.5	-8.3	-6.3	-5.5	-7.5													
Mean Temp (deg C)	2010	2	9	4	0.8	-6.1	-5.5	-6.0	-7.0	-6.0													
Mean Temp (deg C)	2010	7	28	4	0.8	24.2	23.3	24.8	23.8	23.8													
Mean Temp (deg C)	2010	7	29	4	0.8	20.6	20.0	20.0	21.0	19.8													
Mean Temp (deg C)	2010	7	30	4	0.82	14.4	13.5	14.8		14.0	13.3												
Mean Temp (deg C)	2010	7	31	4	0.8	16.8	15.8	17.3	16.5	16.5													
Mean Temp (deg C)	2010	8	1	4	0.8	18.4	16.8	18.8	18.5	18.0													
Mean Temp (deg C)	2010	8	2	4	0.8	22.0	21.0	22.0	21.8	21.8													
Mean Temp (deg C)	2010	8	3	4	0.8	22.0	21.8	22.0	21.5	21.8													
Mean Temp (deg C)	2010	8	4	4	0.8	24.9	24.3	24.8	25.0	24.0													
Mean Temp (deg C)	2010	11	6	4	0.8	2.3	2.3	2.0	2.0	2.0													
Mean Temp (deg C)	2010	11	16	4	0.82	6.0	5.8	5.5		6.3	5.3												
Mean Temp (deg C)	2010	11	17	4	0.8	8.3	7.8	8.0	9.0	7.0													
Mean Temp (deg C)	2010	11	18	4	0.77	4.2	4.0	4.3		3.8			3.9										
Mean Temp (deg C)	2010	11	19	4	0.78	0.5	0.5	0.5	0.5				0.2										
Mean Temp (deg C)	2010	11	20	4	0.82	0.5	0.8	0.5		0.5	-0.6												
Mean Temp (deg C)	2010	11	21	4	0.82	-1.5	-2.5	-1.0		-2.5	-2.5												
Mean Temp (deg C)	2010	11	22	4	0.82	2.2	0.3	2.0		1.3	2.5												
Mean Temp (deg C)	2010	11	23	4	0.81	9.1	7.3			7.0		10.3	10.8										
Mean Temp (deg C)	2010	11	24	4	0.82	0.2	0.0	0.0		-0.3	-0.5												
Mean Temp (deg C)	2010	11	25	4	0.81	-3.9	-4.8			-4.3	-4.3		-3.7										
Mean Temp (deg C)	2010	11	26	4	0.82	-1.1	-1.8	-1.3		-1.8	-1.5												
Mean Temp (deg C)	2010	11	27	4	0.86	-1.5	-1.5				-2.0			-1.5	-2.0								
Mean Temp (deg C)	2010	11	28	4	0.82	-2.9	-3.0	-1.8		-4.8	-4.5												
Mean Temp (deg C)	2010	11	29	4	0.82	2.5	2.0	3.0		1.5	1.5												
Mean Temp (deg C)	2010	11	30	4	0.8	3.6	2.3	3.0	4.5	3.0													
Mean Temp (deg C)	2010	12	1	4	0.8	9.0	8.0	8.8	9.3	8.5													
Mean Temp (deg C)	2010	12	2	4	0.78	2.4	2.5	2.5	1.8		2.0												
Mean Temp (deg C)	2010	12	3	4	0.8	0.9	0.8	0.8	0.8	0.3													
Mean Temp (deg C)	2010	12	4	4	0.8	-1.8	-2.0	-2.0	-2.5	-1.3													
Mean Temp (deg C)	2010	12	5	4	0.8	-4.5	-4.3	-5.0	-4.5	-5.0													
Mean Temp (deg C)	2010	12	6	4	0.8	-4.2	-4.0	-4.5	-4.5	-4.3													
Mean Temp (deg C)	2010	12	7	4	0.8	-5.0	-5.0	-5.3	-5.5	-4.8													
Mean Temp (deg C)	2010	12	8	4	0.8	-8.4	-8.0	-8.0	-9.0	-9.0													
Mean Temp (deg C)	2010	12	9	4	0.78	-11.2	-11.0	-10.5	-12.0		-11.8												
Mean Temp (deg C)	2010	12	10	4	0.8	-11.3	-12.0		-10.5	-12.0	-12.5												
Mean Temp (deg C)	2010	12	11	4	0.8	-3.3	-4.5		-3.0	-4.5	-3.3												
Mean Temp (deg C)	2010	12	12	4	0.8	0.5	0.0	-0.5	1.0	0.3													
Mean Temp (deg C)	2010	12	13	4	0.8	-0.3	0.5	-0.8	-1.0	0.0													
Mean Temp (deg C)	2010	12	14	4	0.8	-11.4	-11.0	-11.9	-11.5	-11.5													
Mean Temp (deg C)	2010	12	15	4	0.8	-14.9	-15.5	-15.3	-14.0	-16.0													
Mean Temp (deg C)	2010	12	16	4	0.8	-11.6	-12.5	-12.5	-10.0	-13.0													
Mean Temp (deg C)	2010	12	17	4	0.77	-10.6	-11.3	-10.8		-11.8			-9.6										
Mean Temp (deg C)	2010	12	18	4	0.78	-8.8	-10.5	-8.0	-6.0				-9.8										
Mean Temp (deg C)	2010	12	19	4	0.8	-6.1	-5.5	-5.8	-7.5	-5.3													
Mean Temp (deg C)	2010	12	20	4	0.8	-8.0	-7.5	-9.0	-8.5	-7.0													
Mean Temp (deg C)	2010	12	21	4	0.8	-3.7	-3.5	-3.5	-4.5	-3.5													
Mean Temp (deg C)	2010	12	22	4	0.8	-2.6	-2.5		-3.0		-2.8		-2.8										
Mean Temp (deg C)	2010	12	23	4	0.83	-3.3	-4.0		-3.0			-2.3	-2.9										
Mean Temp (deg C)	2010	12	24	4	0.8	-11.3	-11.5	-10.0	-11.3	-13.3													
Mean Temp (deg C)	2010	12	25	4	0.8	-12.9	-12.5	-12.0	-13.5	-14.3													
Mean Temp (deg C)	2010	12	26	4	0.82	-14.3	-14.3	-14.0		-14.0	-16.0												
Mean Temp (deg C)	2010	12	27	4	0.8	-11.4	-11.3	-11.8	-12.0	-10.8													
Mean Temp (deg C)	2010	12	28	4	0.8	-9.7	-9.3	-8.8	-9.5	-12.3													
Mean Temp (deg C)	2010	12	29	4	0.8	-7.0	-8.0	-6.3	-6.5	-8.5													
Mean Temp (deg C)	2011	1	1	4	0.8	5.3	3.8	6.3	5.5	4.0													
Mean Temp (deg C)	2011	1	2	4	0.83	1.5	1.0	1.5	1.8			1.5											
Mean Temp (deg C)	2011	1	3	4	0.8	-3.2	-3.8	-3.5	-3.0	-3.5													
Mean Temp (deg C)	2011	1	4	4	0.8	-6.2	-7.3	-6.5	-5.5	-6.8													
Mean Temp (deg C)	2011	1	5	4	0.78	-7.5	-7.5	-8.0	-7.0		-8.0												
Mean Temp (deg C)	2011	1	6	4	0.82	-8.2	-7.8	-8.5		-8.5	-8.8												
Mean Temp (deg C)	2011	1	7	4	0.8	-7.5	-7.5	-7.5	-8.5	-6.5													
Mean Temp (deg C)	2011	1	8	4	0.8	-6.7	-6.5	-6.3	-7.5	-6.8													
Mean Temp (deg C)	2011	1	9	4	0.8	-4.5	-3.8	-3.5	-6.5	-3.8													
Mean Temp (deg C)	2011	1	10	4	0.78	-7.8	-7.0	-7.3	-8.0				-8.8										
Mean Temp (deg C)	2011	1	11	4	0.8	-9.1	-8.8		-8.0		-9.8		-10.8										
Mean Temp (deg C)	2011	1	12	4	0.8	-9.0	-9.8	-8.8	-8.5	-10.0													
Mean Temp (deg C)	2011	1	13	4	0.78	-7.3	-7.0	-7.0	-7.5		-8.0												
Mean Temp (deg C)	2011	1	14	4	0.82	-8.9	-9.0		-8.0		-10.5	-8.0											
Mean Temp (deg C)	2011	1	15	4	0.8	-11.5	-12.5	-12.5	-10.5	-12.0													
Mean Temp (deg C)	2011	1	16	4	0.79	-12.4	-13.0		-12.5	-13.3			-11.5										
Mean Temp (deg C)	2011	1	17	4	0.88	-16.1	-18.5			-16.8	-15.8			-14.5									
Mean Temp (deg C)	2011	1	18	4	0.82	-12.1	-13.0	-11.8		-12.5	-13.0												
Mean Temp (deg C)	2011	1	19	4	0.82	-7.0	-7.8	-7.3		-7.0	-7.5												
Mean Temp (deg C)	2011	1	20	4	0.82	-11.9	-12.0	-10.8		-13.0	-13.8												
Mean Temp (deg C)	2011	1	21	4	0.8	-11.9	-11.0	-11.8				-10.8	-12.8										
Mean Temp (deg C)	2011	1	22	4	0.77	-18.2	-19.5	-16.5		-20.3			-18.0										
Mean Temp (deg C)	2011	1	23	4	0.83	-21.9	-22.0	-21.3			-23.5												-20.0
Mean Temp (deg C)	2011	1	24	4	0.82	-25.8	-25.8	-25.0		-26.5	-27.5												
Mean Temp (deg C)	2011	1	25	4	0.78	-18.9	-19.5	-18.5	-18.5				-18.5										
Mean Temp (deg C)	2011	1	26	4	0.8	-13.7	-14.3	-13.5	-13.5	-14.5													
Mean Temp (deg C)	2011	1	27	4	0.8	-6.7	-6.5	-6.3	-7.5	-7.0													
Mean Temp (deg C)	2011	1	28	4	0.8	-5.2	-6.0	-4.5	-5.0	-6.8													
Mean Temp (deg C)	2011	1	29	4	0.82	-7.3	-8.0	-8.0		-7.5	-7.0												
Mean Temp (deg C)	2011	1	30	4	0.79	-15.1	-15.0		-14.0	-17.0			-14.8										
Mean Temp (deg C)	2011	1	31	4	0.79	-20.9	-20.0		-20.0	-21.0			-22.8										
Mean Temp (deg C)	2011	2	1	4	0.8	-16.1	-17.3	-15.5	-16.0	-16.8													
Mean Temp (deg C)	2011	2	2	4	0.8	-14.9	-15.5	-15.5	-13.5	-16.8													
Mean Temp (deg C)	2011	2	3	4	0.8	-13.0	-13.8		-12.5	-15.0	-12.8												
Mean Temp (deg C)	2011	2	4	4	0.8	-7.7	-8.3	-6.5	-7.5	-10.0													
Mean Temp (deg C)	2011	2	5	4	0.8	-4.3	-5.0	-4.0	-4.0	-5.5													
Mean Temp (deg C)	2011	2	6	4	0.8	-1.5	-1.0	-1.5	-2.0	-2.0													
Mean Temp (deg C)	2011	2	7	4	0.8	-1.7	-3.5	-1.3	-0.3	-4.0													
Mean Temp (deg C)	2011	2	8	4	0.8	-10.7	-9.8	-10.0	-12.0	-11.0													
Mean Temp (deg C)	2011	2	9	4	0.8	-13.5	-13.8	-12.8	-13.0	-15.5													
Mean Temp (deg C)	2011	2	10	4	0.78	-13.0	-12.5	-12.5	-14.0		-13.0												
Mean Temp (deg C)	2011	2	11	4	0.8	-13.2	-14.3	-11.3				-11.8	-14.0										
Mean Temp (deg C)	2011	2	12	4	0.8	-8.3	-8.5	-8.0	-8.0	-9.8													
Mean Temp (deg C)	2011	2	13	4	0.78	-8.1	-11.5	-8.0	-5.5				-6.8										
Mean Temp (deg C)	2011	2	14	4	0.8	-0.7	-3.0		0.0		-0.8		0.6										
Mean Temp (deg C)	2011	2	15	4	0.8	-15.7	-15.8	-15.3	-15.5	-17.3													
Mean Temp (deg C)	2011	2	16	4	0.8	-10.0	-12.5	-9.5	-8.5	-12.0													
Mean Temp (deg C)	2011	2	17	4	0.8	1.2	-0.5	0.8	3.0	-0.8													
Mean Temp (deg C)	2011	2	18	4	0.8	5.2	4.8		5.5	3.5	4.8												
Mean Temp (deg C)	2011	2	19	4	0.79	-7.1	-7.0		-7.5	-7.0			-7.5										
Mean Temp (deg C)	2011	2	20	4	0.8	-11.0	-11.0	-10.5	-11.0	-12.5													
Mean Temp (deg C)	2011	2	21	4	0.8	-12.8	-13.0	-12.5	-13.0	-13.5													
Mean Temp (deg C)	2011	2	22	4	0.82	-13.2	-11.5	-11.8		-15.0	-15.8												
Mean Temp (deg C)	2011	2	23	4	0.82	-12.4	-12.8	-10.5		-13.5	-15.0												
Mean Temp (deg C)	2011	2	24	4	0.78	-9.4	-10.5	-8.5	-9.0		-10.5												
Mean Temp (deg C)	2011	2	25	4	0.8	-4.5	-5.0	-5.3	-3.5	-5.5													
Mean Temp (deg C)	2011	2	26	4	0.82	-13.4	-12.8	-13.0		-14.8	-14.5												
Mean Temp (deg C)	2011	2	27	4	0.8	-7.1	-8.0	-6.8	-7.0	-7.5													
Mean Temp (deg C)	2011	2	28	4	0.8	-4.3	-4.8	-4.8	-4.5	-4.0													
Mean Temp (deg C)	2011	3	1	4	0.8	-6.5	-5.8	-5.5	-6.0	-10.0													
Mean Temp (deg C)	2011	3	2	4	0.77	-5.6	-5.3	-5.3		-6.5			-6.0										
Mean Temp (deg C)	2011	3	3	4	0.78	-17.5	-18.3	-16.3	-16.0				-18.8										
Mean Temp (deg C)	2011	3	4	4	0.8	-9.1	-10.5	-8.8	-8.0	-11.0													
Mean Temp (deg C)	2011	3	5	4	0.81	2.8	0.0			2.8			4.0	3.0									
Mean Temp (deg C)	2011	3	6	4	0.77	-2.5	-3.5	-3.0		-3.0			-1.8										
Mean Temp (deg C)	2011	3	7	4	0.8	-7.5	-8.0	-7.5	-7.5	-8.0													
Mean Temp (deg C)	2011	3	8	4	0.8	-12.4	-11.8	-11.5	-13.0	-14.0													
Mean Temp (deg C)	2011	3	9	4	0.8	-8.6	-9.5	-7.8	-9.0	-8.8													
Mean Temp (deg C)	2011	3	10	4	0.8	0.8	0.3	0.3	1.0	0.8													
Mean Temp (deg C)	2011	3	11	4	0.8	4.3	4.0	3.0	4.5	4.8													
Mean Temp (deg C)	2011	3	12	4	0.8	1.8	2.0	1.8	1.5	1.3													
Mean Temp (deg C)	2011	3	13	4	0.8	2.2	2.3	2.8	1.5	1.8													
Mean Temp (deg C)	2011	3	14	4	0.8	-2.3	-3.0	-1.8	-2.5	-2.8													
Mean Temp (deg C)	2011	3	15	4	0.82	-2.7	-3.3	-1.8		-3.0	-4.5												
Mean Temp (deg C)	2011	3	16	4	0.8	0.5	-1.0	0.8	0.5	0.3													
Mean Temp (deg C)	2011	3	17	4	0.8	5.2	4.5	5.5	5.5	4.0													
Mean Temp (deg C)	2011	3	18	4	0.8	6.7	6.0	7.0	7.0	5.5													
Mean Temp (deg C)	2011	3	19	4	0.78	-1.7	-1.5	-1.3	-1.5		-3.0												
Mean Temp (deg C)	2011	3	20	4	0.8	-1.3	-2.0	-0.8	-1.0	-2.8													
Mean Temp (deg C)	2011	3	21	4	0.8	0.9	0.4	0.8	1.0	0.5													
Mean Temp (deg C)	2011	3	22	4	0.8	1.8	1.5	2.0	1.5	1.3													
Mean Temp (deg C)	2011	3	23	4	0.8	-4.1	-4.3	-4.3	-4.0	-4.8													
Mean Temp (deg C)	2011	3	24	4	0.8	-2.0	-2.3	-1.8	-2.5	-2.0													
Mean Temp (deg C)	2011	3	25	4	0.8	-2.8	-2.8	-2.5	-3.0	-3.5													
Mean Temp (deg C)	2011	3	26	4	0.8	-3.0	-3.3	-2.8	-3.0	-4.0													
Mean Temp (deg C)	2011	3	27	4	0.8	-5.3	-5.5	-5.0	-5.5	-6.0													
Mean Temp (deg C)	2011	3	28	4	0.8	-2.1	-1.8	-2.0	-2.5	-2.5													
Mean Temp (deg C)	2011	3	29	4	0.8	0.6	1.0	1.5	0.0	-0.8													
Mean Temp (deg C)	2011	3	30	4	0.8	2.5	2.5	2.8	2.0	2.0													
Mean Temp (deg C)	2011	3	31	4	0.8	3.4	2.5	3.3	4.0	2.5													
Mean Temp (deg C)	2011	4	1	4	0.8	2.4	1.3	2.3	2.5	2.5													
Mean Temp (deg C)	2011	4	2	4	0.8	5.4	5.5	5.8	5.0	4.5													
Mean Temp (deg C)	2011	4	3	4	0.8	4.5	4.5	5.0	4.0	3.8													
Mean Temp (deg C)	2011	4	4	4	0.8	5.6	5.8	5.3	5.5	4.8													
Mean Temp (deg C)	2011	4	5	4	0.8	4.3	4.5	4.3	3.5	4.5													
Mean Temp (deg C)	2011	4	6	4	0.8	1.9	1.3	1.8	2.0	1.5													
Mean Temp (deg C)	2011	4	7	4	0.8	2.0	2.0	1.8	2.0	1.5													
Mean Temp (deg C)	2011	4	8	4	0.8	4.3	3.8	4.3	4.5	3.5													
Mean Temp (deg C)	2011	4	9	4	0.8	7.8	7.5	8.0	7.3	7.5													
Mean Temp (deg C)	2011	4	10	4	0.8	9.4	8.3	9.8	9.5	8.8													
Mean Temp (deg C)	2011	4	11	4	0.8	15.0	15.0	15.0	15.0	14.0													
Mean Temp (deg C)	2011	4	12	4	0.8	9.1	8.8	9.3	9.0	8.3													
Mean Temp (deg C)	2011	4	13	4	0.8	6.0	5.5	6.0	5.5	6.0													
Mean Temp (deg C)	2011	4	14	4	0.8	5.7	5.5	5.8	5.5	5.3													
Mean Temp (deg C)	2011	4	15	4	0.8	-0.5	-1.3	0.0	-0.5	-1.3													
Mean Temp (deg C)	2011	4	16	4	0.8	2.6	2.0	2.5	3.0	1.5													
Mean Temp (deg C)	2011	4	17	4	0.8	5.2	5.0	5.0	5.5	4.3													
Mean Temp (deg C)	2011	4	18	4	0.8	2.9	3.0	3.3	2.5	2.0													
