VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	ST HYACINTHE 2	FLEURY	STE MADELEINE	MARIEVILLE	ST GUILLAUME	ST NAZAIRE	IBERVILLE	FARNHAM	DRUMMONDVILLE	SABREVOIS	ST AMABLE	GRANBY	PIERREVILLE	DANVILLE	STE MARTINE	PHILIPSBURG	ST BERNARD DE LACOLLE	VERCHERES
Max Temp (deg C)	2011	6	19	4	0.9	25.0	24.0	25.0	25.5			24.5											
Max Temp (deg C)	2011	6	20	4	0.9	25.5	25.0	25.5	25.5			25.0											
Max Temp (deg C)	2011	6	21	4	0.9	27.9	27.0	28.0	28.0			28.0											
Max Temp (deg C)	2011	6	22	4	0.9	28.3	27.5	29.0	28.0			28.5											
Max Temp (deg C)	2011	6	23	4	0.9	23.6	23.0	23.5	23.5			24.0											
Max Temp (deg C)	2011	6	24	4	0.9	19.1	17.0	17.5	20.5			21.0											
Max Temp (deg C)	2011	6	25	4	0.87	22.5	21.0	23.0	23.0		22.0												
Max Temp (deg C)	2011	6	26	4	0.9	24.1	23.5	24.0	24.0			24.5											
Max Temp (deg C)	2011	7	9	4	0.9	26.1	25.5	26.5	26.0			26.0											
Max Temp (deg C)	2011	7	14	4	0.9	27.5	27.0	28.0	27.0			27.5											
Max Temp (deg C)	2011	7	18	4	0.9	28.5	28.0	29.0	28.0			28.5											
Max Temp (deg C)	2011	7	30	4	0.87	27.3	27.0	28.5	27.0		26.0												
Max Temp (deg C)	2011	8	15	4	0.9	22.9	23.0	23.0	22.5			22.5											
Max Temp (deg C)	2011	8	24	4	0.94	26.7	26.0	27.5		25.5	26.0												
Max Temp (deg C)	2011	9	21	4	0.87	23.1	22.5	23.0	23.0		23.0												
Max Temp (deg C)	2011	10	22	4	0.88	10.3	10.5	10.5	10.0	10.5													
Max Temp (deg C)	2011	11	7	4	0.87	13.4	13.0	14.0	13.0		13.5												
Max Temp (deg C)	2011	11	15	4	0.9	11.6	11.0	11.5	12.0			12.0											
Max Temp (deg C)	2011	11	26	4	0.88	8.1	7.5	7.5	9.0	7.0													
Max Temp (deg C)	2012	1	9	4	0.9	1.2	1.0	2.0	1.5			0.5											
Max Temp (deg C)	2012	1	18	4	0.89	-9.8	-9.5		-10.0	-9.5	-10.0												
Max Temp (deg C)	2012	1	19	4	0.9	-3.4	-4.0	-4.5	-2.0			-3.0											
Max Temp (deg C)	2012	1	22	4	0.87	-3.4	-7.5	-1.5	-2.0		-3.0												
Max Temp (deg C)	2012	1	27	4	0.87	1.9	1.0	2.5	2.0		2.0												
Max Temp (deg C)	2012	2	22	4	0.9	6.5	5.5	6.0	7.0			8.0											
Max Temp (deg C)	2012	3	10	4	0.9	-0.4	-1.0	0.0	0.0			0.0											
Max Temp (deg C)	2012	4	2	4	0.9	8.2	8.0	9.0	8.0			8.0											
Max Temp (deg C)	2012	6	19	4	0.9	27.6	27.5	28.5	27.0			26.5											
Max Temp (deg C)	2012	9	6	4	0.87	29.1	28.5	29.5	29.0		28.5												
Max Temp (deg C)	2012	10	10	4	0.9	14.4	14.0	15.5	14.0			14.0											
Max Temp (deg C)	2012	10	15	4	0.9	19.4	20.0	20.0	19.0			18.0											
Max Temp (deg C)	2012	11	4	4	0.89	3.7		4.0	4.0		3.5	3.5											
Max Temp (deg C)	2012	11	18	4	0.9	4.7	4.0	5.0	5.0			5.0											
Max Temp (deg C)	2012	12	4	4	0.9	13.1	13.5	13.0	13.0			12.5											
Max Temp (deg C)	2012	12	10	4	0.87	4.7	1.5	4.5	7.0		4.0												
Max Temp (deg C)	2012	12	15	4	0.87	-8.2	-9.2	-8.5	-7.5		-8.0												
Max Temp (deg C)	2012	12	23	4	0.88	-6.9		-6.5	-6.0	-8.0				-8.0									
Max Temp (deg C)	2012	12	29	4	0.87	-7.8	-9.0	-8.5	-7.0		-7.0												
Max Temp (deg C)	2013	1	11	4	0.87	3.5	3.5	3.0	4.0		3.0												
Max Temp (deg C)	2013	2	1	4	0.88	-11.0	-10.5	-11.5	-11.0	-10.5													
Max Temp (deg C)	2013	2	5	4	0.88	-8.3	-10.0	-9.0	-6.0	-10.5													
Max Temp (deg C)	2013	2	16	4	0.99	-4.4	-4.5	-4.0		-5.0				-5.0									
Max Temp (deg C)	2013	2	23	4	0.94	1.1	0.5	1.0		1.0	1.0												
Max Temp (deg C)	2013	3	17	4	0.89	-4.8		-4.5	-4.0		-6.0	-4.0											
Max Temp (deg C)	2013	3	21	4	0.89	0.7		0.5		-0.5	1.0	1.5											
Max Temp (deg C)	2013	4	9	4	0.87	7.7	8.0	8.5	7.0		7.5												
Max Temp (deg C)	2013	4	13	4	0.9	6.6	6.0	6.5	7.0			7.0											
Max Temp (deg C)	2013	4	18	4	0.93	16.9	17.0	16.5	17.0						16.0								
Max Temp (deg C)	2013	5	1	4	0.87	26.5	26.0	27.5	26.0		26.0												
Max Temp (deg C)	2013	5	26	4	0.88	11.7	11.5	11.5	12.0	11.0													
Max Temp (deg C)	2013	6	8	4	0.95	17.1	17.5			17.5			16.0	16.0									
Max Temp (deg C)	2013	7	4	4	0.87	30.2	29.5	30.5	30.0		30.0												
Max Temp (deg C)	2013	7	14	4	0.87	31.1	30.5	32.0	31.0		30.0												
Max Temp (deg C)	2013	7	15	4	0.94	32.9	32.0	33.5		33.0	32.0												
Max Temp (deg C)	2013	7	16	4	0.94	31.6	30.0	32.5		31.5	31.0												
Max Temp (deg C)	2013	7	22	4	0.87	26.1	25.0	26.5	26.0		26.0												
Max Temp (deg C)	2013	7	27	4	0.87	27.4	26.0	28.0	27.5		27.0												
Max Temp (deg C)	2013	7	31	4	0.87	27.4	27.0	28.0	27.0		27.0												
Max Temp (deg C)	2013	8	12	4	0.9	26.0	25.5	26.0	25.5			27.0											
Max Temp (deg C)	2013	9	6	4	0.9	20.1	19.5	20.0	20.0			21.0											
Max Temp (deg C)	2013	9	8	4	0.87	17.6	16.5	18.0	18.0		17.0												
Max Temp (deg C)	2013	9	10	4	1.01	22.9	20.5				23.0			24.0			25.5						
Max Temp (deg C)	2013	9	15	4	0.87	19.9	19.0	20.0	20.5		19.0												
Max Temp (deg C)	2013	9	25	4	0.9	15.8	14.5	16.0	16.0			17.0											
Max Temp (deg C)	2013	9	26	4	0.9	16.9	16.5	17.0	17.0			16.5											
Max Temp (deg C)	2013	10	6	4	0.87	19.2	19.0	19.0	19.5		18.5												
Max Temp (deg C)	2013	10	8	4	0.87	14.5	14.0	14.5	14.0		15.0												
Max Temp (deg C)	2013	10	9	4	0.9	18.5	18.0	19.0	18.0			19.0											
Max Temp (deg C)	2013	10	14	4	0.9	14.3	14.0	15.0	14.0			14.0											
Max Temp (deg C)	2013	10	18	4	0.87	15.6	15.0	15.0	16.0		15.5												
Max Temp (deg C)	2013	10	25	4	0.9	7.2	8.0	7.0	6.5			7.5											
Max Temp (deg C)	2013	10	28	4	0.9	7.2	7.0	7.0	7.0			8.0											
Max Temp (deg C)	2013	11	8	4	0.88	4.3	5.0	4.0	4.0	4.5													
Max Temp (deg C)	2013	12	6	4	0.87	3.2	3.5	3.5	3.0		3.0												
Max Temp (deg C)	2013	12	8	4	0.9	-3.2	-3.5	-3.5	-3.0			-2.0											
Max Temp (deg C)	2013	12	12	4	0.9	-8.1	-8.0	-8.5	-8.0			-7.0											
Max Temp (deg C)	2013	12	19	4	0.87	-0.8		-0.5	0.0	-2.5	-1.0												
Max Temp (deg C)	2013	12	27	4	0.9	-0.6	-1.0	0.0	-0.5			0.0											
Max Temp (deg C)	2013	12	29	4	0.88	-6.4	-8.0	-7.0	-5.0	-7.0													
Min Temp (deg C)	2001	8	22	4	1.18	17.7	16.5	17.5	17.5	18.0													
Min Temp (deg C)	2001	8	29	4	1.18	10.9	9.5	11.0	12.0	9.0													
Min Temp (deg C)	2001	8	30	4	1.18	6.3	5.0	5.5	6.5	7.0													
Min Temp (deg C)	2001	8	31	4	1.18	16.9	16.0	17.0	19.0	12.5													
Min Temp (deg C)	2006	7	31	4	1.18	13.6	12.0	13.5	15.0	11.5													
Min Temp (deg C)	2006	8	1	4	1.18	21.1	20.5	21.0	21.0	20.5													
Min Temp (deg C)	2006	8	2	4	1.18	21.3	20.0	20.5	22.5	21.0													
Min Temp (deg C)	2006	8	3	4	1.18	16.7	16.0	16.0	17.0	16.5													
Min Temp (deg C)	2006	8	4	4	1.18	18.5	18.0	18.0	19.0	17.5													
Min Temp (deg C)	2009	8	1	4	1.18	17.4	16.0	17.0	18.0	17.0													
Min Temp (deg C)	2009	8	2	4	1.18	18.5	18.0	18.5	17.5	18.5													
Min Temp (deg C)	2009	8	3	4	1.18	14.7	15.0	14.0	14.0	15.0													
Min Temp (deg C)	2009	8	4	4	1.18	17.4	17.5	17.5	16.0	17.0													
Min Temp (deg C)	2009	8	5	4	1.18	18.3	18.0	18.5	17.0	18.0													
Min Temp (deg C)	2009	8	6	4	1.18	15.9	15.5	15.5	16.0	15.0													
Min Temp (deg C)	2010	2	9	4	1.18	-8.7	-8.0	-9.5	-10.0	-8.0													
Min Temp (deg C)	2010	7	28	4	1.18	19.3	17.5	20.0	19.0	18.5													
Min Temp (deg C)	2010	7	29	4	1.18	17.9	17.0	17.0	19.0	17.5													
Min Temp (deg C)	2010	7	30	4	1.16	9.3	7.5	9.0		8.5			10.0										
Min Temp (deg C)	2010	7	31	4	1.18	9.3	7.5	9.5	9.5	8.5													
Min Temp (deg C)	2010	8	1	4	1.18	9.6	7.0	10.0	10.0	9.0													
Min Temp (deg C)	2010	8	2	4	1.18	15.5	14.0	15.0	16.0	15.5													
Min Temp (deg C)	2010	8	3	4	1.18	19.1	18.5	19.0	19.0	18.5													
Min Temp (deg C)	2010	8	4	4	1.18	20.2	19.0	20.0	21.0	19.0													
Min Temp (deg C)	2010	11	17	4	1.18	5.4	5.0	5.0	6.0	4.0													
Min Temp (deg C)	2010	11	18	4	1.18	3.3	3.0	3.0	3.0	2.5													
Min Temp (deg C)	2010	11	19	4	1.18	-2.2	-2.0	-3.0	-2.5	-2.5													
Min Temp (deg C)	2010	11	20	4	1.18	-3.0	-3.0	-4.0	-3.0	-3.0													
Min Temp (deg C)	2010	11	21	4	1.16	-4.8	-5.5	-5.0		-6.5			-4.5										
Min Temp (deg C)	2010	11	22	4	1.16	-3.5	-4.0	-4.5		-4.0			-3.0										
Min Temp (deg C)	2010	11	23	4	1.16	4.1	2.0	2.0		2.0			7.6										
Min Temp (deg C)	2010	11	24	4	1.16	-1.4	-2.0	-2.0		-1.5			-1.5										
Min Temp (deg C)	2010	11	25	4	1.16	-8.7	-9.5	-9.0		-9.5			-8.6										
Min Temp (deg C)	2010	11	26	4	1.16	-5.3	-6.0	-6.0		-6.0			-5.0										
Min Temp (deg C)	2010	11	27	4	1.28	-3.7	-4.0				-4.0	-4.5		-3.5									
Min Temp (deg C)	2010	11	28	4	1.16	-7.1	-7.0	-6.0		-10.0			-7.8										
Min Temp (deg C)	2010	11	29	4	1.18	-0.4	-1.0	-0.5	0.0	-2.0													
Min Temp (deg C)	2010	11	30	4	1.18	-1.9	-4.0	-2.0	-1.0	-2.5													
Min Temp (deg C)	2010	12	1	4	1.18	5.2	4.0	5.0	5.0	5.5													
Min Temp (deg C)	2010	12	2	4	1.18	0.7	1.0	0.5	0.0	0.0													
Min Temp (deg C)	2010	12	3	4	1.18	-1.6	-2.0	-2.0	-1.5	-2.5													
Min Temp (deg C)	2010	12	4	4	1.18	-2.5	-3.0	-3.0	-3.0	-2.0													
Min Temp (deg C)	2010	12	5	4	1.18	-5.7	-5.5	-6.5	-6.0	-6.0													
Min Temp (deg C)	2010	12	6	4	1.18	-5.1	-5.0	-6.0	-5.0	-5.5													
Min Temp (deg C)	2010	12	7	4	1.18	-5.4	-5.5	-6.0	-6.0	-5.0													
Min Temp (deg C)	2010	12	8	4	1.18	-9.1	-9.0	-9.0	-10.0	-10.0													
Min Temp (deg C)	2010	12	9	4	1.18	-13.2	-13.0	-13.0	-14.0	-15.0													
Min Temp (deg C)	2010	12	10	4	1.18	-21.2	-22.0	-21.0	-21.0	-23.0													
Min Temp (deg C)	2010	12	11	4	1.21	-7.8	-9.0		-7.0	-9.0			-7.5										
Min Temp (deg C)	2010	12	12	4	1.18	-5.8	-6.0	-6.0	-6.0	-7.0													
Min Temp (deg C)	2010	12	13	4	1.18	-3.2	-2.5	-4.0	-5.0	-2.0													
Min Temp (deg C)	2010	12	14	4	1.18	-13.9	-14.0	-15.2	-13.0	-14.5													
Min Temp (deg C)	2010	12	15	4	1.18	-18.8	-20.0	-19.5	-17.0	-21.0													
Min Temp (deg C)	2010	12	16	4	1.18	-15.6	-16.0	-17.0	-13.0	-18.0													
Min Temp (deg C)	2010	12	17	4	1.18	-15.3	-14.5	-16.5	-14.0	-18.0													
Min Temp (deg C)	2010	12	18	4	1.18	-14.4	-16.5	-15.0	-12.0	-16.5													
Min Temp (deg C)	2010	12	19	4	1.18	-7.9	-7.5	-8.0	-10.0	-7.0													
Min Temp (deg C)	2010	12	20	4	1.18	-12.3	-12.0	-14.0	-13.0	-10.0													
Min Temp (deg C)	2010	12	23	4	1.28	-5.3	-7.0		-5.0			-3.5	-3.8										
Min Temp (deg C)	2010	12	24	4	1.18	-15.2	-15.0	-15.0	-16.0	-17.0													
Min Temp (deg C)	2010	12	25	4	1.18	-18.1	-18.0	-18.0	-20.0	-18.0													
Min Temp (deg C)	2010	12	26	4	1.16	-19.7	-20.0	-19.5		-20.5			-20.5										
Min Temp (deg C)	2010	12	27	4	1.18	-13.9	-14.0	-14.5	-15.0	-13.0													
Min Temp (deg C)	2010	12	28	4	1.18	-13.6	-13.5	-12.5	-14.0	-17.5													
Min Temp (deg C)	2010	12	29	4	1.18	-13.2	-15.0	-12.0	-13.0	-16.0													
Min Temp (deg C)	2011	1	1	4	1.18	2.0	1.0	2.0	2.0	1.0													
Min Temp (deg C)	2011	1	2	4	1.17	-0.3	-1.5	-0.5	0.0		-1.0												
Min Temp (deg C)	2011	1	3	4	1.18	-4.7	-5.5	-5.0	-5.0	-5.0													
Min Temp (deg C)	2011	1	4	4	1.18	-9.3	-11.0	-10.0	-8.0	-10.0													
Min Temp (deg C)	2011	1	5	4	1.18	-11.1	-12.0	-12.5	-10.0	-11.0													
Min Temp (deg C)	2011	1	6	4	1.16	-12.5	-11.0	-12.0		-12.0			-15.5										
Min Temp (deg C)	2011	1	7	4	1.18	-11.3	-12.0	-11.5	-13.0	-10.0													
Min Temp (deg C)	2011	1	8	4	1.18	-10.3	-10.0	-10.0	-12.0	-11.0													
Min Temp (deg C)	2011	1	9	4	1.18	-6.2	-5.5	-5.5	-10.0	-5.0													
Min Temp (deg C)	2011	1	10	4	1.18	-9.0	-9.0	-9.0	-9.0				-10.0										
Min Temp (deg C)	2011	1	11	4	1.23	-12.7	-12.0		-11.0		-13.0		-17.0										
Min Temp (deg C)	2011	1	12	4	1.18	-13.0	-14.5	-13.0	-12.0	-15.0													
Min Temp (deg C)	2011	1	13	4	1.18	-8.8	-9.0	-9.0	-9.0				-9.0										
Min Temp (deg C)	2011	1	14	4	1.23	-10.8	-11.5		-10.0		-13.0			-10.0									
Min Temp (deg C)	2011	1	15	4	1.18	-16.2	-17.0	-17.0	-16.0	-16.0													
Min Temp (deg C)	2011	1	16	4	1.21	-14.7	-17.0		-14.0	-16.5			-13.0										
Min Temp (deg C)	2011	1	17	4	1.18	-23.8	-24.0	-23.5	-24.0	-26.0													
Min Temp (deg C)	2011	1	18	4	1.16	-23.6	-25.0	-23.0		-24.0			-24.5										
Min Temp (deg C)	2011	1	19	4	1.16	-8.0	-8.5	-8.0		-8.0			-9.0										
Min Temp (deg C)	2011	1	20	4	1.16	-14.1	-15.0	-13.5		-17.5			-13.6										
Min Temp (deg C)	2011	1	21	4	1.17	-14.7	-14.0	-14.5			-16.0		-16.0										
Min Temp (deg C)	2011	1	22	4	1.16	-23.1	-25.0	-21.0		-26.5			-24.0										
Min Temp (deg C)	2011	1	23	4	1.16	-25.8	-25.5	-25.0		-27.0			-27.5										
Min Temp (deg C)	2011	1	24	4	1.18	-32.2	-32.5	-32.0	-32.0	-35.0													
Min Temp (deg C)	2011	1	25	4	1.18	-24.6	-24.0	-24.0	-25.0				-26.5										
Min Temp (deg C)	2011	1	26	4	1.18	-20.2	-21.0	-20.0	-20.0	-22.0													
Min Temp (deg C)	2011	1	27	4	1.18	-9.1	-9.0	-9.0	-11.0	-9.0													
Min Temp (deg C)	2011	1	28	4	1.18	-8.6	-10.0	-8.0	-9.0	-10.0													
Min Temp (deg C)	2011	1	29	4	1.16	-9.5	-9.0	-9.0		-9.0			-12.0										
Min Temp (deg C)	2011	1	30	4	1.18	-20.1	-21.0	-20.0	-19.0	-23.0													
Min Temp (deg C)	2011	1	31	4	1.18	-25.0	-25.0	-25.5	-25.0	-26.0													
Min Temp (deg C)	2011	2	1	4	1.18	-20.0	-22.5	-19.0	-20.0	-21.5													
Min Temp (deg C)	2011	2	2	4	1.18	-20.0	-20.0	-20.5	-19.0	-22.5													
Min Temp (deg C)	2011	2	3	4	1.18	-18.5	-20.0	-18.0	-17.0	-22.0													
Min Temp (deg C)	2011	2	4	4	1.18	-11.6	-13.5	-10.0	-11.0	-16.0													
Min Temp (deg C)	2011	2	5	4	1.18	-10.0	-11.0	-9.5	-10.0	-12.0													
Min Temp (deg C)	2011	2	6	4	1.18	-3.9	-4.0	-4.0	-5.0	-4.0													
Min Temp (deg C)	2011	2	7	4	1.18	-4.4	-7.0	-4.0	-2.0	-8.0													
Min Temp (deg C)	2011	2	8	4	1.18	-12.2	-11.0	-12.0	-15.0	-12.0													
Min Temp (deg C)	2011	2	9	4	1.18	-20.5	-21.0	-20.0	-20.0	-24.0													
Min Temp (deg C)	2011	2	10	4	1.18	-16.2	-15.0	-16.0	-18.0				-17.5										
Min Temp (deg C)	2011	2	11	4	1.18	-19.2	-22.0	-17.0	-16.0				-22.4										
Min Temp (deg C)	2011	2	12	4	1.18	-14.5	-15.0	-14.5	-14.0	-17.0													
Min Temp (deg C)	2011	2	13	4	1.18	-18.2	-22.0	-18.0	-16.0				-16.8										
Min Temp (deg C)	2011	2	14	4	1.23	-5.2	-6.5		-5.0		-6.0		-4.4										
Min Temp (deg C)	2011	2	15	4	1.18	-19.1	-19.5	-18.5	-19.0	-22.0													
Min Temp (deg C)	2011	2	16	4	1.18	-18.7	-21.0	-18.0	-18.0	-21.0													
Min Temp (deg C)	2011	2	17	4	1.18	-5.0	-7.0	-6.0	-2.0	-7.0													
Min Temp (deg C)	2011	2	18	4	1.21	1.3	0.5		1.0	1.0			1.0										
Min Temp (deg C)	2011	2	19	4	1.21	-9.1	-9.0		-10.0	-9.0			-10.0										
Min Temp (deg C)	2011	2	20	4	1.18	-13.5	-14.0	-13.5	-13.0	-16.0													
Min Temp (deg C)	2011	2	21	4	1.18	-15.8	-16.0	-16.0	-16.0	-17.0													
Min Temp (deg C)	2011	2	22	4	1.18	-18.8	-18.0	-18.5	-19.0	-22.0													
Min Temp (deg C)	2011	2	23	4	1.18	-19.6	-20.0	-19.5	-20.0	-21.0													
Min Temp (deg C)	2011	2	24	4	1.18	-18.4	-20.0	-17.0	-19.0	-21.0													
Min Temp (deg C)	2011	2	25	4	1.18	-6.5	-8.0	-7.0	-5.0	-8.0													
Min Temp (deg C)	2011	2	26	4	1.18	-16.8	-15.5	-18.0	-16.0	-19.0													
Min Temp (deg C)	2011	2	27	4	1.18	-14.6	-15.0	-15.0	-15.0	-15.0													
Min Temp (deg C)	2011	2	28	4	1.18	-10.2	-10.5	-11.0	-11.0	-9.0													
Min Temp (deg C)	2011	3	1	4	1.18	-12.2	-11.5	-11.0	-12.0	-18.0													
Min Temp (deg C)	2011	3	2	4	1.16	-11.2	-11.5	-10.0		-13.0			-12.5										
Min Temp (deg C)	2011	3	3	4	1.18	-23.1	-24.5	-22.5	-21.0	-28.0													
Min Temp (deg C)	2011	3	4	4	1.18	-21.0	-24.0	-20.5	-19.0	-24.0													
Min Temp (deg C)	2011	3	5	4	1.21	-1.5	-6.0		0.0	-1.0			-0.5										
Min Temp (deg C)	2011	3	6	4	1.16	-3.5	-4.0	-4.0		-4.0			-3.6										
Min Temp (deg C)	2011	3	7	4	1.18	-9.6	-10.0	-10.0	-10.0	-10.0													
Min Temp (deg C)	2011	3	8	4	1.18	-18.9	-19.0	-18.0	-20.0	-21.0													
Min Temp (deg C)	2011	3	9	4	1.18	-17.5	-19.0	-16.5	-19.0	-18.0													
Min Temp (deg C)	2011	3	10	4	1.18	-2.3	-2.5	-2.5	-3.0	-2.5													
Min Temp (deg C)	2011	3	11	4	1.18	1.7	1.0	1.0	2.0	1.5													
Min Temp (deg C)	2011	3	12	4	1.18	0.7	0.5	0.5	0.0	0.5													
Min Temp (deg C)	2011	3	13	4	1.18	0.8	0.5	1.0	0.0	0.0													
Min Temp (deg C)	2011	3	14	4	1.18	-5.4	-6.5	-5.5	-5.0	-6.5													
Min Temp (deg C)	2011	3	15	4	1.18	-8.5	-10.5	-8.0	-9.0	-8.5													
Min Temp (deg C)	2011	3	16	4	1.18	-2.6	-5.0	-2.5	-3.0	-1.5													
Min Temp (deg C)	2011	3	17	4	1.18	1.4	1.0	1.0	1.0	1.0													
Min Temp (deg C)	2011	3	18	4	1.18	3.2	2.0	3.0	3.0	3.0													
Min Temp (deg C)	2011	3	19	4	1.18	-4.0	-4.0	-4.0	-4.0	-6.0													
Min Temp (deg C)	2011	3	20	4	1.18	-6.4	-8.0	-6.0	-6.0	-8.0													
Min Temp (deg C)	2011	3	21	4	1.18	-1.1	-2.3	-1.0	-1.0	-2.0													
Min Temp (deg C)	2011	3	22	4	1.18	-0.6	-1.0	-1.0	-1.0	-1.0													
Min Temp (deg C)	2011	3	23	4	1.18	-7.2	-7.5	-7.5	-7.0	-8.5													
Min Temp (deg C)	2011	3	24	4	1.18	-5.8	-7.0	-6.0	-6.0	-6.0													
Min Temp (deg C)	2011	3	25	4	1.18	-4.5	-5.0	-4.5	-5.0	-5.5													
Min Temp (deg C)	2011	3	26	4	1.18	-6.4	-7.0	-6.5	-7.0	-7.0													
Min Temp (deg C)	2011	3	27	4	1.18	-9.4	-10.0	-9.5	-9.0	-11.0													
Min Temp (deg C)	2011	3	28	4	1.18	-4.8	-5.0	-5.0	-5.0	-6.0													
Min Temp (deg C)	2011	3	29	4	1.18	-3.1	-3.0	-2.5	-4.0	-5.5													
Min Temp (deg C)	2011	3	30	4	1.18	-2.9	-3.0	-3.0	-4.0	-3.0													
Min Temp (deg C)	2011	3	31	4	1.18	-2.5	-3.5	-3.0	-2.0	-3.0													
Min Temp (deg C)	2011	4	1	4	1.18	-0.1	-1.5	-1.0	0.0	1.0													
Min Temp (deg C)	2011	4	2	4	1.18	0.2	0.0	0.0	0.0	-1.0													
Min Temp (deg C)	2011	4	3	4	1.18	-0.2	-0.5	0.0	-1.0	-1.0													
Min Temp (deg C)	2011	4	4	4	1.18	-0.0	0.5	-1.0	0.0	-0.5													
Min Temp (deg C)	2011	4	5	4	1.18	2.8	3.0	3.0	1.0	3.0													
Min Temp (deg C)	2011	4	6	4	1.18	-0.7	-1.5	-1.0	-1.0	-1.0													
Min Temp (deg C)	2011	4	7	4	1.18	-3.8	-4.0	-5.0	-4.0	-3.0													
Min Temp (deg C)	2011	4	8	4	1.18	-3.4	-4.0	-4.0	-3.0	-4.0													
Min Temp (deg C)	2011	4	9	4	1.18	1.1	1.0	1.0	0.0	1.0													
Min Temp (deg C)	2011	4	10	4	1.18	1.3	-0.5	1.5	2.0	0.0													
Min Temp (deg C)	2011	4	11	4	1.18	9.5	10.0	9.0	9.0	9.0													
Min Temp (deg C)	2011	4	12	4	1.18	4.0	3.5	4.0	4.0	2.5													
Min Temp (deg C)	2011	4	13	4	1.18	2.2	1.0	2.0	3.0	1.0													
Min Temp (deg C)	2011	4	14	4	1.18	2.1	1.5	2.0	2.0	1.0													
Min Temp (deg C)	2011	4	15	4	1.18	-4.2	-5.0	-4.5	-4.0	-5.0													
Min Temp (deg C)	2011	4	16	4	1.18	-2.7	-3.0	-3.5	-2.0	-4.0													
Min Temp (deg C)	2011	4	17	4	1.18	1.2	0.5	0.5	2.0	0.0													
Min Temp (deg C)	2011	4	18	4	1.18	0.9	1.0	1.0	0.0	0.0													
Min Temp (deg C)	2011	4	19	4	1.18	0.4	0.0	0.5	0.0	-1.0													
Min Temp (deg C)	2011	4	20	4	1.18	0.6	0.0	0.0	1.0	0.0													
Min Temp (deg C)	2011	4	21	4	1.21	0.5	0.0		0.0	1.0			-0.5										
Min Temp (deg C)	2011	4	22	4	1.18	-1.0	-2.0	-1.0	-1.0	-2.0													
Min Temp (deg C)	2011	4	23	4	1.18	2.8	2.0	2.0	3.0	3.0													
Min Temp (deg C)	2011	4	24	4	1.18	7.0	5.0	7.5	7.0	6.0													
Min Temp (deg C)	2011	4	25	4	1.24	1.7	0.0			1.0	1.5		2.0										
Min Temp (deg C)	2011	4	26	4	1.18	8.8	7.5	8.0	10.0	8.0													
Min Temp (deg C)	2011	4	27	4	1.18	7.0	6.0	6.5	8.0	6.0													
Min Temp (deg C)	2011	4	28	4	1.18	9.1	8.0	8.0	11.0	8.0													
Min Temp (deg C)	2011	4	29	4	1.18	8.1	7.0	8.0	9.0	6.0													
Min Temp (deg C)	2011	4	30	4	1.18	4.6	4.0	4.0	5.0	4.0													
Min Temp (deg C)	2011	5	1	4	1.18	3.2	2.5	3.0	3.0	2.5													
Min Temp (deg C)	2011	5	2	4	1.18	9.7	6.0	10.0	10.0	11.0													
Min Temp (deg C)	2011	5	3	4	1.18	9.1	9.5	8.5	8.0	9.5													
Min Temp (deg C)	2011	5	4	4	1.18	6.2	6.0	5.5	6.0	6.0													
Min Temp (deg C)	2011	5	5	4	1.18	5.0	5.0	4.5	5.0	4.0													
Min Temp (deg C)	2011	5	6	4	1.18	4.2	4.0	4.0	4.0	3.0													
Min Temp (deg C)	2011	5	7	4	1.18	6.2	5.5	5.5	7.0	5.5													
Min Temp (deg C)	2011	5	8	4	1.21	6.0	5.0		7.0	4.0			6.5										
Min Temp (deg C)	2011	5	9	4	1.18	8.0	9.0	8.0	8.0	5.0													
Min Temp (deg C)	2011	5	10	4	1.18	4.9	4.5	5.0	4.0	4.5													
Min Temp (deg C)	2011	5	11	4	1.18	5.1	5.0	5.0	5.0				4.5										
Min Temp (deg C)	2011	5	12	4	1.16	5.6	4.5	5.5		4.0			6.0										
Min Temp (deg C)	2011	5	13	4	1.18	7.4	7.0	6.5	8.0	7.0													
Min Temp (deg C)	2011	5	14	4	1.18	10.4	10.0	10.0	11.0	9.0													
Min Temp (deg C)	2011	5	15	4	1.18	7.5	7.0	7.5	7.0	7.0													
Min Temp (deg C)	2011	5	16	4	1.18	5.8	5.0	5.5	6.0	5.0													
Min Temp (deg C)	2011	5	17	4	1.18	5.8	5.0	5.5	6.0	5.0													
Min Temp (deg C)	2011	5	18	4	1.18	8.4	8.0	8.0	9.0	7.0													
Min Temp (deg C)	2011	5	19	4	1.18	15.3	15.0	15.0	15.0	15.0													
Min Temp (deg C)	2011	5	20	4	1.22	13.2	12.5		13.0	12.0	13.0												
Min Temp (deg C)	2011	5	21	4	1.18	14.1	13.0	14.5	14.0	13.0													
Min Temp (deg C)	2011	5	22	4	1.18	9.0	8.0	8.5	9.5	8.5													
Min Temp (deg C)	2011	5	23	4	1.18	15.2	15.0	15.0	15.0	14.5													
Min Temp (deg C)	2011	5	24	4	1.18	16.7	16.5	16.5	16.0	16.5													
Min Temp (deg C)	2011	5	25	4	1.18	8.9	8.0	8.5	9.0	8.5													
Min Temp (deg C)	2011	5	26	4	1.21	12.0	11.0		13.0	11.0			11.4										
