"Station Name","MARIEVILLE"
"Province","QUEBEC"
"Latitude","45.40"
"Longitude","-73.13"
"Elevation","38.00"
"Climate Identifier","7024627"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1987-01-01","1987","01","01","","-4.0","","-15.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"1987-01-02","1987","01","02","","-0.5","","-8.5","","-4.5","","22.5","","0.0","","0.0","","12.0","","12.0","","10","","","","",""
"1987-01-03","1987","01","03","","-6.0","","-12.0","E","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"1987-01-04","1987","01","04","","-6.0","","-21.5","","-13.8","","31.8","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"1987-01-05","1987","01","05","","-3.0","","-13.5","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"1987-01-06","1987","01","06","","0.0","","-5.0","","-2.5","","20.5","","0.0","","0.0","","0.5","","0.5","","20","","","","",""
"1987-01-07","1987","01","07","","0.0","","-5.0","","-2.5","","20.5","","0.0","","0.0","","3.0","","3.0","","19","","","","",""
"1987-01-08","1987","01","08","","-6.0","","-12.0","","-9.0","","27.0","","0.0","","0.0","","0.0","T","0.0","T","20","","","","",""
"1987-01-09","1987","01","09","","-1.5","","-12.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"1987-01-10","1987","01","10","","0.0","","-7.0","","-3.5","","21.5","","0.0","","0.0","","5.0","","5.0","","19","","","","",""
"1987-01-11","1987","01","11","","-2.0","","-5.5","","-3.8","","21.8","","0.0","","0.0","","8.5","","8.5","","22","","","","",""
"1987-01-12","1987","01","12","","-1.5","","-5.5","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"1987-01-13","1987","01","13","","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"1987-01-14","1987","01","14","","0.5","","-12.0","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"1987-01-15","1987","01","15","","1.5","","-1.0","","0.3","","17.7","","0.0","","0.0","","5.5","","5.5","","23","","","","",""
