"Station Name","MARIEVILLE"
"Province","QUEBEC"
"Latitude","45.40"
"Longitude","-73.13"
"Elevation","38.00"
"Climate Identifier","7024627"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1984-01-01","1984","01","01","","-6.0","","-19.5","","-12.8","","30.8","","0.0","","0.0","","4.0","","4.0","","27","","","","",""
"1984-01-02","1984","01","02","","-4.0","","-19.5","","-11.8","","29.8","","0.0","","0.0","","3.0","","3.0","","27","","","","",""
"1984-01-03","1984","01","03","","2.0","","-17.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"1984-01-04","1984","01","04","","1.0","","-4.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"1984-01-05","1984","01","05","","3.0","","-0.5","","1.3","","16.7","","0.0","","0.0","","0.0","T","0.0","T","26","","","","",""
"1984-01-06","1984","01","06","","2.0","","0.5","","1.3","","16.7","","0.0","","6.0","","2.0","","8.0","","24","","","","",""
"1984-01-07","1984","01","07","","-8.0","","-15.0","","-11.5","","29.5","","0.0","","0.0","","2.0","","2.0","","23","","","","",""
"1984-01-08","1984","01","08","","-14.5","","-26.0","","-20.3","","38.3","","0.0","","0.0","","0.0","T","0.0","T","23","","","","",""
"1984-01-09","1984","01","09","","-13.0","","-20.0","","-16.5","","34.5","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"1984-01-10","1984","01","10","","-10.0","","-15.5","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"1984-01-11","1984","01","11","","-15.0","","-23.0","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
"1984-01-12","1984","01","12","","-19.0","","-27.0","","-23.0","","41.0","","0.0","","0.0","","0.0","","0.0","","23","","","","",""
