"Station Name","MARIEVILLE"
"Province","QUEBEC"
"Latitude","45.40"
"Longitude","-73.13"
"Elevation","38.00"
"Climate Identifier","7024627"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2003-01-01","2003","01","01","","0.0","","-9.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2003-01-02","2003","01","02","","-6.0","","-12.0","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2003-01-03","2003","01","03","","-1.0","","-8.5","","-4.8","","22.8","","0.0","","0.0","","1.0","","1.0","","0","","","","",""
"2003-01-04","2003","01","04","","-4.5","","-6.5","","-5.5","","23.5","","0.0","","0.0","","2.0","","2.0","","1","","","","",""
"2003-01-05","2003","01","05","","-2.0","","-6.5","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"2003-01-06","2003","01","06","","-1.5","","-8.0","","-4.8","","22.8","","0.0","","0.0","","1.0","","1.0","","2","","","","",""
"2003-01-07","2003","01","07","","-4.0","","-12.0","","-8.0","","26.0","","0.0","","0.0","","3.0","","3.0","","2","","","","",""
"2003-01-08","2003","01","08","","-2.0","","-13.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-01-09","2003","01","09","","-12.0","","-17.0","","-14.5","","32.5","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"2003-01-10","2003","01","10","","-9.5","","-18.0","","-13.8","","31.8","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-01-11","2003","01","11","","-10.5","","-18.5","","-14.5","","32.5","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-01-12","2003","01","12","","-5.0","","-15.5","","-10.3","","28.3","","0.0","","0.0","","1.0","","1.0","","4","","","","",""
"2003-01-13","2003","01","13","","-3.5","","-11.5","","-7.5","","25.5","","0.0","","0.0","","2.0","","2.0","","5","","","","",""
"2003-01-14","2003","01","14","","-15.0","","-18.5","","-16.8","","34.8","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2003-01-15","2003","01","15","","-12.0","","-24.5","","-18.3","","36.3","","0.0","","0.0","","0.0","T","0.0","T","4","","","","",""
"2003-01-16","2003","01","16","","-12.0","","-19.0","","-15.5","","33.5","","0.0","","0.0","","1.0","","1.0","","4","","","","",""
"2003-01-17","2003","01","17","","-17.0","","-17.0","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2003-01-18","2003","01","18","","-10.5","","-26.0","","-18.3","","36.3","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2003-01-19","2003","01","19","","-7.0","","-16.5","","-11.8","","29.8","","0.0","","0.0","","1.0","","1.0","","5","","","","",""
"2003-01-20","2003","01","20","","-8.0","","-14.0","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2003-01-21","2003","01","21","","-19.0","","-22.5","","-20.8","","38.8","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2003-01-22","2003","01","22","","-19.0","","-24.5","","-21.8","","39.8","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"2003-01-23","2003","01","23","","-15.1","E","-20.5","","-17.8","E","35.8","E","0.0","E","0.0","","0.0","","0.0","","3","","","","",""
"2003-01-24","2003","01","24","","-13.0","","-21.5","","-17.3","","35.3","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"2003-01-25","2003","01","25","","-5.0","","-20.0","","-12.5","","30.5","","0.0","","0.0","","4.0","","4.0","","3","","","","",""
