Station Name	TORONTO LESTER B. PEARSON INT'L 
Province	ONTARIO
Latitude	43.68
Longitude	-79.63
Elevation	173.4
Climate Identifier	6158733

Created by	WHAT Beta 4.0.7
Created on	18/01/2015

Year	Month	Day	Max Temp (deg C)	Min Temp (deg C)	Mean Temp (deg C)	Total Precip (mm)
1980.0	1.0	1.0	0.59999999999999998	-2.8999999999999999	-1.2	0.0
1980.0	1.0	2.0	0.20000000000000001	-7.0999999999999996	-3.5	0.40000000000000002
1980.0	1.0	3.0	-6.9000000000000004	-11.9	-9.4000000000000004	0.0
1980.0	1.0	4.0	-4.5999999999999996	-13.0	-8.8000000000000007	0.0
1980.0	1.0	5.0	-2.7000000000000002	-11.6	-7.2000000000000002	0.0
1980.0	1.0	6.0	-0.69999999999999996	-14.0	-7.4000000000000004	0.20000000000000001
1980.0	1.0	7.0	1.8999999999999999	-8.0999999999999996	-3.1000000000000001	5.0
1980.0	1.0	8.0	-5.7000000000000002	-10.6	-8.1999999999999993	0.0
1980.0	1.0	9.0	-6.5999999999999996	-14.5	-10.6	0.20000000000000001
1980.0	1.0	10.0	0.80000000000000004	-14.699999999999999	-7.0	0.0
1980.0	1.0	11.0	10.4	-7.0999999999999996	1.7	25.0
1980.0	1.0	12.0	-5.4000000000000004	-12.800000000000001	-9.0999999999999996	0.20000000000000001
1980.0	1.0	13.0	2.7000000000000002	-9.0999999999999996	-3.2000000000000002	0.0
1980.0	1.0	14.0	3.3999999999999999	1.3	2.3999999999999999	0.0
1980.0	1.0	15.0	5.2000000000000002	-5.0	0.10000000000000001	0.0
1980.0	1.0	16.0	1.6000000000000001	-2.7000000000000002	-0.59999999999999998	0.0
1980.0	1.0	17.0	5.2999999999999998	0.20000000000000001	2.7999999999999998	4.9000000000000004
1980.0	1.0	18.0	3.0	0.69999999999999996	1.8999999999999999	0.29999999999999999
1980.0	1.0	19.0	1.3999999999999999	-0.40000000000000002	0.5	0.0
1980.0	1.0	20.0	-0.40000000000000002	-6.0	-3.2000000000000002	0.0
1980.0	1.0	21.0	-0.40000000000000002	-5.0	-2.7000000000000002	0.0
1980.0	1.0	22.0	0.69999999999999996	-2.8999999999999999	-1.1000000000000001	0.59999999999999998
1980.0	1.0	23.0	-1.3	-14.1	-7.7000000000000002	0.20000000000000001
1980.0	1.0	24.0	-7.5	-15.1	-11.300000000000001	0.0
1980.0	1.0	25.0	-5.0	-13.300000000000001	-9.1999999999999993	0.0
1980.0	1.0	26.0	-1.7	-8.0	-4.9000000000000004	0.0
1980.0	1.0	27.0	-2.0	-8.5999999999999996	-5.2999999999999998	0.59999999999999998
1980.0	1.0	28.0	-3.3999999999999999	-11.0	-7.2000000000000002	0.0
