VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	AUTEUIL	RIVIERE DES PRAIRIES	VERCHERES	ST JACQUES	ST JANVIER	STE MADELEINE	FLEURY	MARIEVILLE	ST AMABLE	SOREL	PIERREVILLE	STE MARTINE	ST GUILLAUME	ST HYACINTHE 2	ST BERNARD DE LACOLLE	PHILIPSBURG	ST NAZAIRE	SABREVOIS
Max Temp (deg C)	2012	8	25	4	1.17	30.7	29.5	32.0	31.0			31.0											
Max Temp (deg C)	2012	8	31	4	1.2	25.6	25.0	26.5	26.5	25.0													
Max Temp (deg C)	2012	9	2	4	1.17	25.9	25.5	27.0	25.5			25.0											
Max Temp (deg C)	2012	9	3	4	1.17	27.2	26.5	28.0	27.5			27.0											
Max Temp (deg C)	2012	9	4	4	1.17	25.9	25.5	26.5	26.0			25.0											
Max Temp (deg C)	2012	9	6	4	1.2	27.8	27.0	29.5	28.0	27.0													
Max Temp (deg C)	2012	9	12	4	1.17	27.0	26.5	27.5	27.0			27.0											
Max Temp (deg C)	2012	9	15	4	1.27	17.3			17.0		17.0	17.0			17.5								
Max Temp (deg C)	2012	9	22	4	1.17	20.7	20.5	21.5	19.0			23.0											
Max Temp (deg C)	2012	9	28	4	1.2	17.4	16.5	18.0	16.5	18.0													
Max Temp (deg C)	2012	9	30	4	1.25	12.2		12.0	12.5			11.5			12.0								
Max Temp (deg C)	2012	10	3	4	1.19	19.2	18.5	18.0		20.0		19.5											
Max Temp (deg C)	2012	10	4	4	1.2	14.5	14.5	14.0	14.0	15.0													
Max Temp (deg C)	2012	10	6	4	1.17	13.9	14.0	14.0	13.5			13.5											
Max Temp (deg C)	2012	10	7	4	1.2	11.0	11.5	12.0	10.0	10.0													
Max Temp (deg C)	2012	10	9	4	1.2	15.8	15.5	16.0	16.0	15.5													
Max Temp (deg C)	2012	10	12	4	1.19	7.2	7.5		6.5			7.5			7.0								
Max Temp (deg C)	2012	10	13	4	1.19	10.8	11.0		10.5			10.5			10.5								
Max Temp (deg C)	2012	10	14	4	1.25	10.8		10.5	8.0			14.0			10.5								
Max Temp (deg C)	2012	10	15	4	1.2	18.0	18.5	18.5	18.0	17.0													
Max Temp (deg C)	2012	10	16	4	1.2	10.2	10.5		9.5	10.0		10.0											
Max Temp (deg C)	2012	10	25	4	1.17	11.4	11.5	11.0	10.5			13.5											
Max Temp (deg C)	2012	10	27	4	1.17	14.9	14.5	14.5	15.5			15.5											
Max Temp (deg C)	2012	10	28	4	1.17	13.5	13.5	13.0	13.5			14.0											
Max Temp (deg C)	2012	11	5	4	1.18	2.8	3.0	3.5	2.0						2.0								
Max Temp (deg C)	2012	11	10	4	1.18	5.2	5.0	5.0	6.0						5.0								
Max Temp (deg C)	2012	11	11	4	1.16	5.4	6.0	5.0	4.0		7.0												
Max Temp (deg C)	2012	11	30	4	1.18	-9.3	-9.5	-10.0	-8.0						-8.5								
Max Temp (deg C)	2012	12	1	4	1.27	1.7			-2.0		5.0	6.0			0.0								
Max Temp (deg C)	2012	12	3	4	1.19	5.4	5.5		5.0			5.5			5.5								
Max Temp (deg C)	2012	12	4	4	1.2	11.9	12.5	11.5				13.5			9.0								
Max Temp (deg C)	2012	12	5	4	1.17	4.3	4.0	4.5	4.0			5.5											
Max Temp (deg C)	2012	12	6	4	1.17	-0.5	-0.5	-0.5	0.0			-1.0											
Max Temp (deg C)	2012	12	7	4	1.17	2.5	2.5	3.5	1.0			4.0											
Max Temp (deg C)	2012	12	11	4	1.2	-5.1	-5.0	-4.5				-5.5			-5.0								
Max Temp (deg C)	2012	12	14	4	1.18	2.7	3.0	3.0	2.0						2.5								
Max Temp (deg C)	2012	12	15	4	1.2	-8.3	-8.0	-8.0				-9.2			-8.0								
Max Temp (deg C)	2012	12	16	4	1.17	-2.4	-1.5	-1.5	-5.0			-1.0											
Max Temp (deg C)	2012	12	18	4	1.17	1.2	1.5	1.0	1.0			1.0											
Max Temp (deg C)	2012	12	21	4	1.19	3.1	3.5		2.0			4.0			3.0								
Max Temp (deg C)	2012	12	22	4	1.19	-1.2	-1.5		-1.0			-1.0			-1.0								
Max Temp (deg C)	2012	12	23	4	1.17	-7.4	-7.0		-8.0		-6.5				-7.5								
Max Temp (deg C)	2012	12	25	4	1.2	-7.1	-6.5	-7.0				-8.3			-7.0								
Max Temp (deg C)	2012	12	28	4	1.19	-4.5	-4.5		-5.0			-4.5			-1.5								
Max Temp (deg C)	2012	12	30	4	1.17	-9.3	-9.5	-9.0	-9.0			-9.5											
Max Temp (deg C)	2012	12	31	4	1.17	-1.0	-0.5	-1.0	-2.0			-0.5											
Max Temp (deg C)	2013	1	3	4	1.19	-10.4	-9.0		-13.0			-9.2			-12.0								
Max Temp (deg C)	2013	1	4	4	1.2	-0.2	0.0	0.5				-0.5			-1.0								
Max Temp (deg C)	2013	1	5	4	1.23	-5.5	-5.5					-5.5			-4.5			-7.0					
Max Temp (deg C)	2013	1	6	4	1.17	-7.2	-7.0	-7.0	-7.0			-8.0											
Max Temp (deg C)	2013	1	7	4	1.2	0.1	1.0	0.5				-1.5			-1.5								
Max Temp (deg C)	2013	1	12	4	1.17	4.6	5.5	5.0	2.0			6.0											
Max Temp (deg C)	2013	1	15	4	1.17	-1.2	-1.0	-0.5	-2.0			-1.5											
Max Temp (deg C)	2013	1	17	4	1.27	-9.3			-13.0		-5.0				-9.5			-6.5					
Max Temp (deg C)	2013	1	18	4	1.2	-5.8	-5.0	-5.0				-4.5			-11.0								
Max Temp (deg C)	2013	1	19	4	1.19	3.8	5.0		1.0			5.0			5.0								
Max Temp (deg C)	2013	1	20	4	1.24	3.7		3.0	3.0		5.0	5.0											
Max Temp (deg C)	2013	1	21	4	1.18	-15.8	-16.0	-15.0	-16.0						-15.5								
Max Temp (deg C)	2013	1	22	4	1.18	-15.6	-15.0	-16.0	-16.0						-14.5								
Max Temp (deg C)	2013	1	23	4	1.18	-22.0	-22.5	-20.5	-22.0						-22.0								
Max Temp (deg C)	2013	1	25	4	1.18	-14.6	-14.5	-14.0	-15.0						-14.0								
Max Temp (deg C)	2013	1	27	4	1.17	-11.0	-11.0	-9.5	-12.0			-11.0											
Max Temp (deg C)	2013	1	28	4	1.17	-8.3	-8.0	-8.0	-9.0			-7.5											
Max Temp (deg C)	2013	1	29	4	1.27	2.8			0.0		6.0	5.0			1.0								
Max Temp (deg C)	2013	1	31	4	1.21	4.3	4.0		4.0						6.5	6.0							
Max Temp (deg C)	2013	2	2	4	1.17	-13.7	-13.0	-13.5	-15.0			-13.0											
Max Temp (deg C)	2013	2	9	4	1.17	-7.1	-7.0	-6.5	-7.0			-8.0											
Max Temp (deg C)	2013	2	10	4	1.2	-5.5	-5.0	-5.5				-6.0			-6.0								
Max Temp (deg C)	2013	2	16	4	1.29	-4.2		-3.5			-4.0	-4.5			-5.0								
Max Temp (deg C)	2013	2	21	4	1.17	-4.7	-4.0	-4.5	-5.0			-6.0											
Max Temp (deg C)	2013	2	23	4	1.19	0.8	1.5		0.0			0.5			0.5								
Max Temp (deg C)	2013	2	26	4	1.17	3.1	3.0	3.5	3.0			3.0											
Max Temp (deg C)	2013	3	3	4	1.17	-0.3	-0.5	0.5	0.0			-1.0											
Max Temp (deg C)	2013	3	9	4	1.23	7.6		7.0	8.0		8.5				5.5								
Max Temp (deg C)	2013	3	14	4	1.17	-3.8	-4.0	-3.0	-4.0			-4.0											
Max Temp (deg C)	2013	3	18	4	1.2	-2.5	-2.0	-2.5				-2.5			-3.5								
Max Temp (deg C)	2013	3	19	4	1.17	-1.6	-1.0	-1.0	-3.0			-1.5											
Max Temp (deg C)	2013	3	21	4	1.18	0.8	1.5	1.5	-1.0						0.5								
Max Temp (deg C)	2013	3	22	4	1.17	1.9	2.0	3.5	1.0			1.0											
Max Temp (deg C)	2013	3	23	4	1.19	5.0	6.0		4.0			4.0			4.5								
Max Temp (deg C)	2013	3	30	4	1.19	9.0	9.5		8.0			9.0			9.0								
Max Temp (deg C)	2013	4	1	4	1.18	6.4	7.0	6.5	5.0						7.5								
Max Temp (deg C)	2013	4	5	4	1.17	6.5	7.5	7.0	4.5			6.5											
Max Temp (deg C)	2013	4	6	4	1.25	3.5		4.5	2.0			3.5			2.5								
Max Temp (deg C)	2013	4	7	4	1.18	11.5	12.5	11.5	9.5						12.0								
Max Temp (deg C)	2013	4	8	4	1.17	8.5	9.0	9.5	7.5			7.5											
Max Temp (deg C)	2013	4	20	4	1.18	9.5	9.5	10.5	8.5						9.5								
Max Temp (deg C)	2013	5	10	4	1.17	20.4	20.0	20.5	21.0			20.0											
Max Temp (deg C)	2013	5	12	4	1.17	14.2	14.0	15.5	13.0			15.0											
Max Temp (deg C)	2013	5	19	4	1.17	20.8	20.5	21.5	20.0			21.5											
Max Temp (deg C)	2013	5	28	4	1.17	22.4	22.0	23.0	22.5			22.0											
Max Temp (deg C)	2013	5	29	4	1.27	20.7			21.0		20.0	20.0			20.0								
Max Temp (deg C)	2013	5	31	4	1.18	31.2	30.5	31.5	32.0						32.0								
Max Temp (deg C)	2013	6	5	4	1.17	19.5	19.0	20.0	20.0			19.0											
Max Temp (deg C)	2013	6	7	4	1.17	15.3	15.5	15.0	15.0			15.0											
Max Temp (deg C)	2013	6	8	4	1.17	18.0	18.0	18.0	18.0			17.5											
Max Temp (deg C)	2013	6	16	4	1.17	18.2	18.5	19.0	16.5			19.0											
Max Temp (deg C)	2013	6	20	4	1.27	24.1			24.0		24.0	23.0			24.0								
Max Temp (deg C)	2013	6	22	4	1.17	19.7	19.5	20.0	19.5			20.0											
Max Temp (deg C)	2013	6	28	4	1.17	17.9	18.5	17.5	17.0			18.0											
Max Temp (deg C)	2013	7	5	4	1.17	29.9	30.0	30.5	29.0			29.5											
Max Temp (deg C)	2013	8	17	4	1.17	24.0	24.0		24.0		24.0				23.5								
Max Temp (deg C)	2013	8	22	4	1.18	23.4	23.5	23.5	23.0						23.5								
Max Temp (deg C)	2013	9	10	4	1.42	20.6						20.5			19.5	19.0						23.0	
Max Temp (deg C)	2013	10	3	4	1.17	21.4	21.0	21.5	22.0			21.0											
Max Temp (deg C)	2013	10	25	4	1.17	8.6	9.5	8.5	7.5			8.0											
Max Temp (deg C)	2013	10	26	4	1.17	5.9	6.5	5.5	5.0			6.0											
Max Temp (deg C)	2013	10	30	4	1.19	7.3	7.5		7.5			6.5			7.0								
Max Temp (deg C)	2013	10	31	4	1.17	15.4	15.5	15.0	15.0			16.0											
Max Temp (deg C)	2013	11	1	4	1.17	18.8	19.0	18.5	18.5			19.0											
Max Temp (deg C)	2013	11	2	4	1.19	6.9	7.0		7.0			6.0			7.0								
Max Temp (deg C)	2013	11	3	4	1.17	4.2	4.5	4.5	4.0			3.5											
Max Temp (deg C)	2013	11	4	4	1.25	3.9		4.0	4.0			3.0			3.5								
Max Temp (deg C)	2013	11	5	4	1.19	9.3	9.5		9.0			9.0			9.0								
Max Temp (deg C)	2013	11	7	4	1.27	10.5			9.0		12.0	11.0			10.5								
Max Temp (deg C)	2013	11	15	4	1.18	10.4	11.5	10.5	8.5						9.5								
Max Temp (deg C)	2013	11	16	4	1.18	12.6	13.0	12.5	12.0						12.0								
Max Temp (deg C)	2013	11	17	4	1.18	13.2	14.0	12.0	13.0						14.0								
Max Temp (deg C)	2013	11	23	4	1.17	-1.0	-1.0		-1.0		-1.0				0.0								
Max Temp (deg C)	2013	11	24	4	1.18	-6.1	-6.0	-6.0	-6.0						-5.5								
Max Temp (deg C)	2013	11	29	4	1.18	-5.8	-5.5	-5.0	-7.0						-5.5								
Max Temp (deg C)	2013	11	30	4	1.17	-4.8	-4.5		-7.0		-1.5				-5.0								
Max Temp (deg C)	2013	12	1	4	1.19	-1.5	-1.5		-2.0			-0.6			-1.0								
Max Temp (deg C)	2013	12	2	4	1.2	0.3	0.5	0.5				0.5			0.0								
Max Temp (deg C)	2013	12	3	4	1.17	0.9	1.0	1.0	0.5			1.0											
Max Temp (deg C)	2013	12	4	4	1.17	1.2	2.0	2.0	-0.5			1.0											
Max Temp (deg C)	2013	12	5	4	1.19	7.6	8.5		5.0			10.0			6.0								
Max Temp (deg C)	2013	12	6	4	1.19	3.2	3.5		2.5			3.5			3.5								
Max Temp (deg C)	2013	12	8	4	1.19	-3.8	-3.5		-4.5			-3.5			-4.0								
Max Temp (deg C)	2013	12	10	4	1.18	-3.2	-3.0		-3.5		-3.0	-3.0											
Max Temp (deg C)	2013	12	11	4	1.17	-5.6	-5.5	-5.0	-6.0			-5.5											
Max Temp (deg C)	2013	12	16	4	1.19	-17.9	-17.5		-18.0			-19.0			-16.0								
Max Temp (deg C)	2013	12	18	4	1.25	-7.8		-7.0	-9.0			-7.5			-7.5								
Max Temp (deg C)	2013	12	25	4	1.27	-14.9			-15.0		-14.5	-15.0			-15.0								
Max Temp (deg C)	2013	12	26	4	1.19	-9.1	-8.5		-9.5			-9.5			-9.5								
Max Temp (deg C)	2013	12	27	4	1.19	-3.0	-3.0		-4.0			-1.0			-4.0								
Max Temp (deg C)	2013	12	30	4	1.27	-12.6			-14.0		-11.0	-12.0			-12.0								
Max Temp (deg C)	2013	12	31	4	1.19	-17.2	-16.5		-18.0			-17.0			-18.0								
Min Temp (deg C)	2000	4	13	4	1.29	-6.7	-7.0	-5.0	-9.0				-7.5										
Min Temp (deg C)	2000	5	20	4	1.29	2.0	2.0	3.5	0.0				1.0										
Min Temp (deg C)	2000	5	21	4	1.29	7.8	9.5	7.0	4.0				9.0										
Min Temp (deg C)	2000	9	19	4	1.29	10.3	10.5	10.0	8.0				11.5										
Min Temp (deg C)	2001	3	3	4	1.29	-22.6	-23.5	-22.0	-26.0				-19.5										
Min Temp (deg C)	2001	3	4	4	1.29	-19.7	-19.0	-18.0	-24.0				-20.0										
Min Temp (deg C)	2001	3	17	4	1.29	-11.6	-13.5	-9.0	-13.0				-11.5										
Min Temp (deg C)	2001	3	18	4	1.29	-6.4	-6.0	-5.0	-9.0				-7.5										
Min Temp (deg C)	2001	9	26	4	1.29	11.0	11.0	12.0	10.0				9.5										
Min Temp (deg C)	2001	9	27	4	1.29	8.2	7.5	9.0	7.0				8.5										
Min Temp (deg C)	2001	9	28	4	1.29	8.7	9.5	8.0	8.0				8.5										
Min Temp (deg C)	2001	9	29	4	1.29	3.6	4.5	4.0	3.0				1.5										
Min Temp (deg C)	2001	9	30	4	1.29	3.1	4.5	4.0	1.5				0.5										
Min Temp (deg C)	2001	12	27	4	1.29	-7.0	-7.0	-5.5	-10.0				-7.0										
Min Temp (deg C)	2001	12	28	4	1.29	-13.4	-13.5	-12.0	-18.0				-12.0										
Min Temp (deg C)	2001	12	29	4	1.29	-7.2	-8.0	-6.0	-10.0				-6.0										
Min Temp (deg C)	2001	12	30	4	1.33	-9.0	-9.0	-8.0			-9.0		-10.0										
Min Temp (deg C)	2001	12	31	4	1.29	-8.5	-7.0	-7.0	-12.0				-10.5										
Min Temp (deg C)	2002	1	1	4	1.29	-14.9	-15.0	-12.0	-19.0				-16.0										
Min Temp (deg C)	2002	1	25	4	1.29	-11.6	-11.5	-10.0	-17.0				-10.0										
Min Temp (deg C)	2002	1	26	4	1.29	-7.1	-7.5	-5.0	-10.0				-7.5										
Min Temp (deg C)	2002	1	27	4	1.29	-8.4	-9.0	-8.0	-10.0				-7.5										
Min Temp (deg C)	2002	3	1	4	1.33	-6.7	-9.5	-4.0			-5.0		-5.0										
Min Temp (deg C)	2002	3	2	4	1.33	-10.9	-11.5	-10.0			-10.5		-10.5										
Min Temp (deg C)	2002	3	3	4	1.33	-2.6	-4.0	-2.0			-2.0		0.0										
Min Temp (deg C)	2002	3	4	4	1.29	-13.7	-14.0	-14.0	-16.0				-11.5										
Min Temp (deg C)	2002	3	5	4	1.29	-12.5	-13.0	-11.0	-16.0				-11.5										
Min Temp (deg C)	2002	3	6	4	1.29	-9.6	-9.5	-9.0	-14.0				-7.5										
Min Temp (deg C)	2002	3	7	4	1.29	-5.5	-5.5	-5.0	-9.0				-4.0										
Min Temp (deg C)	2002	5	14	4	1.29	2.9	3.0	3.0	2.0				2.5										
Min Temp (deg C)	2002	5	15	4	1.29	2.5	2.0	3.0	1.0				3.0										
Min Temp (deg C)	2002	5	16	4	1.29	6.4	7.5	6.0	5.5				5.5										
Min Temp (deg C)	2002	5	17	4	1.29	6.7	7.5	6.0	5.0				7.0										
Min Temp (deg C)	2002	8	5	4	1.29	19.1	20.0	19.5	15.0				20.0										
Min Temp (deg C)	2002	8	6	4	1.29	12.1	12.5	13.0	10.0				11.5										
Min Temp (deg C)	2002	8	7	4	1.29	13.8	13.5	14.0	14.0				13.0										
Min Temp (deg C)	2002	8	8	4	1.29	13.1	13.0	14.0	13.0				11.5										
Min Temp (deg C)	2002	8	30	4	1.29	9.9	10.5	10.0	9.0				9.0										
Min Temp (deg C)	2002	8	31	4	1.33	11.7	12.5	12.0			10.0		10.5										
Min Temp (deg C)	2002	11	18	4	1.29	-3.1	-3.0	-3.0	-4.5				-3.0										
Min Temp (deg C)	2002	11	20	4	1.29	-1.1	-0.5	-1.0	-3.0				-1.0										
Min Temp (deg C)	2002	11	21	4	1.29	-0.5	-1.0	0.0	-3.0				1.0										
Min Temp (deg C)	2002	11	22	4	1.29	1.8	1.5	3.0	0.0				1.5										
Min Temp (deg C)	2002	11	26	4	1.29	-4.6	-4.5	-4.0	-9.0				-2.5										
Min Temp (deg C)	2002	11	28	4	1.29	-12.5	-13.0	-11.0	-16.0				-11.5										
Min Temp (deg C)	2002	12	7	4	1.29	-5.5	-4.5	-6.0	-8.0				-5.0										
Min Temp (deg C)	2002	12	8	4	1.29	-11.8	-14.5	-9.0	-12.0				-12.0										
Min Temp (deg C)	2002	12	28	4	1.33	-4.9	-4.0	-5.0			-4.5		-6.0										
Min Temp (deg C)	2002	12	29	4	1.33	-7.1	-7.5	-8.0			-5.5		-4.5										
Min Temp (deg C)	2002	12	30	4	1.29	-14.3	-14.0	-12.0	-17.0				-16.5										
Min Temp (deg C)	2002	12	31	4	1.29	-8.7	-9.5	-8.0	-11.0				-7.0										
Min Temp (deg C)	2003	1	1	4	1.33	-7.9	-7.3	-8.0			-5.0		-9.0										
Min Temp (deg C)	2003	1	2	4	1.29	-12.5	-13.0	-12.0	-14.0				-12.0										
Min Temp (deg C)	2003	1	3	4	1.37	-10.0		-9.0	-13.0		-11.0		-8.5										
Min Temp (deg C)	2003	1	4	4	1.29	-7.1	-9.0	-6.0	-7.0				-6.5										
Min Temp (deg C)	2003	1	5	4	1.29	-6.5	-7.0	-6.0	-7.0				-6.5										
Min Temp (deg C)	2003	1	6	4	1.29	-8.1	-8.0	-7.0	-11.0				-8.0										
Min Temp (deg C)	2003	1	18	4	1.29	-27.0	-26.0	-27.0	-31.0				-26.0										
Min Temp (deg C)	2003	1	19	4	1.29	-20.7	-22.5	-22.0	-21.0				-16.5										
Min Temp (deg C)	2003	3	21	4	1.29	-0.3	-0.5	0.0	-2.0				0.5										
Min Temp (deg C)	2003	3	22	4	1.29	0.2	-1.0	0.0	0.8				1.0										
Min Temp (deg C)	2003	3	23	4	1.29	1.0	1.0	1.0	0.0				1.0										
Min Temp (deg C)	2003	3	24	4	1.29	-0.8	-0.5	-1.0	-3.0				0.0										
Min Temp (deg C)	2003	3	25	4	1.29	-1.2	-2.0	-1.0	-3.0				0.5										
Min Temp (deg C)	2003	9	18	4	1.29	8.9	10.5	8.0	7.0				8.5										
Min Temp (deg C)	2003	10	4	4	1.29	5.6	5.4	5.0	5.5				6.0										
Min Temp (deg C)	2004	2	29	4	1.29	-6.0	-4.5	-5.0	-10.0				-7.0										
Min Temp (deg C)	2004	3	1	4	1.29	-7.0	-7.5	-5.0	-9.0				-8.0										
Min Temp (deg C)	2004	3	2	4	1.29	0.5	0.5	0.0	0.0				1.0										
Min Temp (deg C)	2004	3	3	4	1.29	1.4	1.0	1.5	1.0				1.5										
Min Temp (deg C)	2004	3	4	4	1.29	-1.5	-2.0	-1.0	-3.0				-1.0										
Min Temp (deg C)	2004	3	5	4	1.29	-1.9	-2.0	-2.0	-4.0				-0.5										
Min Temp (deg C)	2004	3	6	4	1.29	-0.1	-1.0	0.0	0.0				0.5										
Min Temp (deg C)	2004	3	7	4	1.29	-5.3	-6.0	-5.0	-7.0				-4.0										
Min Temp (deg C)	2004	6	26	4	1.29	7.7	8.0	8.0	6.0				7.5										
Min Temp (deg C)	2004	6	27	4	1.33	10.6	11.0	10.0			11.0		11.0										
Min Temp (deg C)	2004	6	28	4	1.29	8.7	9.0	9.0	6.5				9.0										
Min Temp (deg C)	2004	7	7	4	1.29	10.5	11.0	10.0	8.5				11.5										
Min Temp (deg C)	2004	9	8	4	1.29	13.9	14.0	14.5	12.0				14.0										
Min Temp (deg C)	2004	10	21	4	1.29	2.4	3.0	2.0	1.5				2.0										
Min Temp (deg C)	2005	11	29	4	1.31	1.9	1.5	2.0	0.0		4.0												
Min Temp (deg C)	2005	11	30	4	1.29	5.4	5.5	5.5	4.0				5.5										
Min Temp (deg C)	2005	12	1	4	1.31	-1.3	-2.0	-1.0	-2.0		-0.5												
Min Temp (deg C)	2006	1	15	4	1.31	-16.9	-17.0	-17.0	-18.0		-16.5												
Min Temp (deg C)	2006	7	1	4	1.33	13.7	13.5	14.0			14.0		14.0										
Min Temp (deg C)	2006	8	26	4	1.29	7.6	8.0	9.0	6.0				5.5										
Min Temp (deg C)	2006	8	31	4	1.29	8.4	8.5	10.0	6.5				7.0										
Min Temp (deg C)	2006	9	1	4	1.29	9.3	10.5	9.0	9.0				7.5										
Min Temp (deg C)	2006	10	17	4	1.29	1.7	2.5	1.0	0.0				2.0										
Min Temp (deg C)	2006	10	22	4	1.29	-2.0	-3.0	0.0	-3.0				-3.0										
Min Temp (deg C)	2006	11	15	4	1.29	7.4	8.5	6.0	7.0				7.5										
Min Temp (deg C)	2006	12	29	4	1.29	-17.2	-16.5	-17.5	-20.0				-16.0										
Min Temp (deg C)	2007	1	13	4	1.29	-8.7	-8.5	-9.0	-8.0				-10.0										
Min Temp (deg C)	2007	1	16	4	1.29	-15.7	-16.5	-14.0	-17.0				-16.5										
Min Temp (deg C)	2007	1	29	4	1.29	-22.0	-20.5	-22.0	-22.0				-25.0										
Min Temp (deg C)	2007	1	30	4	1.29	-24.8	-24.5	-23.0	-27.0				-26.5										
Min Temp (deg C)	2007	2	8	4	1.31	-17.1	-17.5	-16.0	-20.0		-17.0												
Min Temp (deg C)	2007	2	9	4	1.31	-17.9	-18.0	-18.0	-19.0		-17.5												
Min Temp (deg C)	2007	2	17	4	1.29	-10.3	-9.0	-12.0	-12.0				-9.0										
Min Temp (deg C)	2007	2	18	4	1.29	-11.2	-13.0	-10.0	-12.0				-10.0										
Min Temp (deg C)	2007	2	20	4	1.29	-17.3	-16.5	-17.0	-18.0				-19.0										
Min Temp (deg C)	2007	2	21	4	1.29	-16.5	-16.0	-17.0	-18.0				-16.0										
Min Temp (deg C)	2007	2	26	4	1.29	-14.6	-13.5	-14.0	-17.0				-16.0										
Min Temp (deg C)	2007	2	27	4	1.29	-14.4	-15.0	-11.0	-14.0				-19.5										
Min Temp (deg C)	2007	2	28	4	1.29	-10.6	-10.0	-10.0	-13.0				-11.0										
Min Temp (deg C)	2007	3	17	4	1.29	-8.6	-8.5	-8.0	-9.0				-10.0										
Min Temp (deg C)	2007	3	18	4	1.29	-7.9	-8.0	-7.0	-9.0				-9.0										
Min Temp (deg C)	2007	3	23	4	1.29	1.2	1.5	2.0	-1.0				1.0										
Min Temp (deg C)	2007	3	27	4	1.29	2.2	2.0	2.0	1.0				3.0										
Min Temp (deg C)	2007	3	30	4	1.29	-0.9	-1.5	0.0	-2.0				-1.0										
Min Temp (deg C)	2007	4	8	4	1.29	-6.1	-5.5	-5.0	-9.0				-7.0										
Min Temp (deg C)	2007	4	18	4	1.29	2.6	3.0	2.0	2.0				2.5										
Min Temp (deg C)	2007	5	24	4	1.29	12.7	11.5	13.0	11.0				15.0										
Min Temp (deg C)	2007	5	25	4	1.29	16.8	18.0	16.0	16.0				16.0										
Min Temp (deg C)	2007	5	26	4	1.29	14.6	14.5	15.0	12.0				16.0										
Min Temp (deg C)	2007	6	3	4	1.29	12.6	12.5	12.0	13.5				12.0										
Min Temp (deg C)	2007	6	4	4	1.29	15.9	16.0	16.0	14.5				16.0										
Min Temp (deg C)	2007	6	11	4	1.29	15.5	16.0	15.0	15.0				15.0										
Min Temp (deg C)	2007	6	19	4	1.29	15.7	16.5	15.0	14.0				16.0										
Min Temp (deg C)	2007	6	20	4	1.29	20.1	20.0	20.0	19.5				20.0										
Min Temp (deg C)	2007	6	22	4	1.29	14.1	14.0	14.0	14.0				14.0										
Min Temp (deg C)	2007	6	23	4	1.29	10.4	10.5	10.0	9.5				11.0										
Min Temp (deg C)	2007	7	28	4	1.29	19.4	19.5	19.0	19.5				19.0										
Min Temp (deg C)	2007	8	11	4	1.31	14.4	14.5	14.0	14.0		15.0												
Min Temp (deg C)	2007	8	14	4	1.31	11.6	11.5	13.0	9.5		10.0												
Min Temp (deg C)	2007	9	8	4	1.29	22.0	21.0	22.0	23.0				22.0										
Min Temp (deg C)	2007	10	29	4	1.29	-3.0	-4.0	-1.0	-5.0				-3.0										
Min Temp (deg C)	2007	11	10	4	1.29	-4.3	-4.5	-3.0	-6.0				-5.0										
Min Temp (deg C)	2007	11	12	4	1.29	-4.0	-4.0	-4.0	-6.0				-3.0										
Min Temp (deg C)	2007	11	20	4	1.29	-3.3	-2.5	-4.0	-5.0				-3.0										
Min Temp (deg C)	2007	11	21	4	1.29	-2.7	-4.0	-1.0	-6.0				-1.0										
Min Temp (deg C)	2007	12	4	4	1.29	-8.9	-9.5	-8.0	-10.0				-9.0										
Min Temp (deg C)	2007	12	5	4	1.29	-8.7	-9.0	-8.0	-10.0				-9.0										
Min Temp (deg C)	2007	12	7	4	1.29	-12.5	-14.5	-10.0	-19.0				-8.0										
Min Temp (deg C)	2007	12	14	4	1.29	-14.6	-14.0	-14.0	-18.0				-14.0										
Min Temp (deg C)	2007	12	23	4	1.29	-0.7	0.5	1.0	-5.0				-2.0										
Min Temp (deg C)	2007	12	30	4	1.29	-5.6	-7.0	-4.0	-6.0				-6.0										
Min Temp (deg C)	2007	12	31	4	1.29	-7.0	-7.5	-7.0	-7.0				-7.0										
Min Temp (deg C)	2008	1	1	4	1.29	-7.4	-7.5	-6.0	-10.0				-7.5										
Min Temp (deg C)	2008	1	3	4	1.29	-26.1	-26.5	-24.0	-24.0				-31.0										
Min Temp (deg C)	2008	1	4	4	1.29	-20.4	-20.5	-16.0	-24.0				-24.0										
Min Temp (deg C)	2008	1	5	4	1.29	-4.4	-4.0	-4.0	-6.0				-5.0										
Min Temp (deg C)	2008	1	16	4	1.29	-14.7	-15.5	-12.0	-17.0				-16.0										
Min Temp (deg C)	2008	1	17	4	1.29	-17.5	-17.0	-18.0	-21.0				-15.0										
Min Temp (deg C)	2008	1	18	4	1.29	-8.1	-9.5	-8.0	-10.0				-5.0										
Min Temp (deg C)	2008	1	23	4	1.29	-12.9	-13.0	-12.0	-15.0				-13.0										
Min Temp (deg C)	2008	1	24	4	1.29	-22.5	-22.5	-22.0	-28.0				-19.0										
Min Temp (deg C)	2008	1	25	4	1.29	-21.8	-20.5	-20.0	-29.0				-21.0										
Min Temp (deg C)	2008	1	26	4	1.29	-15.5	-16.0	-13.0	-20.0				-15.0										
Min Temp (deg C)	2008	1	27	4	1.31	-16.0	-15.5	-16.0	-18.0		-17.0												
Min Temp (deg C)	2008	1	28	4	1.31	-15.7	-15.5	-17.0	-14.0		-17.0												
Min Temp (deg C)	2008	1	31	4	1.31	-10.8	-11.0	-10.0	-13.0		-11.0												
