Station Name	AUTEUIL
Province	QUEBEC
Latitude	45.65
Longitude	-73.73
Elevation	53.0
Climate Identifier	7020392

Created by	Rainbird Beta 4.0.2
Created on	08/12/2014

*** FILL PROCEDURE INFO ***

MLR model	Least Absolute Deviations
Precip correction	Not Available
Wet days correction	Not Available
Max number of stations	4
Cutoff distance (km)	100
Cutoff altitude difference (m)	350
Date Start	2000/01/01
Date End	2013/12/31


*** SUMMARY TABLE ***

CLIMATE VARIABLE	TOTAL MISSING	TOTAL FILLED		AVG. NBR STA.	AVG. RMSE		RIVIERE DES PRAIRIES	VERCHERES	ST JACQUES	ST JANVIER	STE MADELEINE	FLEURY	MARIEVILLE	ST AMABLE	SOREL	PIERREVILLE	STE MARTINE	ST GUILLAUME	ST HYACINTHE 2	ST BERNARD DE LACOLLE	PHILIPSBURG	ST NAZAIRE	SABREVOIS
Max Temp (deg C)	762 (14.9 % of total)	762 (100.0 % of missing)		4.0	1.20		728 (95.5 % of filled)	699 (91.7 % of filled)	586 (76.9 % of filled)	439 (57.6 % of filled)	47 (6.2 % of filled)	332 (43.6 % of filled)	0 (0.0 % of filled)	1 (0.1 % of filled)	208 (27.3 % of filled)	4 (0.5 % of filled)	0 (0.0 % of filled)	2 (0.3 % of filled)	1 (0.1 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)	1 (0.1 % of filled)	0 (0.0 % of filled)
Min Temp (deg C)	564 (11.0 % of total)	564 (100.0 % of missing)		4.0	1.33		499 (88.5 % of filled)	494 (87.6 % of filled)	378 (67.0 % of filled)	0 (0.0 % of filled)	255 (45.2 % of filled)	88 (15.6 % of filled)	506 (89.7 % of filled)	0 (0.0 % of filled)	5 (0.9 % of filled)	13 (2.3 % of filled)	18 (3.2 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)
Mean Temp (deg C)	979 (19.1 % of total)	979 (100.0 % of missing)		4.0	0.95		881 (90.0 % of filled)	856 (87.4 % of filled)	672 (68.6 % of filled)	473 (48.3 % of filled)	503 (51.4 % of filled)	325 (33.2 % of filled)	6 (0.6 % of filled)	1 (0.1 % of filled)	151 (15.4 % of filled)	31 (3.2 % of filled)	4 (0.4 % of filled)	8 (0.8 % of filled)	1 (0.1 % of filled)	2 (0.2 % of filled)	1 (0.1 % of filled)	0 (0.0 % of filled)	1 (0.1 % of filled)
Total Precip (mm)	404 (7.9 % of total)	404 (100.0 % of missing)		4.0	3.68		390 (96.5 % of filled)	377 (93.3 % of filled)	150 (37.1 % of filled)	216 (53.5 % of filled)	76 (18.8 % of filled)	2 (0.5 % of filled)	0 (0.0 % of filled)	386 (95.5 % of filled)	14 (3.5 % of filled)	0 (0.0 % of filled)	1 (0.2 % of filled)	2 (0.5 % of filled)	2 (0.5 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)	0 (0.0 % of filled)

TOTAL	2709 (13.2 % of total)	2709 (100.0 % of missing)		---	---		2498 (92.2 % of filled)	2426 (89.6 % of filled)	1786 (65.9 % of filled)	1128 (41.6 % of filled)	881 (32.5 % of filled)	747 (27.6 % of filled)	512 (18.9 % of filled)	388 (14.3 % of filled)	378 (14.0 % of filled)	48 (1.8 % of filled)	23 (0.8 % of filled)	12 (0.4 % of filled)	4 (0.1 % of filled)	2 (0.1 % of filled)	1 (0.0 % of filled)	1 (0.0 % of filled)	1 (0.0 % of filled)


*** DETAILED REPORT ***

VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	AUTEUIL	RIVIERE DES PRAIRIES	VERCHERES	ST JACQUES	ST JANVIER	STE MADELEINE	FLEURY	MARIEVILLE	ST AMABLE	SOREL	PIERREVILLE	STE MARTINE	ST GUILLAUME	ST HYACINTHE 2	ST BERNARD DE LACOLLE	PHILIPSBURG	ST NAZAIRE	SABREVOIS
Max Temp (deg C)	2000	4	12	4	1.2	4.5	4.5	5.5	4.5	3.5													
Max Temp (deg C)	2000	5	19	4	1.2	12.2	12.5	12.0	12.0	12.0													
Max Temp (deg C)	2000	5	20	4	1.2	18.8	20.0	18.5	19.0	17.5													
Max Temp (deg C)	2000	5	21	4	1.2	18.2	19.0	18.0	18.0	17.5													
Max Temp (deg C)	2000	10	15	4	1.2	10.9	10.5	11.0	10.0	11.5													
Max Temp (deg C)	2001	3	3	4	1.2	-8.3	-8.5	-10.0	-7.0	-7.5													
Max Temp (deg C)	2001	3	17	4	1.2	2.5	4.5	0.0	3.0	2.0													
Max Temp (deg C)	2001	9	26	4	1.2	17.8	17.0	19.5	18.0	17.0													
Max Temp (deg C)	2001	9	27	4	1.2	17.7	17.0	18.5	18.0	17.5													
Max Temp (deg C)	2001	9	28	4	1.2	16.0	15.5	16.0	17.0	16.0													
Max Temp (deg C)	2001	9	29	4	1.2	15.8	16.0	15.0	16.0	16.0													
Max Temp (deg C)	2001	12	27	4	1.17	-2.9	-3.5	-2.5	-2.0			-3.0											
Max Temp (deg C)	2001	12	28	4	1.17	-3.9	-3.5	-3.0	-6.0			-2.0											
Max Temp (deg C)	2001	12	29	4	1.17	-4.6	-4.5	-4.0	-5.0			-4.5											
Max Temp (deg C)	2001	12	30	4	1.17	-3.6	-3.5	-3.0	-4.0			-3.5											
Max Temp (deg C)	2001	12	31	4	1.17	-3.7	-4.5	-2.5	-3.0			-4.0											
Max Temp (deg C)	2002	1	1	4	1.23	-7.1		-7.0	-7.0	-7.0		-8.0											
Max Temp (deg C)	2002	1	25	4	1.2	-1.0	-1.5	0.0	-2.0	-1.0													
Max Temp (deg C)	2002	1	26	4	1.2	4.9	5.5	5.0	4.0	4.5													
Max Temp (deg C)	2002	1	27	4	1.2	-3.3	-3.5	-3.5	-4.0	-3.0													
Max Temp (deg C)	2002	2	28	4	1.2	-1.2	-1.0	-1.0				-1.5			-1.0								
Max Temp (deg C)	2002	3	1	4	1.2	1.7	2.5	1.0				1.5			1.5								
Max Temp (deg C)	2002	3	2	4	1.2	4.6	5.0	6.0				3.0			2.0								
Max Temp (deg C)	2002	3	3	4	1.17	10.3	11.0	11.0	8.0			11.0											
Max Temp (deg C)	2002	3	4	4	1.17	-6.9	-7.0	-6.0	-7.0			-7.0											
Max Temp (deg C)	2002	3	5	4	1.17	-2.8	-2.5	-3.0	-3.0			-3.0											
Max Temp (deg C)	2002	3	6	4	1.17	0.9	2.0	0.0	0.0			1.0											
Max Temp (deg C)	2002	3	7	4	1.2	1.8	3.0	1.0	2.5	0.7													
Max Temp (deg C)	2002	5	14	4	1.2	6.8	7.5	5.0	8.0	7.0													
Max Temp (deg C)	2002	5	15	4	1.2	15.2	15.5	14.0	15.5	15.5													
Max Temp (deg C)	2002	5	16	4	1.2	15.1	16.0	14.5	14.0	15.0													
Max Temp (deg C)	2002	8	5	4	1.2	27.8	27.5	29.0	29.0	26.5													
Max Temp (deg C)	2002	8	6	4	1.2	22.6	22.5	23.5	23.0	21.5													
Max Temp (deg C)	2002	8	7	4	1.2	25.4	25.5	26.5	26.0	24.0													
Max Temp (deg C)	2002	8	29	4	1.2	23.2	23.0	23.0	24.0	23.0													
Max Temp (deg C)	2002	8	30	4	1.19	27.2	28.5	27.5		26.0		26.0											
Max Temp (deg C)	2002	11	12	4	1.2	5.9	6.5	6.0	5.0	5.5													
Max Temp (deg C)	2002	11	16	4	1.2	-1.9	-1.5	-2.0	-2.0	-2.5													
Max Temp (deg C)	2002	11	28	4	1.2	-3.1	-2.0	-2.0	-4.0	-5.0													
Max Temp (deg C)	2002	12	1	4	1.2	-6.6	-7.0	-6.0	-6.0	-7.0													
Max Temp (deg C)	2002	12	2	4	1.2	-8.1	-8.5	-6.0	-8.0	-9.5													
Max Temp (deg C)	2002	12	3	4	1.2	-9.7	-10.0	-9.0	-8.0	-11.0													
Max Temp (deg C)	2002	12	7	4	1.2	0.9	1.5	0.5	-0.5	1.0													
Max Temp (deg C)	2002	12	8	4	1.2	-0.9	-1.0	0.0	0.0	-2.0													
Max Temp (deg C)	2002	12	28	4	1.19	-0.4	-0.5	0.0		-0.6		-0.5											
Max Temp (deg C)	2002	12	29	4	1.2	-1.6	-1.5	-1.0	0.0	-3.0													
Max Temp (deg C)	2002	12	30	4	1.2	-3.7	-4.0	-2.0	-5.0	-4.5													
Max Temp (deg C)	2002	12	31	4	1.2	0.9	1.0	-1.0	1.4	2.0													
Max Temp (deg C)	2003	1	1	4	1.2	-1.1	-1.0	-1.0	-2.0	-1.0													
Max Temp (deg C)	2003	1	2	4	1.2	-7.5	-7.5	-8.0	-6.7	-7.5													
Max Temp (deg C)	2003	1	3	4	1.2	-3.8	-3.0	-3.0	-5.0	-5.0													
Max Temp (deg C)	2003	1	4	4	1.2	-4.1	-4.0	-4.0	-4.0	-4.5													
Max Temp (deg C)	2003	1	5	4	1.2	-2.8	-3.0	-3.0	-2.0	-3.0													
Max Temp (deg C)	2003	1	18	4	1.2	-13.4	-12.5	-13.0	-14.0	-14.5													
Max Temp (deg C)	2003	1	19	4	1.2	-7.6	-7.0	-7.0	-8.5	-8.5													
Max Temp (deg C)	2003	1	22	4	1.2	-19.3	-19.0	-19.0	-19.0	-20.0													
Max Temp (deg C)	2003	3	20	4	1.2	1.7	2.5	1.0	2.0	1.0													
Max Temp (deg C)	2003	3	21	4	1.19	7.3	8.0	7.0		7.0		6.5											
Max Temp (deg C)	2003	3	22	4	1.2	6.1	6.5	6.0	6.0	5.5													
Max Temp (deg C)	2003	3	23	4	1.2	5.5	5.0	6.0	6.0	5.2													
Max Temp (deg C)	2003	3	24	4	1.2	7.5	7.5	8.0	7.0	7.0													
Max Temp (deg C)	2003	3	25	4	1.2	9.1	11.0	7.0	8.0	9.0													
Max Temp (deg C)	2003	9	17	4	1.2	24.0	25.0	23.0	24.0	23.5													
Max Temp (deg C)	2004	2	29	4	1.2	4.8	5.0	5.0	4.5	4.5													
Max Temp (deg C)	2004	3	1	4	1.2	6.6	7.0	6.0	7.5	6.0													
Max Temp (deg C)	2004	3	2	4	1.2	7.7	9.0	8.0	5.5	7.0													
Max Temp (deg C)	2004	3	3	4	1.2	5.7	5.0	5.0	6.0	6.5													
Max Temp (deg C)	2004	3	4	4	1.2	4.3	4.0	5.0	5.0	3.5													
Max Temp (deg C)	2004	3	5	4	1.2	4.6	5.5	5.0	1.0	4.5													
Max Temp (deg C)	2004	3	6	4	1.2	5.4	6.0	5.0	4.0	5.5													
Max Temp (deg C)	2004	6	25	4	1.17	19.4	20.5	18.0	19.0			18.5											
Max Temp (deg C)	2004	6	26	4	1.17	22.5	23.5	22.5	21.0			21.5											
Max Temp (deg C)	2004	6	27	4	1.2	22.2	22.5	22.5	21.0	21.8													
Max Temp (deg C)	2004	6	28	4	1.2	22.9	24.0	23.0	22.0	22.0													
Max Temp (deg C)	2004	7	6	4	1.2	26.3	26.0	27.0	26.0	26.0													
Max Temp (deg C)	2004	12	24	4	1.2	-12.6	-12.5	-12.0				-13.0			-12.0								
Max Temp (deg C)	2005	5	24	4	1.2	17.9	18.0	18.0	17.0	18.0													
Max Temp (deg C)	2005	8	16	4	1.2	29.1	30.0	29.0	29.0	28.0													
Max Temp (deg C)	2005	11	15	4	1.2	3.6	6.0	3.0	2.0	2.0													
Max Temp (deg C)	2005	11	28	4	1.2	8.2	14.0	8.0	3.0	4.5													
Max Temp (deg C)	2005	11	29	4	1.2	17.4	18.0	18.0	16.5	16.5													
Max Temp (deg C)	2005	11	30	4	1.2	8.3	8.0	8.5	8.0	8.5													
Max Temp (deg C)	2005	12	1	4	1.2	4.2	4.5	4.0	4.0	4.0													
Max Temp (deg C)	2005	12	27	4	1.2	-3.5	-3.5	-3.0	-4.0	-4.0													
Max Temp (deg C)	2006	1	14	4	1.2	4.0	4.0	3.0	4.0	4.5													
Max Temp (deg C)	2006	5	21	4	1.19	13.4	13.5	14.5		12.5		13.0											
Max Temp (deg C)	2006	6	8	4	1.2	16.4	17.0	16.0	16.0	16.0													
Max Temp (deg C)	2006	8	31	4	1.2	22.9	22.0	23.0	23.0	23.5													
Max Temp (deg C)	2006	9	12	4	1.2	19.9	20.0	20.0	19.0	20.0													
Max Temp (deg C)	2006	9	13	4	1.2	17.1	17.5	17.0	17.0	16.5													
Max Temp (deg C)	2006	9	14	4	1.2	18.1	18.0	18.0	18.0	18.0													
Max Temp (deg C)	2006	9	15	4	1.2	21.7	22.0	22.0	21.5	21.0													
Max Temp (deg C)	2006	9	16	4	1.2	24.6	24.5	24.0	24.5	25.0													
Max Temp (deg C)	2006	9	17	4	1.2	23.0	22.5	23.0	22.5	23.5													
Max Temp (deg C)	2006	9	18	4	1.2	25.6	24.5	25.0	25.5	27.0													
Max Temp (deg C)	2006	9	19	4	1.2	19.5	19.5	19.0	19.0	20.0													
Max Temp (deg C)	2006	9	20	4	1.2	18.2	18.5	18.0	18.0	18.0													
Max Temp (deg C)	2006	9	21	4	1.2	15.5	15.5	15.0	15.0	16.0													
Max Temp (deg C)	2006	9	22	4	1.19	17.2	17.0	18.0		17.0		15.5											
Max Temp (deg C)	2006	9	23	4	1.2	18.9	19.4	19.0	17.0	19.0													
Max Temp (deg C)	2006	9	24	4	1.2	23.9	23.5	24.0	24.0	24.0													
Max Temp (deg C)	2006	9	25	4	1.2	14.8	14.5	15.0	14.0	15.0													
Max Temp (deg C)	2006	9	26	4	1.2	16.5	17.0	15.0	16.5	17.0													
Max Temp (deg C)	2006	9	27	4	1.2	21.2	20.5	21.0	20.5	22.0													
Max Temp (deg C)	2006	9	28	4	1.2	21.0	21.5	20.0	21.0	21.0													
Max Temp (deg C)	2006	9	29	4	1.2	12.5	12.0	13.0	12.0	12.5													
Max Temp (deg C)	2006	9	30	4	1.2	15.5	15.0	16.0	15.0	15.5													
Max Temp (deg C)	2006	10	1	4	1.2	13.5	13.5	13.0	13.0	14.0													
Max Temp (deg C)	2006	10	2	4	1.2	14.8	14.0	15.0	14.5	15.5													
Max Temp (deg C)	2006	10	3	4	1.2	18.1	17.0	18.0	18.5	19.0													
Max Temp (deg C)	2006	10	4	4	1.2	16.3	16.5	17.0	15.0	16.0													
Max Temp (deg C)	2006	10	5	4	1.2	12.5	12.5	13.0	12.5	12.0													
Max Temp (deg C)	2006	10	6	4	1.19	14.8	14.0	15.0		15.0		15.0											
Max Temp (deg C)	2006	10	7	4	1.19	17.3	17.0	17.0		17.5		17.0											
Max Temp (deg C)	2006	10	8	4	1.19	20.1	19.5	19.5		20.5		20.0											
Max Temp (deg C)	2006	10	9	4	1.19	21.9	21.0	22.0		22.0		22.0											
Max Temp (deg C)	2006	10	10	4	1.19	11.5	11.0	11.0		12.0		11.5											
Max Temp (deg C)	2006	10	11	4	1.19	14.5	14.5	14.0		14.0		16.0											
Max Temp (deg C)	2006	10	12	4	1.19	14.4	14.5	14.0		14.0		15.0											
Max Temp (deg C)	2006	10	13	4	1.19	10.6	11.0	11.0		10.0		10.0											
Max Temp (deg C)	2006	10	14	4	1.2	8.8	9.5	9.0	8.0	8.0													
Max Temp (deg C)	2006	10	15	4	1.2	10.5	10.5	11.0	9.0	10.5													
Max Temp (deg C)	2006	10	16	4	1.2	13.9	14.0	14.0	13.0	14.0													
Max Temp (deg C)	2006	10	17	4	1.2	11.9	13.0	14.0	9.0	10.0													
Max Temp (deg C)	2006	10	18	4	1.2	15.7	16.0	15.0	15.0	16.0													
Max Temp (deg C)	2006	10	19	4	1.2	16.3	17.0	16.0	15.5	16.0													
Max Temp (deg C)	2006	10	20	4	1.2	8.3	8.5	9.0	8.0	7.5													
Max Temp (deg C)	2006	10	21	4	1.17	7.1	7.5	7.0	7.0			6.0											
Max Temp (deg C)	2006	10	22	4	1.2	6.9	6.5	7.0	7.0	7.0													
Max Temp (deg C)	2006	10	23	4	1.2	5.5	5.5	6.0	5.0	5.0													
Max Temp (deg C)	2006	10	24	4	1.2	7.4	7.0	7.0	7.5	8.0													
Max Temp (deg C)	2006	10	25	4	1.2	9.9	9.5	10.0	10.0	10.0													
Max Temp (deg C)	2006	10	26	4	1.2	9.4	9.5	9.0	9.0	9.5													
Max Temp (deg C)	2006	10	27	4	1.2	7.2	6.5	7.0	7.0	8.0													
Max Temp (deg C)	2006	10	28	4	1.2	7.2	8.0	7.0	6.0	7.0													
Max Temp (deg C)	2006	10	29	4	1.2	5.3	5.0	6.0	5.0	5.0													
Max Temp (deg C)	2006	10	30	4	1.2	8.0	8.0	8.0	6.5	8.5													
Max Temp (deg C)	2006	10	31	4	1.2	5.4	5.0	7.0	3.5	5.0													
Max Temp (deg C)	2006	11	1	4	1.2	9.1	9.0	9.0	9.0	9.0													
Max Temp (deg C)	2006	11	2	4	1.2	7.1	7.5	7.0	6.0	7.0													
Max Temp (deg C)	2006	11	3	4	1.2	5.4	5.5	6.0	4.5	5.0													
Max Temp (deg C)	2006	11	4	4	1.2	5.5	5.5	6.0	3.0	6.0													
Max Temp (deg C)	2006	11	5	4	1.2	4.7	5.0	5.0	3.0	4.5													
Max Temp (deg C)	2006	11	6	4	1.19	8.1	8.0	7.0		9.0		7.0											
Max Temp (deg C)	2006	11	7	4	1.2	11.5	12.5	12.0	10.0	10.5													
Max Temp (deg C)	2006	11	8	4	1.2	7.7	8.0	7.0	8.0	7.5													
Max Temp (deg C)	2006	11	9	4	1.2	12.0	12.5	12.0	10.5	12.0													
Max Temp (deg C)	2006	11	10	4	1.2	9.4	9.0	10.0	8.5	9.5													
Max Temp (deg C)	2006	11	11	4	1.2	5.1	5.0	7.0	4.0	4.0													
Max Temp (deg C)	2006	11	12	4	1.2	4.9	5.0	6.0	4.0	4.0													
Max Temp (deg C)	2006	11	13	4	1.2	7.2	7.5	7.0	7.0	7.0													
Max Temp (deg C)	2006	11	14	4	1.2	8.8	9.0	8.0	9.0	9.0													
Max Temp (deg C)	2006	11	15	4	1.2	10.4	11.0	10.0	10.0	10.0													
Max Temp (deg C)	2006	11	16	4	1.2	17.7	17.5	19.0	17.0	17.0													
Max Temp (deg C)	2006	11	17	4	1.2	14.7	13.5	15.5	15.0	15.0													
Max Temp (deg C)	2006	11	18	4	1.2	6.1	6.0	6.0	6.5	6.0													
Max Temp (deg C)	2006	11	19	4	1.2	3.0	3.0	3.0	4.0	2.5													
Max Temp (deg C)	2006	11	20	4	1.2	1.5	1.5	1.4	1.5	1.5													
Max Temp (deg C)	2006	11	21	4	1.2	2.8	2.5	3.0	2.0	3.0													
Max Temp (deg C)	2006	11	22	4	1.2	5.2	5.5	6.0	5.0	4.0													
Max Temp (deg C)	2006	11	23	4	1.2	4.9	4.5	6.0	7.0	3.5													
Max Temp (deg C)	2006	11	24	4	1.2	5.3	6.0	6.0	7.0	3.0													
Max Temp (deg C)	2006	11	25	4	1.2	7.0	8.0	7.0	4.0	7.0													
Max Temp (deg C)	2006	11	26	4	1.2	7.2	7.5	7.0	6.0	7.5													
Max Temp (deg C)	2006	11	27	4	1.2	4.3	4.0	5.0	4.0	4.0													
Max Temp (deg C)	2006	11	28	4	1.2	1.7	2.0	3.0	1.0	0.5													
Max Temp (deg C)	2006	11	29	4	1.2	11.4	13.0	11.0	9.0	11.0													
Max Temp (deg C)	2006	11	30	4	1.2	14.8	15.5	14.0	14.0	15.0													
Max Temp (deg C)	2006	12	1	4	1.2	2.3	3.5	1.0	0.0	3.0													
Max Temp (deg C)	2006	12	2	4	1.2	0.2	0.5	1.0	0.0	-1.0													
Max Temp (deg C)	2006	12	3	4	1.2	-4.1	-3.5	-4.0	-4.0	-5.0													
Max Temp (deg C)	2006	12	4	4	1.2	-2.5	-2.5	-3.0	-3.0	-2.0													
Max Temp (deg C)	2006	12	5	4	1.2	-3.3	-2.5	-3.0	-5.0	-4.0													
Max Temp (deg C)	2006	12	6	4	1.2	2.6	3.5	1.0	2.0	3.0													
Max Temp (deg C)	2006	12	7	4	1.2	2.1	2.5	2.0	2.0	1.5													
Max Temp (deg C)	2006	12	8	4	1.2	-1.9	-1.0	-3.0	-2.0	-2.0													
Max Temp (deg C)	2006	12	9	4	1.2	2.2	3.0	2.0	2.0	1.5													
Max Temp (deg C)	2006	12	10	4	1.2	3.5	3.5	4.0	3.0	3.0													
Max Temp (deg C)	2006	12	11	4	1.2	3.5	3.0	4.0	3.0	3.5													
Max Temp (deg C)	2006	12	12	4	1.2	2.5	5.5	4.0	0.0	-1.0													
Max Temp (deg C)	2006	12	13	4	1.2	6.4	7.0	7.0	4.0	6.0													
Max Temp (deg C)	2006	12	14	4	1.2	7.8	9.5	8.0	6.0	6.5													
Max Temp (deg C)	2006	12	15	4	1.2	9.3	11.5	11.0	6.0	7.0													
Max Temp (deg C)	2006	12	16	4	1.19	6.6	6.5	8.0		5.5		7.0											
Max Temp (deg C)	2006	12	17	4	1.2	7.4	7.5	8.0	5.0	7.5													
Max Temp (deg C)	2006	12	18	4	1.2	4.8	5.0	5.0	4.5	4.5													
Max Temp (deg C)	2006	12	19	4	1.2	0.5	0.5	0.0	0.0	1.0													
Max Temp (deg C)	2006	12	20	4	1.2	4.3	5.0	4.0	2.0	4.5													
Max Temp (deg C)	2006	12	21	4	1.2	5.2	5.5	5.0	5.0	5.0													
Max Temp (deg C)	2006	12	22	4	1.2	1.9	3.5	2.0	1.0	0.5													
Max Temp (deg C)	2006	12	23	4	1.2	4.5	5.5	4.0	4.0	4.0													
Max Temp (deg C)	2006	12	24	4	1.2	5.6	5.5	5.0	5.5	6.0													
Max Temp (deg C)	2006	12	25	4	1.2	4.3	5.0	5.0	4.0	3.0													
Max Temp (deg C)	2006	12	26	4	1.2	1.2	1.5	0.5	1.5	1.0													
Max Temp (deg C)	2006	12	27	4	1.2	-4.9	-5.0	-7.0	-3.0	-4.0													
Max Temp (deg C)	2006	12	28	4	1.2	-4.3	-4.5	-6.0	-4.0	-3.0													
Max Temp (deg C)	2006	12	29	4	1.2	-7.7	-8.5	-7.0	-9.0	-7.0													
Max Temp (deg C)	2006	12	30	4	1.2	-5.5	-6.0	-6.0	-5.0	-5.0													
Max Temp (deg C)	2006	12	31	4	1.2	2.1	3.5	2.0	2.0	0.5													
Max Temp (deg C)	2007	1	1	4	1.2	4.1	5.5	4.0	3.0	3.0													
Max Temp (deg C)	2007	1	2	4	1.2	0.6	2.0	1.0	0.0	-1.0													
Max Temp (deg C)	2007	1	3	4	1.2	5.7	6.5	6.0	4.0	5.0													
Max Temp (deg C)	2007	1	4	4	1.2	8.8	10.0	9.0	7.0	8.0													
Max Temp (deg C)	2007	1	5	4	1.2	8.5	9.0	9.0	7.0	8.0													
Max Temp (deg C)	2007	1	6	4	1.2	9.3	11.0	10.0	6.0	8.0													
Max Temp (deg C)	2007	1	7	4	1.2	4.8	5.0	4.0	5.0	5.0													
Max Temp (deg C)	2007	1	8	4	1.2	4.6	5.0	5.0	3.5	4.0													
Max Temp (deg C)	2007	1	9	4	1.2	2.1	2.0	2.0	2.0	2.0													
Max Temp (deg C)	2007	1	10	4	1.2	-7.7	-7.5	-7.0	-9.0	-8.0													
Max Temp (deg C)	2007	1	11	4	1.2	0.4	1.0	0.0	0.0	0.0													
Max Temp (deg C)	2007	1	12	4	1.2	3.6	4.5	3.0	2.5	3.5													
Max Temp (deg C)	2007	1	13	4	1.2	-6.0	-6.5	-6.0	-7.0	-5.4													
Max Temp (deg C)	2007	1	14	4	1.2	-4.3	-4.0	-5.0	-5.0	-4.0													
Max Temp (deg C)	2007	1	15	4	1.2	-8.7	-8.5	-8.0	-9.0	-9.5													
Max Temp (deg C)	2007	1	16	4	1.2	-10.3	-10.0	-11.0	-10.0	-10.5													
Max Temp (deg C)	2007	1	17	4	1.2	-14.1	-13.5	-13.0	-16.0	-15.0													
Max Temp (deg C)	2007	1	18	4	1.2	-4.4	-3.0	-3.0	-5.0	-7.0													
Max Temp (deg C)	2007	1	19	4	1.19	-1.5	-1.5	-1.0		-1.5		-2.5											
Max Temp (deg C)	2007	1	20	4	1.19	-10.6	-11.0	-10.0		-11.0		-10.0											
Max Temp (deg C)	2007	1	21	4	1.19	-11.8	-11.5	-12.0		-12.0		-12.0											
Max Temp (deg C)	2007	1	22	4	1.19	-9.3	-7.5	-10.0		-10.0		-10.0											
Max Temp (deg C)	2007	1	23	4	1.19	-3.1	-1.5	-5.0		-3.5		-2.7											
Max Temp (deg C)	2007	1	24	4	1.19	-7.1	-7.0	-8.0		-7.5		-5.0											
Max Temp (deg C)	2007	1	25	4	1.19	-14.0	-14.5	-13.0		-14.0		-15.0											
Max Temp (deg C)	2007	1	26	4	1.2	-15.9	-16.5	-15.0	-16.6	-16.0													
Max Temp (deg C)	2007	1	27	4	1.2	-14.3	-14.0	-14.0	-14.0	-15.0													
Max Temp (deg C)	2007	1	28	4	1.2	-8.8	-8.5	-10.0	-8.0	-8.5													
Max Temp (deg C)	2007	1	29	4	1.2	-10.5	-10.5	-10.0	-11.0	-11.0													
Max Temp (deg C)	2007	1	30	4	1.2	-13.7	-14.5	-12.0	-14.5	-14.0													
Max Temp (deg C)	2007	1	31	4	1.2	-10.0	-10.0	-9.0	-10.0	-11.0													
Max Temp (deg C)	2007	2	1	4	1.2	-3.1	-3.0	-3.0	-4.0	-3.0													
Max Temp (deg C)	2007	2	2	4	1.2	-2.3	-2.0	-3.0	-3.0	-2.0													
Max Temp (deg C)	2007	2	3	4	1.2	-5.8	-5.5	-6.0	-6.0	-6.0													
Max Temp (deg C)	2007	2	4	4	1.2	-9.8	-10.0	-10.0	-10.0	-9.5													
Max Temp (deg C)	2007	2	5	4	1.2	-15.1	-15.5	-16.0	-16.5	-13.5													
Max Temp (deg C)	2007	2	6	4	1.2	-10.8	-11.5	-11.0	-9.0	-11.0													
Max Temp (deg C)	2007	2	7	4	1.2	-11.1	-12.0	-10.0	-9.0	-12.0													
Max Temp (deg C)	2007	2	8	4	1.2	-9.3	-9.5	-10.0	-9.0	-9.0													
Max Temp (deg C)	2007	2	9	4	1.2	-10.0	-10.5	-9.0	-10.0	-10.5													
Max Temp (deg C)	2007	2	10	4	1.2	-6.7	-7.5	-8.0	-7.0	-5.0													
Max Temp (deg C)	2007	2	11	4	1.19	-4.4	-4.5	-4.0		-4.0		-6.0											
Max Temp (deg C)	2007	2	12	4	1.19	-9.6	-10.0	-9.0		-10.0		-9.0											
Max Temp (deg C)	2007	2	13	4	1.19	-13.9	-14.0	-13.0		-14.0		-15.0											
Max Temp (deg C)	2007	2	14	4	1.19	-12.8	-12.5	-13.0		-13.0		-13.0											
Max Temp (deg C)	2007	2	15	4	1.2	-13.5	-12.0	-15.0	-13.5	-14.0													
Max Temp (deg C)	2007	2	16	4	1.2	-6.2	-7.0	-7.0	-6.0	-5.0													
Max Temp (deg C)	2007	2	17	4	1.2	-3.5	-3.5	-3.0	-4.0	-4.0													
Max Temp (deg C)	2007	2	18	4	1.2	-4.7	-4.5	-5.0	-7.0	-4.0													
Max Temp (deg C)	2007	2	19	4	1.2	-14.0	-14.0	-13.0	-14.0	-15.0													
Max Temp (deg C)	2007	2	20	4	1.2	-10.5	-10.0	-10.0	-12.0	-11.0													
Max Temp (deg C)	2007	2	21	4	1.2	-2.8	-3.5	-3.0	-3.0	-2.0													
Max Temp (deg C)	2007	2	22	4	1.2	-6.3	-6.0	-7.0	-7.0	-6.0													
Max Temp (deg C)	2007	2	23	4	1.2	-6.7	-7.0	-5.0	-8.0	-7.5													
Max Temp (deg C)	2007	2	24	4	1.2	-2.3	-4.0	-3.0	0.0	-1.0													
Max Temp (deg C)	2007	2	25	4	1.2	-1.8	-2.5	-3.0	-2.5	0.0													
Max Temp (deg C)	2007	2	26	4	1.2	-2.7	-3.0	-3.0	-1.5	-3.0													
Max Temp (deg C)	2007	2	27	4	1.2	1.1	1.0	0.0	1.0	2.0													
