"Station Name","BRETON"
"Province","ALBERTA"
"Latitude","53.17"
"Longitude","-114.48"
"Elevation","843.00"
"Climate Identifier","3010815"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2002-01-01","2002","01","01","","-16.5","","-27.5","","-22.0","","40.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-02","2002","01","02","","-1.5","","-25.5","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-03","2002","01","03","","8.0","","-16.5","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-04","2002","01","04","","5.0","","-5.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-05","2002","01","05","","3.5","","-10.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-06","2002","01","06","","8.0","","-9.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-07","2002","01","07","","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-08","2002","01","08","","6.5","","-2.5","","2.0","","16.0","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"2002-01-09","2002","01","09","","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-10","2002","01","10","","4.5","","-6.0","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-11","2002","01","11","","3.0","","-6.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-12","2002","01","12","","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-13","2002","01","13","","0.0","","-3.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-14","2002","01","14","","-5.0","","-14.0","","-9.5","","27.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-15","2002","01","15","","-4.0","","-13.5","","-8.8","","26.8","","0.0","","0.0","","0.0","T","0.0","T","","","","","",""
"2002-01-16","2002","01","16","","-4.5","","-10.0","","-7.3","","25.3","","0.0","","0.0","","2.0","","2.0","","","","","","",""
"2002-01-17","2002","01","17","","-6.0","","-10.5","","-8.3","","26.3","","0.0","","0.0","","1.5","","1.5","","","","","","",""
"2002-01-18","2002","01","18","","-3.0","","-15.0","","-9.0","","27.0","","0.0","","0.0","","6.0","","6.0","","","","","","",""
"2002-01-19","2002","01","19","","0.0","","-12.0","E","-6.0","E","24.0","E","0.0","E","0.0","","0.0","T","0.0","T","","","","","",""
"2002-01-20","2002","01","20","","-1.5","","-9.5","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"2002-01-21","2002","01","21","","-15.0","","-17.5","","-16.3","","34.3","","0.0","","0.0","","0.0","","0.0","","","","","","",""
