"Station Name","BRETON"
"Province","ALBERTA"
"Latitude","53.17"
"Longitude","-114.48"
"Elevation","843.00"
"Climate Identifier","3010815"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2009-01-01","2009","01","01","*","-23.0","","-26.0","","-24.5","","42.5","","0.0","","0.0","","1.0","","0.0","","29","","","","",""
"2009-01-02","2009","01","02","*","-25.0","","-33.0","","-29.0","","47.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2009-01-03","2009","01","03","*","-13.0","","-34.0","","-23.5","","41.5","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2009-01-04","2009","01","04","*","-7.0","","-31.0","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2009-01-05","2009","01","05","*","-1.0","","-17.0","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2009-01-06","2009","01","06","*","-10.0","","-7.0","","-8.5","","26.5","","0.0","","0.0","","2.0","","0.0","","30","","","","",""
"2009-01-07","2009","01","07","*","-10.0","","-20.0","","-15.0","","33.0","","0.0","","0.0","","6.0","","0.0","","32","","","","",""
"2009-01-08","2009","01","08","*","-14.0","","-20.0","","-17.0","","35.0","","0.0","","0.0","","2.0","","0.0","","36","","","","",""
"2009-01-09","2009","01","09","*","4.0","","-26.0","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
"2009-01-10","2009","01","10","*","3.0","","-20.0","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
